Unnamed: 0,MF: BLCA,METH: BLCA,GE: BLCA,CNA: BLCA,hsa04010,hsa04012,hsa04110,hsa04115,hsa04370,hsa04520
NLRX1,0.0,0.0935132003516639,0.0742542596619595,0.6136363636363635,0,0,0,0,0,0
MAVS,0.0,0.0100470904999054,0.0162762813813507,0.0,0,0,0,0,0,0
ROBO1,0.0301124558700344,0.2138764093679127,0.0758418164997614,0.0,0,0,0,0,0,0
SLIT2,0.1195386552612663,0.456258043702475,0.3812240768556575,0.0,0,0,0,0,0,0
NTF3,0.0306926723988839,0.1087469464373519,0.3260255168089454,0.0,1,0,0,0,0,0
AKAP5,0.030264008847269,0.0085631180366423,0.0189720126613215,0.0,0,0,0,0,0,0
ROBO3,0.0,0.2359113168343171,0.1085707247656529,0.6136363636363635,0,0,0,0,0,0
CFH,0.0306063200618039,0.0,0.1577398489029536,0.2727272727272727,0,0,0,0,0,0
CD19,0.0,0.0917117636159699,0.1884635125393137,0.3712121212121212,0,0,0,0,0,0
CD81,0.0,0.1898445424945472,0.1282792611226217,0.0,0,0,0,0,0,0
SERPING1,0.0,0.0291440324270515,0.1380680709436159,0.0,0,0,0,0,0,0
C1S,0.0306735908966229,0.0,0.1590548465098663,0.0,0,0,0,0,0,0
C1R,0.0,0.0448781816835006,0.1629167462048461,0.0,0,0,0,0,0,0
CPN2,0.0,0.1816212823611164,0.1694253001289505,0.8257575757575757,0,0,0,0,0,0
CPN1,0.0614668600626682,0.0626304408923179,0.0,0.0,0,0,0,0,0,0
L1CAM,0.0283936173432901,0.0798634976924228,0.3047540504588081,0.0,0,0,0,0,0,0
NRP1,0.1152139681841791,0.045836442466107,0.0862697451624113,0.2803030303030303,0,0,0,0,0,0
ITGA9,0.0,0.1232166130238357,0.2488603987955954,0.0,0,0,0,0,0,0
MAPK3,0.0,0.0044691801164907,0.0469170068083854,0.0,1,0,0,0,1,0
MAPK1,0.0,0.011301207180616,0.049960685742153,0.0,1,0,0,0,1,0
C6,0.0596380742484201,0.0,0.390537623251854,0.0,0,0,0,0,0,0
FARSA,0.0,0.1343509431275865,0.0506227593102068,0.0,0,0,0,0,0,0
FARSB,0.0613512292059444,0.0071034119514259,0.0085802748134734,0.0,0,0,0,0,0,0
HBB,0.0,0.0,0.2812370591841302,0.0,0,0,0,0,0,0
HBA1,0.0307783979878311,0.0379088937710233,0.2839558858998496,0.0,0,0,0,0,0,0
HBA2,0.0,0.0365491287998027,0.2879160616732593,0.0,0,0,0,0,0,0
SMURF2,0.0307909362862003,0.0463327972481282,0.0028471460997493,0.7348484848484849,0,0,0,0,0,0
SMURF1,0.0,0.0915324463489096,0.0073688054005391,0.0,0,0,0,0,0,0
NEDD4L,0.0,0.016230262482393,0.0378274720937701,0.0,0,0,0,0,0,0
STUB1,0.0613458193563377,0.0109359887081212,0.0098069920617793,0.0,0,0,0,0,0,0
UBE2M,0.0,0.0087483470816173,0.01944067372767,0.0,0,0,0,0,0,0
NEDD8,0.0,0.0252757079270187,0.0292391461061409,0.0,0,0,0,0,0,0
RNF20,0.0,0.0186336920024711,0.0555229903843494,0.6742424242424242,0,0,0,0,0,0
RNF40,0.0,0.0144176239155396,0.012604353653223,0.0,0,0,0,0,0,0
FRK,0.029570910457641,0.3864983267172546,0.0011005894012316,0.8219696969696969,0,0,0,0,0,0
TRIM27,0.0,0.0307382698231845,0.0388511531193175,0.0,0,0,0,0,0,0
ITGA11,0.028938554757686,0.0547879327397431,0.0874517703079721,0.0,0,0,0,0,0,0
ITGAD,0.0,0.2316865095870169,0.1539173085653506,0.0,0,0,0,0,0,0
ITGAE,0.1228737534634901,0.0146997471411315,0.0046679359540703,0.0,0,0,0,0,0,0
HSPG2,0.0607996716229193,0.0072255099603579,0.1171588546138535,0.0,0,0,0,0,0,0
LDHA,0.0,0.0107615352305838,0.0165698834948225,0.0,0,0,0,0,0,0
LDHB,0.0,0.0018216437423203,0.0234232817010998,0.0,0,0,0,0,0,0
SUCLG1,0.0,0.0344173188602217,0.0634870605040214,0.0,0,0,0,0,0,0
SUCLG2,0.0,0.0801503063121389,0.0592005958771052,0.0,0,0,0,0,0,0
SUCLA2,0.0300521240794074,0.0,0.0642155930504594,0.0,0,0,0,0,0,0
TIMP1,0.0,0.2001239428477445,0.0136456117772392,0.0,0,0,0,0,0,0
MMP9,0.0,0.1642229299411052,0.1920687431939839,0.0,0,0,0,0,0,0
MMP14,0.0,0.0808629172509948,0.0726303043492847,0.0,0,0,0,0,0,0
TIMP2,0.0,0.085795427933531,0.2088392302666838,0.7348484848484849,0,0,0,0,0,0
RBBP7,0.0,0.0264032669263151,0.0067767345246406,0.0,0,0,0,0,0,0
HAT1,0.0,0.0256735468004972,0.0021029433640367,0.0,0,0,0,0,0,0
PAX3,0.0305457642900944,0.4859824776353227,0.0,0.0,0,0,0,0,0,0
NCOA1,0.1192408076340263,0.0021020146120565,0.0639850373239488,0.0,0,0,0,0,0,0
BAP1,0.0306416056933008,0.0358651338286241,0.0035494615153118,0.0,0,0,0,0,0,0
HCFC1,0.0303009480872212,0.1453698539796636,0.0105358406892135,0.0,0,0,0,0,0,0
TAB1,0.0,0.0461189526782958,0.0203952268820295,0.0,1,0,0,0,0,0
SKP2,0.0305229297830222,0.0129725059071567,0.1522988524622839,0.0,0,0,1,0,0,0
UFD1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
VCP,0.0612398694040986,0.0422669773192766,0.0067933357622132,0.0,0,0,0,0,0,0
YOD1,0.0,0.3137567614886074,0.0364917268695464,0.2727272727272727,0,0,0,0,0,0
ZRANB1,0.0304593524029091,0.0625959608596219,0.0860805801661588,0.0,0,0,0,0,0,0
APC,0.0304410506480827,0.4185035427840065,0.0907329874613912,0.0,0,0,0,0,0,0
ATXN3,0.0,0.0160623846222626,0.0082668942122579,0.0,0,0,0,0,0,0
STAMBP,0.0,0.0355144367698267,0.0198026690631446,0.0,0,0,0,0,0,0
STAM,0.0,0.0134788018802908,0.0132315047898768,0.2803030303030303,0,0,0,0,0,0
NTRK3,0.0299556826824216,0.2496101459960837,0.4461314666578577,0.0,0,0,0,0,0,0
PTPRS,0.0,0.063165638377546,0.1019542162216213,0.0,0,0,0,0,0,0
SERPINE1,0.0307780906634515,0.021280581873899,0.0196076196408592,0.0,0,0,0,1,0,0
VTN,0.0,0.3044623084007843,0.1970582757958294,0.0,0,0,0,0,0,0
DAG1,0.0,0.0,0.0242382182211495,0.0,0,0,0,0,0,0
AGRN,0.0,0.0129095767055114,0.2086899696780577,0.0,0,0,0,0,0,0
BCL10,0.0,0.3597463134479101,0.0624529951377331,0.0,0,0,0,0,0,0
SLIT1,0.0,0.0677361792497837,0.164654610503029,0.0,0,0,0,0,0,0
RALGAPA2,0.090840665128601,0.0192012387109756,0.012067542092797,0.0,0,0,0,0,0,0
RALGAPB,0.0551501493132856,0.0228577138750141,0.0142235611332299,0.0,0,0,0,0,0,0
GOLGB1,0.1428150644899037,0.013904062761592,0.0031487529381182,0.0,0,0,0,0,0,0
ACBD3,0.0,0.0110367210705289,0.0104777819675239,0.2727272727272727,0,0,0,0,0,0
HPS4,0.0307082484090086,0.0061203973693317,0.0186001422135446,0.0,0,0,0,0,0,0
HPS1,0.0,0.1261354444058732,0.0216272616359931,0.0,0,0,0,0,0,0
INHBB,0.0,0.1193886930310799,0.1553522921108255,0.0,0,0,0,0,0,0
INHBA,0.0,0.0,0.1539462469480809,0.0,0,0,0,0,0,0
FAM20A,0.0611977799186461,0.1589834317590467,0.0122882000506737,0.7348484848484849,0,0,0,0,0,0
FAM20C,0.0,0.2917066169459796,0.1234866904602983,0.0,0,0,0,0,0,0
PARP1,0.0304928459422928,0.0705587566234935,0.0366835406664274,0.2727272727272727,0,0,0,0,0,0
RAD52,0.0597814674186707,0.3216511472678935,0.0179166957826605,0.0,0,0,0,0,0,0
RNF168,0.0306474312197798,0.016633725958234,0.003619349310474,0.8257575757575757,0,0,0,0,0,0
SP100,0.0,0.1253640877281963,0.0167179262071151,0.7840909090909091,0,0,0,0,0,0
TDG,0.0,0.0200065986801554,0.0386889749201218,0.0,0,0,0,0,0,0
WRN,0.0614043794261142,0.0079103480109807,0.0278687989724025,0.9545454545454546,0,0,0,0,0,0
XPC,0.0,0.0062724378457878,0.033502662969244,0.0,0,0,0,0,0,0
MITF,0.0,0.0461040008909132,0.2115918996024706,0.0,0,0,0,0,0,0
SP3,0.0306107837667408,0.0052498304151108,0.0265912368646605,0.0,0,0,0,0,0,0
TP53BP1,0.1174378514807415,0.0041005372075963,0.0081603276466381,0.0,0,0,0,0,0,0
CDKN2A,0.0305635429096971,0.2616964804455107,0.327034312524211,0.9053030303030304,0,0,1,1,0,0
HIC1,0.0,0.0182084995422923,0.2057029980364738,0.0,0,0,0,0,0,0
FOXL2,0.0307164079437539,0.0836293427872489,0.1491186437423779,0.0,0,0,0,0,0,0
DDX17,0.0609030223774042,0.0025342990680772,0.0332123468371221,0.0,0,0,0,0,0,0
SATB1,0.0,0.0025477863996435,0.1517470691796459,0.0,0,0,0,0,0,0
SUZ12,0.0,0.0122267942707638,0.0234737059478321,0.0,0,0,0,0,0,0
HDAC4,0.0,0.0062062332689781,0.1357552504801538,0.7840909090909091,0,0,0,0,0,0
HDAC1,0.0,0.0208977133830301,0.017992074739363,0.0,0,0,1,0,0,0
HDAC2,0.0307553649079571,0.0111233792194618,0.0223592538711346,0.8219696969696969,0,0,1,0,0,0
CHD3,0.0,0.0019099360799401,0.0386333134017485,0.0,0,0,0,0,0,0
HNRNPC,0.0,0.0318868553238841,0.0029390788115182,0.0,0,0,0,0,0,0
NOP58,0.0,0.0041914884793592,0.0145283005246159,0.0,0,0,0,0,0,0
TOP1,0.0304385325548759,0.0017678514079067,0.0120422584466739,0.0,0,0,0,0,0,0
TOP2A,0.0,0.0069189823014609,0.3496162692425815,0.0,0,0,0,0,0,0
TOP2B,0.1217285406820983,0.0056573279529911,0.0150646352312125,0.0,0,0,0,0,0,0
SETDB1,0.0,0.0987176161217062,0.0474971663754109,0.0,0,0,0,0,0,0
ATF7IP,0.0,0.0410969071901515,0.02497882491777,0.0,0,0,0,0,0,0
PRMT5,0.0608006514038916,0.0050783665256639,0.0301201833746388,0.0,0,0,0,0,0,0
WDR77,0.0,0.0130666420490757,0.0120422584466739,0.0,0,0,0,0,0,0
PINK1,0.0307766942883763,0.0148759005738452,0.0518407488062423,0.0,0,0,0,0,0,0
ERBB4,0.0894361755416673,0.0089786294537316,0.2088394861839084,0.6590909090909091,1,1,0,0,0,0
RELN,0.1200418093841569,0.2061624720706657,0.4286211215951609,0.0,0,0,0,0,0,0
VLDLR,0.0607701292570264,0.0129144569222434,0.0949571291432799,0.3333333333333333,0,0,0,0,0,0
ASGR1,0.0305827483458746,0.2815326631143475,0.0109319261486002,0.0,0,0,0,0,0,0
ASGR2,0.0,0.2009731495510926,0.0898616192682787,0.0,0,0,0,0,0,0
EGR1,0.0614909261652468,0.0090139648412006,0.3424863535515463,0.0,0,0,0,0,0,0
SALL4,0.0604607353250227,0.4309769916917545,0.2372520743687464,0.0,0,0,0,0,0,0
MAF1,0.0,0.0209600119621658,0.0107792724031002,0.0,0,0,0,0,0,0
ARHGAP35,0.0,0.0097182820608317,0.0721842457978778,0.0,0,0,0,0,0,0
RASA1,0.030597285612987,0.0052333403668665,0.0136192439634859,0.0,1,0,0,0,0,0
BCAR1,0.0,0.1603555906096204,0.0095958648258279,0.0,0,0,0,0,0,0
RXRG,0.0307385176695526,0.0496007040286531,0.4972725815078133,0.0,0,0,0,0,0,0
RARG,0.0306915642099456,0.0398648879866177,0.017913918393315,0.0,0,0,0,0,0,0
RXRA,0.1230101181200139,0.0201051108016612,0.0138021003162948,0.0,0,0,0,0,0,0
RARA,0.060344217535675,0.0259544838901383,0.0944529980366606,0.0,0,0,0,0,0,0
RXRB,0.0609382816598451,0.0189286317378618,0.0241427578152533,0.0,0,0,0,0,0,0
RARB,0.1224221348320372,0.1242325855245067,0.2353975665368284,0.0,0,0,0,0,0,0
PPARD,0.0607830536641484,0.173592196825374,0.0231849346164752,0.0,0,0,0,0,0,0
NRP2,0.0306049441080988,0.0016428287105995,0.1429221788158933,0.0,0,0,0,0,0,0
FLT1,0.0304243779039334,0.0,0.0480337804217433,0.0,1,0,0,0,0,0
KITLG,0.0607725903874288,0.0945961728899009,0.1663544477367357,0.0,1,0,0,0,0,0
KIT,0.0,0.331167730533658,0.2596926456518578,0.0,1,0,0,0,0,0
PRKCA,0.0,0.0116470754575854,0.0689507382693544,0.7348484848484849,1,0,0,0,1,0
PTPRU,0.0593080995062212,0.016871281328475,0.071014691697247,0.0,0,0,0,0,0,0
NCOR1,0.1206243119395778,0.0097029068144568,0.0474847530100704,0.0,0,0,0,0,0,0
TNS4,0.0306064987740889,0.4842535224340054,0.0603717029098608,0.0,0,0,0,0,0,0
MET,0.0610365025640261,0.1179042999975862,0.0654537166526643,0.0,1,0,0,0,0,0
LRIG1,0.0,0.2435031303986693,0.2579035501456393,0.0,0,0,0,0,0,0
PAN2,0.0601060374816895,0.015198206024888,0.0425736938702567,0.0,0,0,0,0,0,0
PAN3,0.0306539520032207,0.0061215158230468,0.00634224386052,0.0,0,0,0,0,0,0
POMT2,0.0,0.0,0.089296027229521,0.0,0,0,0,0,0,0
POMT1,0.0,0.0101048866352237,0.0103213151801927,0.0,0,0,0,0,0,0
C1GALT1C1,0.0307617183649797,0.2111926857406998,0.0319419255632072,0.0,0,0,0,0,0,0
C1GALT1,0.0,0.0408771157111802,0.0658738836290416,0.0,0,0,0,0,0,0
PMPCA,0.0,0.0169107487957677,0.0008171412796702,0.0,0,0,0,0,0,0
PMPCB,0.0303968719423498,0.0471864691604707,0.0181629555287362,0.0,0,0,0,0,0,0
ATF6,0.0,0.01037197408537,0.0063299291471193,0.0,0,0,0,0,0,0
HSPA5,0.0,0.0256797409515983,0.0541111287265385,0.0,0,0,0,0,0,0
EIF2AK3,0.0306709628283031,0.0240738790216119,0.0366359718476128,0.0,0,0,0,0,0,0
ERN1,0.0302163464932942,0.053851634167878,0.0537532681616981,0.7348484848484849,0,0,0,0,0,0
PIK3R4,0.0609871365512949,0.0054117552071006,0.032965833249124,0.0,0,0,0,0,0,0
PIK3C3,0.0,0.0015418673510937,0.0138501598924115,0.0,0,0,0,0,0,0
TKFC,0.0,0.0184669177532338,0.0,0.0,0,0,0,0,0,0
IFIH1,0.0919155497630902,0.027581421762436,0.0284732266556903,0.0,0,0,0,0,0,0
CFL1,0.0,0.04385565973544,0.0585203058761311,0.0,0,0,0,0,0,0
LIMK1,0.0,0.0620056450703415,0.0758377563472533,0.0,0,0,0,0,0,0
PGLYRP4,0.0,0.3215300349675823,0.2601004221083698,0.0,0,0,0,0,0,0
PGLYRP3,0.0,0.2261883403601884,0.2433077056087594,0.0,0,0,0,0,0,0
PPARG,0.1201614936715267,0.0549118263610461,0.1081978036615102,0.7196969696969696,0,0,0,0,0,0
SLC3A1,0.0,0.3092823326474785,0.0256566297584167,0.0,0,0,0,0,0,0
DACT1,0.0611979319973202,0.1401333655582154,0.2244659116019537,0.0,0,0,0,0,0,0
AXIN1,0.0305799645702127,0.0360900261862196,0.0099011181069007,0.0,0,0,0,0,0,0
GSK3B,0.0,0.003585133861827,0.039682801070779,0.0,0,1,1,0,0,0
PFKP,0.0,0.0415717235871088,0.0473862167228866,0.0,0,0,0,0,0,0
PFKL,0.0,0.0069178656631075,0.0306875337194992,0.0,0,0,0,0,0,0
PFKM,0.0,0.0246351630939039,0.0489981394501286,0.0,0,0,0,0,0,0
GCKR,0.0,0.3652657251371491,0.0165126380772425,0.0,0,0,0,0,0,0
GCK,0.0,0.2124693976563166,0.2287095919062412,0.0,0,0,0,0,0,0
ANK1,0.0306674881172563,0.2100017748974675,0.1155621228995606,0.5303030303030303,0,0,0,0,0,0
NRCAM,0.0290193348908521,0.0765310608627767,0.0655415179738478,0.0,0,0,0,0,0,0
CNTN2,0.0,0.0,0.4246101419006162,0.2727272727272727,0,0,0,0,0,0
CHL1,0.0,0.0736697331302774,0.2759871926410207,0.0,0,0,0,0,0,0
NFASC,0.0304279270501775,0.0869815816829609,0.2410374429614975,0.2727272727272727,0,0,0,0,0,0
DCX,0.0,0.4407444675189919,0.0,0.0,0,0,0,0,0,0
SDCBP,0.0304348615157801,0.0058905413544076,0.0751742407491678,0.0,0,0,0,0,0,0
PLXNB1,0.0899084151103489,0.142208023765244,0.0720867797132734,0.0,0,0,0,0,0,0
ERBB2,0.1457638167695028,0.244776490623547,0.0584731433211739,0.6250000000000001,1,1,0,0,0,0
TLN1,0.0296117538847173,0.005899743785232,0.1185784384570808,0.0,0,0,0,0,0,0
PIP5K1C,0.0611535488264764,0.0059223174637723,0.0764615113818976,0.0,0,0,0,0,0,0
PLXND1,0.0,0.0886771216908302,0.0411135553156198,0.0,0,0,0,0,0,0
SEMA3E,0.0305699131886492,0.0,0.2953249508538798,0.0,0,0,0,0,0,0
SEMA4A,0.0287369503676924,0.0668193866633032,0.0276249226358034,0.0,0,0,0,0,0,0
PTPRC,0.0302306506425473,0.0752285409552652,0.1395023835536463,0.2727272727272727,0,0,0,0,0,0
SEMA4D,0.0,0.0,0.0609433855699075,0.6742424242424242,0,0,0,0,0,0
CD72,0.0,0.0,0.0278263395716873,0.0,0,0,0,0,0,0
PLXNC1,0.0,0.0695418962113951,0.0192527710349544,0.0,0,0,0,0,0,0
SEMA7A,0.0,0.0355595039490326,0.0443931728601488,0.0,0,0,0,0,0,0
FYN,0.0300377612727361,0.0008971561813578,0.1803340291856562,0.8219696969696969,0,0,0,0,0,0
ROBO2,0.0569793972715305,0.1818770858558634,0.152619201029864,0.0,0,0,0,0,0,0
SAV1,0.0,0.0111658356035789,0.0404868868373733,0.0,0,0,0,0,0,0
STK3,0.030533891037776,0.0041610652296704,0.014054157403872,0.0,1,0,0,0,0,0
STK4,0.0,0.003034921514166,0.0054341202071101,0.0,1,0,0,0,0,0
TJP2,0.0,0.1502552001124474,0.0611411081626915,0.0,0,0,0,0,0,0
WWTR1,0.0303229850056038,0.0077614160123884,0.1545111887969321,0.0,0,0,0,0,0,0
ADD2,0.0301331758279319,0.1506416891755016,0.0734906701171306,0.0,0,0,0,0,0,0
ADD1,0.0867348825291588,0.0122532866172287,0.0673467156706362,0.0,0,0,0,0,0,0
ADD3,0.0307272129218998,0.1133108260080825,0.0724962403631192,0.0,0,0,0,0,0,0
AZGP1,0.0,0.5603558279756778,0.163976320436919,0.0,0,0,0,0,0,0
PIP,0.0,0.5439866177565102,0.0771326676235426,0.0,0,0,0,0,0,0
LRRC8A,0.0,0.0,0.0607215733510401,0.0,0,0,0,0,0,0
LRRC8B,0.0579392980420159,0.0,0.0515810716342082,0.0,0,0,0,0,0,0
LRRC8E,0.0,0.2287457610625951,0.0576710862639996,0.0,0,0,0,0,0,0
LRRC8D,0.0,0.0340950529003583,0.046812977463248,0.0,0,0,0,0,0,0
LRRC8C,0.0603047222501459,0.0,0.0811697870947839,0.0,0,0,0,0,0,0
CDC25C,0.0,0.0008131697033644,0.3279728032108965,0.0,0,0,1,0,0,0
SRPRB,0.061459915779697,0.0848117858363139,0.0788939675350742,0.0,0,0,0,0,0,0
SRPRA,0.0,0.0119332677341098,0.0,0.0,0,0,0,0,0,0
MLXIPL,0.0305606002615122,0.0335570015525931,0.0613597483204673,0.0,0,0,0,0,0,0
MLX,0.0301032631749171,0.0067866568937689,0.0398493038177895,0.0,0,0,0,0,0,0
SLC16A3,0.0,0.2642297995038922,0.1135589328932108,0.7348484848484849,0,0,0,0,0,0
SLC16A1,0.060598860923877,0.0846923242482934,0.0207719517955049,0.0,0,0,0,0,0,0
PAK1,0.0306571084837815,0.0191788576809562,0.0206821499933219,0.0,1,1,0,0,0,0
NF2,0.1196013556797289,0.0049463127004011,0.001378227353544,0.3295454545454545,0,0,0,0,0,0
FLNA,0.0891526503892059,0.199341548619955,0.2170412705352561,0.0,1,0,0,0,0,0
PKN1,0.0,0.0236531968153876,0.0484154555192015,0.0,0,0,0,0,0,0
CIT,0.1196725323016401,0.0184338465799463,0.1808185530155292,0.0,0,0,0,0,0,0
CDKN1B,0.06134667003231,0.0085273744076666,0.004661406463599,0.2575757575757575,0,1,1,0,0,0
CFTR,0.0606450932881397,0.4688275405030216,0.1395490523577761,0.0,0,0,0,0,0,0
GOPC,0.0,0.0087974299945475,0.0190616778433982,0.8219696969696969,0,0,0,0,0,0
NAE1,0.0305337643160717,0.0174809835418733,0.0388783297533779,0.0,0,0,0,0,0,0
UBA3,0.0,0.0161070778153675,0.0008030715686622,0.0,0,0,0,0,0,0
UBE2F,0.0,0.0137478168911717,0.0254983490400949,0.7840909090909091,0,0,0,0,0,0
CUL4B,0.0610657267669644,0.2999798814947644,0.0446824254315063,0.0,0,0,0,0,0,0
CUL4A,0.0302021675333387,0.003807131678755,0.0071551666108306,0.0,0,0,0,0,0,0
RBX1,0.0,0.0032817848036891,0.0213779472961162,0.0,0,0,1,0,0,0
CUL9,0.0606037541466349,0.0493220155802782,0.0099506274636692,0.0,0,0,0,0,0,0
LEPR,0.0305342451053105,0.0017548093390396,0.2436154966683079,0.0,0,0,0,0,0,0
TIMM13,0.0,0.0657554024500048,0.0945693098090049,0.0,0,0,0,0,0,0
TIMM8B,0.0307068070992495,0.0,0.0374684349516964,0.6136363636363635,0,0,0,0,0,0
TIMM8A,0.0,0.1686327915392063,0.0772774093755605,0.0,0,0,0,0,0,0
TIMM10,0.0,0.0061896356145734,0.0652670984484532,0.0,0,0,0,0,0,0
TIMM9,0.0,0.0312340516995671,0.0186601429506417,0.0,0,0,0,0,0,0
RNGTT,0.0306399177149837,0.011270714016821,0.0323175873148938,0.8219696969696969,0,0,0,0,0,0
RNMT,0.0305764005670916,0.0075423750036838,0.0104130350248125,0.0,0,0,0,0,0,0
SRRM1,0.0,0.0063606627045238,0.0030757839890472,0.0,0,0,0,0,0,0
SRRM2,0.0304273462186498,0.0058866006649801,0.0253803968274785,0.0,0,0,0,0,0,0
EPRS,0.0917909803873756,0.0046939925001601,0.0408785291340957,0.2727272727272727,0,0,0,0,0,0
DUS2,0.0,0.0074663455276609,0.057174555598223,0.0,0,0,0,0,0,0
WDR4,0.0306842151108996,0.0086668074822604,0.0843990493406787,0.0,0,0,0,0,0,0
METTL1,0.0,0.008666614500572,0.0749390607574413,0.0,0,0,0,0,0,0
QTRT1,0.0,0.020184135874706,0.0549846709140199,0.0,0,0,0,0,0,0
QTRT2,0.0,0.0029751517102404,0.0,0.0,0,0,0,0,0,0
TRMT6,0.0,0.0112125953124436,0.0435457456094214,0.0,0,0,0,0,0,0
TRMT61A,0.0,0.0082224212998553,0.004876185974938,0.0,0,0,0,0,0,0
PIGX,0.0,0.0072443305191357,0.0052502255702888,0.8257575757575757,0,0,0,0,0,0
PIGM,0.0,0.0121536502107556,0.0286950308114979,0.0,0,0,0,0,0,0
PIGF,0.0,0.0098198360987902,0.0387868262133083,0.0,0,0,0,0,0,0
PIGO,0.030720510076621,0.0710854462557965,0.0382560432374042,0.0,0,0,0,0,0,0
PIGG,0.030588608018024,0.0359218978742832,0.0300439816186889,0.0,0,0,0,0,0,0
EIF4A2,0.0610153903988801,0.0165692453533072,0.062453806678741,0.8257575757575757,0,0,0,0,0,0
EIF4A1,0.0,0.0125789319274908,0.0009866275791543,0.0,0,0,0,0,0,0
PSEN1,0.0880650447562787,0.0350441869552754,0.0168829005255472,0.0,0,0,0,0,0,0
NCSTN,0.0307553827688036,0.0220793431699512,0.0545556436057188,0.0,0,0,0,0,0,0
PPP1CC,0.0,0.0140528386499581,0.038598497985761,0.0,0,0,0,0,0,0
PPP1R15A,0.0,0.0217915704272596,0.1468914220040756,0.0,0,0,0,0,0,0
MMADHC,0.0,0.0517667744876289,0.0205580554132103,0.0,0,0,0,0,0,0
MMACHC,0.0,0.0102896331645687,0.0712713047301624,0.0,0,0,0,0,0,0
GP1BB,0.0,0.1469903697649055,0.0110738523795976,0.0,0,0,0,0,0,0
GP1BA,0.0,0.0764749067819758,0.1188863031783451,0.0,0,0,0,0,0,0
HLA-DOA,0.0,0.1676415050375445,0.0674441431603001,0.0,0,0,0,0,0,0
HLA-DOB,0.0,0.1867772528250476,0.0268725390970478,0.0,0,0,0,0,0,0
NFKBIE,0.0307648302139646,0.0974834345125009,0.0674853646803771,0.0,0,0,0,0,0,0
REL,0.0307141817672926,0.0011486775937055,0.0215811099381615,0.0,0,0,0,0,0,0
TLE1,0.0,0.0627689635664951,0.0329839220117811,0.0,0,0,0,0,0,0
STXBP3,0.1229564870058173,0.0251828180010851,0.038289149597349,0.0,0,0,0,0,0,0
ATP6V0D2,0.0,0.219280846338238,0.0741896353342311,0.0,0,0,0,0,0,0
ATP6V0D1,0.0,0.0100681877279102,0.0171410410234722,0.409090909090909,0,0,0,0,0,0
ORC2,0.0,0.0575101630585542,0.0223003995607182,0.0,0,0,1,0,0,0
MCM8,0.0300556641009395,0.0111762943921055,0.0729901352463091,0.0,0,0,0,0,0,0
CD8B,0.0,0.0037586126937313,0.1170799085973747,0.0,0,0,0,0,0,0
CD8A,0.0,0.0529664069411932,0.1514837073762885,0.0,0,0,0,0,0,0
CD3E,0.0306626299865754,0.0012418764157044,0.1623260574301158,0.6136363636363635,0,0,0,0,0,0
CD3G,0.0,0.0167774886078042,0.1398013210806324,0.6136363636363635,0,0,0,0,0,0
CD3D,0.0,0.1682734634107273,0.1101226873805134,0.6136363636363635,0,0,0,0,0,0
SEC31A,0.0576313237891718,0.0221223689573747,0.0244459534836295,0.0,0,0,0,0,0,0
SEC13,0.0,0.07583351383339,0.059454864840133,0.0,0,0,0,0,0,0
KLRD1,0.0,0.0,0.0675984101826033,0.0,0,0,0,0,0,0
KLRC2,0.0,0.0,0.0174086534494188,0.0,0,0,0,0,0,0
STXBP1,0.0304546221881982,0.0,0.1403334244001391,0.0,0,0,0,0,0,0
BMI1,0.0307417974301571,0.0067614611061912,0.0436409478017784,0.2803030303030303,0,0,0,0,0,0
CBX4,0.0307243238032236,0.0121146412508976,0.0542942384113342,0.7348484848484849,0,0,0,0,0,0
HSP90AA1,0.0,0.0051488687581077,0.0116924180028084,0.0,0,0,0,0,0,0
FKBP6,0.0301843453341339,0.0289233885070088,0.0691661812639312,0.0,0,0,0,0,0,0
TTC21B,0.0307456122896299,0.0110629620069362,0.0620847885211394,0.0,0,0,0,0,0,0
WDR35,0.0289712328772946,0.0146025839833683,0.0719106403471471,0.0,0,0,0,0,0,0
PTK2,0.0,0.0346845762791187,0.0359941656931259,0.0,0,0,0,0,1,0
MAFB,0.0307458306399342,0.0355177425017238,0.0025386614184223,0.0,0,0,0,0,0,0
VAMP2,0.0,0.0536667300512746,0.1074898244777246,0.0,0,0,0,0,0,0
DDB1,0.0614794561670003,0.0210996108440919,0.0175148096426293,0.0,0,0,0,0,0,0
IL17A,0.0,0.5672781353278866,0.0,0.0,0,0,0,0,0,0
IL17F,0.0,0.355311007651952,0.0,0.0,0,0,0,0,0,0
KHSRP,0.0,0.0204453124835545,0.0199567483796625,0.0,0,0,0,0,0,0
PBX1,0.0,0.0147713370332125,0.1495124597676436,0.0,0,0,0,0,0,0
PKNOX1,0.0,0.0171051730547109,0.0221100806317327,0.0,0,0,0,0,0,0
DLG3,0.0589874460665873,0.145571888786259,0.0188752970000862,0.0,0,0,0,0,0,0
DLG4,0.0297443128050105,0.0148132110706711,0.108304903905574,0.0,0,0,0,0,0,0
CD1A,0.0,0.4167801076847829,0.0714995861652533,0.0,0,0,0,0,0,0
CD1B,0.0,0.813737388178198,0.0736077521695091,0.0,0,0,0,0,0,0
CD1D,0.0307696619136397,0.1433086194082659,0.0863651094488649,0.0,0,0,0,0,0,0
