gene,MF: UCEC,METH: UCEC,GE: UCEC,CNA: UCEC,hsa04010,hsa04012,hsa04060,hsa04110,hsa04115,hsa04151,hsa04310,hsa04520
ACTN3,0.0227437939495076,0.0329288024329853,0.0,0.0,0,0,0,0,0,0,0,0
COPS2,0.0037114788114043,0.0001352275189354,0.0548974591915712,0.0,0,0,0,0,0,0,0,0
YBX3,0.0115505606725299,0.0422970424426962,0.0304395698250926,0.0,0,0,0,0,0,0,0,0
TYRO3,0.0,0.0251681731262869,0.1389307071810123,0.546875,0,0,0,0,0,0,0,0
CUEDC2,0.0077511574557691,0.0216892262791026,0.0213640123310475,0.0,0,0,0,0,0,0,0,0
RORA,0.0074553152707833,0.0640003975672881,0.1909537269827391,0.0,0,0,0,0,0,0,0,0
PSMC5,0.0076224658743969,0.0077850692115026,0.013139463406789,0.0,0,0,0,0,0,0,0,0
IRF9,0.0116026989743983,0.0374478542373963,0.0465699991222276,0.0,0,0,0,0,0,0,0,0
PPP3CA,0.0148007164756917,0.0038880735176171,0.0512987351440861,0.0,1,0,0,0,0,0,1,0
MRPL1,0.0,0.0459995903805622,0.0109313461382433,0.0,0,0,0,0,0,0,0,0
RPS3,0.0190594885940787,0.0146618778952822,0.0567630853533347,0.0,0,0,0,0,0,0,0,0
SNRNP200,0.0228404892216094,0.0483137393151485,0.0100778884516806,0.0,0,0,0,0,0,0,0,0
ELAVL1,0.0305847459721065,0.0002548929352635,0.0333369624360824,0.0,0,0,0,0,0,0,0,0
IRF1,0.0075967886359109,0.0003774296337296,0.013349582789258,0.0,0,0,0,0,0,0,0,0
DDX58,0.0114157748338037,0.002454842980638,0.0328098499787981,0.0,0,0,0,0,0,0,0,0
LMO7,0.0281658839103612,0.0,0.0969873317797985,0.0,0,0,0,0,0,0,0,1
SMARCD3,0.0038151247629336,0.0089474421031395,0.1107354265336036,0.24609375,0,0,0,0,0,0,0,0
TMEM11,0.0038449313438901,0.001065975932814,0.0048669326119084,0.5,0,0,0,0,0,0,0,0
TRIP6,0.0,0.0332418372858712,0.0588987726919734,0.0,0,0,0,0,0,0,0,0
DNAJA3,0.0075287774948695,0.0086621093223835,0.0129749143231014,0.0,0,0,0,0,0,0,0,0
ELANE,0.0115926637000505,0.0919031105139663,0.0,0.0,0,0,0,0,0,0,0,0
ALAS2,0.0038378680030987,0.2606424535763472,0.0671628546161252,0.0,0,0,0,0,0,0,0,0
APCS,0.0116268274174061,0.6618562428199949,0.0,0.0,0,0,0,0,0,0,0,0
MBL2,0.0,0.3695758876749861,0.0,0.1953125,0,0,0,0,0,0,0,0
LIMA1,0.0109280907226095,0.0075929053065649,0.0478614791753377,0.0,0,0,0,0,0,0,0,0
RANBP2,0.0376073829346731,0.0060223068681859,0.0054482903538734,0.0,0,0,0,0,0,0,0,0
PC,0.0037553177350068,0.0063559347052617,0.0968766308996538,0.0,0,0,0,0,0,0,0,0
PTBP1,0.0153248671741235,0.0048793527757964,0.0313871949065023,0.0,0,0,0,0,0,0,0,0
ADAP1,0.0075124631758451,0.0821173622058711,0.1243255029701295,0.28125,0,0,0,0,0,0,0,0
RPL3,0.0,0.0052079575268863,0.0547359097545632,0.0,0,0,0,0,0,0,0,0
MMP12,0.0038586124483785,0.4652517914914151,0.0,0.0,0,0,0,0,0,0,0,0
EMD,0.0,0.0308171031582911,0.040609437160205,0.0,0,0,0,0,0,0,0,0
STK16,0.0,0.0002060750192395,0.0129979222920393,0.0,0,0,0,0,0,0,0,0
CALM1,0.0113298930231438,0.0148032683134384,0.0334299492536335,0.0,0,0,0,0,0,0,0,0
ISG20,0.0077596317025979,0.0,0.1336282363910348,0.0,0,0,0,0,0,0,0,0
GCC1,0.0231647535389686,0.0518996939624117,0.0088750748117064,0.24609375,0,0,0,0,0,0,0,0
ATF4,0.0038427104050493,0.0104773075744738,0.0060984558546888,0.0,1,0,0,0,0,1,0,0
NLRP2,0.0038604648213193,0.0072502967771795,0.2213165292893481,0.0,0,0,0,0,0,0,0,0
XAF1,0.0038450210787984,0.3945952552379955,0.0408526267066691,0.0,0,0,0,0,0,0,0,0
PLOD1,0.0,0.031084982462447,0.0668555831780664,0.0,0,0,0,0,0,0,0,0
CEBPD,0.0038675799673914,0.0007376116558739,0.0894496757634714,0.0,0,0,0,0,0,0,0,0
WBP11,0.0153746494567701,0.0063965316220891,0.0062235473367096,0.0,0,0,0,0,0,0,0,0
CD274,0.0,0.0655216750203347,0.0582953190566046,0.0,0,0,0,0,0,0,0,0
PDCD1,0.0,0.1775957445957327,0.0867614696786566,0.203125,0,0,0,0,0,0,0,0
MAPKAPK5,0.00759654100036,0.005700146752422,0.0575740667031134,0.0,1,0,0,0,0,0,0,0
MAPK11,0.0038509824992777,0.0041294844555715,0.1472227689695049,0.546875,1,0,0,0,0,0,0,0
EZH2,0.0148585693587103,0.0278799322200427,0.2966717663519368,0.24609375,0,0,0,0,0,0,0,0
GABARAPL2,0.0,0.0004711616848676,0.094334273664807,0.0,0,0,0,0,0,0,0,0
NEU1,0.0038488620271631,0.0289290259449078,0.1134389736158095,0.0,0,0,0,0,0,0,0,0
SREBF2,0.0189633740925397,0.0084483955300722,0.0123367597856574,0.0,0,0,0,0,0,0,0,0
PLA2G6,0.0111800420273089,0.0,0.0621494564008079,0.0,0,0,0,0,0,0,0,0
GPS2,0.0077376440320787,0.1062506411607147,0.0203715245473457,0.0,0,0,0,0,0,0,0,0
MAP3K7CL,0.0112186483397326,0.0,0.1520021954846274,0.0,0,0,0,0,0,0,0,0
MAPKAPK2,0.0076138910653646,0.0175035982437938,0.0161220395714408,0.0,1,0,0,0,0,0,0,0
TPH1,0.015255329186942,0.1847515051867899,0.1547191026370376,0.0,0,0,0,0,0,0,0,0
KCTD10,0.0114929706929088,0.0119258218606748,0.0884805064002741,0.0,0,0,0,0,0,0,0,0
RHOB,0.0038605576097331,0.0129760009571389,0.1804888170598619,0.1015625,0,0,0,0,0,0,0,0
ADRB1,0.0153949142213435,0.1114292738930366,0.0670182776901218,0.0,0,0,0,0,0,0,0,0
ERMN,0.0188077189832588,0.2395018500141997,0.1027024727408175,0.0,0,0,0,0,0,0,0,0
FUBP3,0.0268867650212771,0.0385655898923508,0.0427884502679496,0.515625,0,0,0,0,0,0,0,0
COPB1,0.0191191703115544,9.18493045180632e-05,0.0008934101634237,0.0,0,0,0,0,0,0,0,0
KIFC3,0.0107196669491032,0.0847138212272276,0.0114798604228569,0.6015625,0,0,0,0,0,0,0,0
PAFAH1B3,0.0,0.0028888655379857,0.1651565850750619,0.0,0,0,0,0,0,0,0,0
LNX1,0.0152656022718734,0.9115645093347848,0.0232828603967267,0.0,0,0,0,0,0,0,0,0
TUFM,0.0077199045585209,0.0080007856028483,0.0425449263443041,0.0,0,0,0,0,0,0,0,0
ELOF1,0.0075250806913745,0.0092731057691164,0.0183162514480993,0.0,0,0,0,0,0,0,0,0
TLR9,0.0153671781864709,0.0733300915344661,0.0989853638451542,0.0,0,0,0,0,0,0,0,0
SIKE1,0.011391199980305,0.0042293455037408,0.0859208953658317,0.0,0,0,0,0,0,0,0,0
GZMB,0.0038317255103465,0.03009069114517,0.0818850522036635,0.0,0,0,0,0,0,0,0,0
LEMD3,0.0153429884112791,0.0004387386611582,0.0290560548316683,0.0,0,0,0,0,0,0,0,0
CCDC50,0.0226301485209649,0.0468199897060792,0.0408004534753836,0.0,0,0,0,0,0,0,0,0
NOL7,0.0038618113346911,0.0659069171923795,9.962048133309648e-05,0.0,0,0,0,0,0,0,0,0
G3BP1,0.0222350570353301,0.0036637526279356,0.0536265643246922,0.0,0,0,0,0,0,0,0,0
CD46,0.0074886576133498,0.0712093149341609,0.0080336208285087,0.0,0,0,0,0,0,0,0,0
HMGA1,0.0,0.0033592706526605,0.2939127833458864,0.0,0,0,0,0,0,0,0,0
SNX9,0.015345401638124,0.0948802853744708,0.0904884307745165,0.0,0,0,0,0,0,0,0,0
PGM1,0.0152118406083914,0.0415104902873306,0.0403761699785074,0.0,0,0,0,0,0,0,0,0
KRTAP10-7,0.0,0.1895163594260653,0.0,0.0,0,0,0,0,0,0,0,0
NSA2,0.0038201371978649,0.0001607632149124,0.0781166620415122,0.0,0,0,0,0,0,0,0,0
GAPDH,0.0076141021541563,0.0079447999731562,0.1469687591425233,0.0,0,0,0,0,0,0,0,0
ATG16L1,0.0295805773123931,0.0172441416472382,0.0005734686627062,0.203125,0,0,0,0,0,0,0,0
BIK,0.0038832983700247,0.0170272952487993,0.2394414327469845,0.0,0,0,0,0,0,0,0,0
BCL2A1,0.0,0.132705307297289,0.1096534494111491,0.0,0,0,0,0,0,0,0,0
S100A7,0.0038826445593396,0.0,0.1701455162360369,0.0,0,0,0,0,0,0,0,0
TBX21,0.0038488685453468,0.0441021471178689,0.0845954269801115,0.0,0,0,0,0,0,0,0,0
INA,0.0038781860571251,0.2088413404399602,0.4060282556794291,0.0,0,0,0,0,0,0,0,0
STAU1,0.0074661030037737,0.0139405165044981,0.0069930139768427,0.0,0,0,0,0,0,0,0,0
SF3B1,0.0266950017502528,0.0099900168755964,0.0030705307944822,0.0,0,0,0,0,0,0,0,0
MAP3K11,0.0,0.0120168751431456,0.0041894991391229,0.0,1,0,0,0,0,0,0,0
PNO1,0.0077248461314202,0.0106935869636295,0.0584120122336961,0.0,0,0,0,0,0,0,0,0
EPC1,0.0075291510019117,0.0030856816307486,0.0784672057502523,0.0,0,0,0,0,0,0,0,0
PADI2,0.0076636848676692,0.0794468115699584,0.1389584487542918,0.0,0,0,0,0,0,0,0,0
FLG,0.0828985129567596,0.0,0.1996153097911232,0.0,0,0,0,0,0,0,0,0
APOB,0.0895326383350046,0.1201528595948122,0.0,0.1015625,0,0,0,0,0,0,0,0
DDIT3,0.0,0.0,0.0011561087535332,0.0,1,0,0,0,0,0,0,0
SRSF1,0.007636927863876,0.0066497081785211,0.0242793104534627,0.0,0,0,0,0,0,0,0,0
CBX8,0.0,0.0552073058287272,0.1027435218264418,0.0,0,0,0,0,0,0,0,0
RPS20,0.0,0.0406604226617949,0.0344640730717007,0.0,0,0,0,0,0,0,0,0
CLN6,0.0,0.0,0.0454051826205155,0.0,0,0,0,0,0,0,0,0
SEC61A1,0.0,0.0301416313638482,0.062809599176128,0.0,0,0,0,0,0,0,0,0
EIF3G,0.0038734363280101,0.0100271271904969,0.0415838624820105,0.0,0,0,0,0,0,0,0,0
MYSM1,0.0151111807000336,0.012780165471527,0.0071396234788824,0.0,0,0,0,0,0,0,0,0
HSP90B1,0.0230436096409212,0.0,0.0597934136998248,0.0,0,0,0,0,0,1,0,0
VPS37C,0.011542898453608,0.0041222252149203,0.0115035565035801,0.0,0,0,0,0,0,0,0,0
CCR2,0.0075446659602451,0.0959670194493637,0.1211058350461596,0.0,0,0,1,0,0,0,0,0
TCP1,0.0151477819265493,0.0100876392776899,0.0141529720319313,0.0,0,0,0,0,0,0,0,0
KSR2,0.0173473969970558,0.0304712270093841,0.091698646148761,0.0,0,0,0,0,0,0,0,0
TRIM23,0.02661198446405,0.0037020084862888,0.1397513953481467,0.0,0,0,0,0,0,0,0,0
SORBS3,0.0,0.016795950391258,0.1531655978513505,0.45703125,0,0,0,0,0,0,0,0
SLC23A1,0.0114348510229673,0.344382038175317,0.1173763723025227,0.0,0,0,0,0,0,0,0,0
GYS1,0.0076435062411569,0.0065980975896496,0.0545300791649502,0.0,0,0,0,0,0,1,0,0
SAP18,0.0,0.006223897951758,0.0212574451061628,0.3828125,0,0,0,0,0,0,0,0
SRSF10,0.0,0.073823621885926,0.0120681239109996,0.0,0,0,0,0,0,0,0,0
MVP,0.0114917168460024,0.0230339599831856,0.0112223962225907,0.0,0,0,0,0,0,0,0,0
ZNF326,0.0297466545796485,0.0049646159524076,0.0178727304899202,0.0,0,0,0,0,0,0,0,0
IRF2,0.019283582322029,0.0212743949784266,0.0519860983966869,0.0,0,0,0,0,0,0,0,0
RPL13A,0.003853110347474,0.0117779041819475,0.0658848915603534,0.0,0,0,0,0,0,0,0,0
HNRNPUL2,0.0076728236198253,0.00257917900585,0.0315718442747987,0.0,0,0,0,0,0,0,0,0
NSFL1C,0.0038121067718367,0.0181370852168036,0.0242572786990411,0.0,0,0,0,0,0,0,0,0
UBC,0.007526131784282,0.0776223023901324,0.0304125475665219,0.2578125,0,0,0,0,0,0,0,0
CEP44,0.0073577591092905,0.0060180237435143,0.046789032449712,0.0,0,0,0,0,0,0,0,0
POLR2B,0.0336054684801625,0.0014559789986094,0.0089796209452171,0.0,0,0,0,0,0,0,0,0
ANXA5,0.0076806734936066,0.0071330624348255,0.1094976126513149,0.0,0,0,0,0,0,0,0,0
PGLYRP1,0.003883972313747,0.4331806105699697,0.0,0.0,0,0,0,0,0,0,0,0
DCAF16,0.0115139535244375,0.0018377179243606,0.0644479128562214,0.0,0,0,0,0,0,0,0,0
UBE4B,0.0113903427011377,0.0965373141498344,0.0175331102650232,0.0,0,0,0,0,0,0,0,0
CD9,0.0151601129205151,0.1271847726412898,0.0435692836806421,0.0,0,0,0,0,0,0,0,0
PTAFR,0.0076010351078482,0.0879384313870284,0.0978263360315042,0.0,0,0,0,0,0,0,0,0
AQP1,0.0,0.36660257765411,0.3510482516072966,0.0,0,0,0,0,0,0,0,0
ZBTB16,0.01532035699509,0.1902627062301276,0.6078560658911255,0.0,0,0,0,0,0,0,0,0
MICALL2,0.0038285880165322,0.0018790019938832,0.0595225261681833,0.28125,0,0,0,0,0,0,0,0
ACTN2,0.0074858445864259,0.3520361477156482,0.254295879503843,0.88671875,0,0,0,0,0,0,0,0
LTA,0.0038389898460102,0.0509413927952104,0.0205129451390068,0.0,0,0,1,0,0,0,0,0
MRTO4,0.0076917642039765,0.0323926411215716,0.0271704081845579,0.0,0,0,0,0,0,0,0,0
BHLHE40,0.0,0.0060789348690778,0.0021202275429307,0.0,0,0,0,0,0,0,0,0
NOXA1,0.0,0.4015178721761689,0.0553467705972466,0.0,0,0,0,0,0,0,0,0
KCNJ4,0.0115896097223085,0.0523701701369671,0.0430658839032516,0.0,0,0,0,0,0,0,0,0
PLA2G4A,0.011585666467348,0.0032033570836285,0.0749008652164605,0.0,1,0,0,0,0,0,0,0
EIF2AK2,0.0149864999559774,0.0086782344280283,0.0573613033693148,0.0,0,0,0,0,0,0,0,0
AANAT,0.0,0.063334391796089,0.0511327608670425,0.0,0,0,0,0,0,0,0,0
COPG1,0.0116079789640864,0.0097324893432687,0.0698941833820314,0.0,0,0,0,0,0,0,0,0
GADD45G,0.0,0.0182734756368109,0.2702608501137795,0.5039062500000001,1,0,0,1,1,0,0,0
FCN2,0.0038808313221898,0.2838500631756975,0.0,0.515625,0,0,0,0,0,0,0,0
PTX3,0.0038630451161209,0.0397773939237579,0.1554519203444021,0.0,0,0,0,0,0,0,0,0
WDR33,0.0186383833476321,0.006238081157213,0.0134579311142177,0.0,0,0,0,0,0,0,0,0
SMCHD1,0.0302441305310565,0.0077344913279072,0.036148299764792,0.0,0,0,0,0,0,0,0,0
CCNG2,0.0,0.0271084634520758,0.0306816573565515,0.0,0,0,0,0,1,0,0,0
RPL38,0.0,0.0330495256839101,0.0496690407247295,0.0,0,0,0,0,0,0,0,0
ACYP2,0.0,0.0074110600299996,0.0430426207626148,0.0,0,0,0,0,0,0,0,0
HPX,0.0038403753308482,0.1313713581456719,0.03244417886229,0.0,0,0,0,0,0,0,0,0
SLC25A5,0.0116015920153828,0.065472514786659,0.0759981031394292,0.0,0,0,0,0,0,0,0,0
SRSF8,0.0076607407153293,0.0819046398529317,0.0,0.0,0,0,0,0,0,0,0,0
NOX1,0.0267295247791566,0.1428645892501648,0.1623503433558606,0.0,0,0,0,0,0,0,0,0
RARRES2,0.0,0.5160611213146996,0.251453330159933,0.24609375,0,0,0,0,0,0,0,0
DMAP1,0.0076615112979984,0.0029577751480486,0.0174044981213556,0.0,0,0,0,0,0,0,0,0
DYNC1LI1,0.0,0.0050846601571981,0.0063556341213499,0.0,0,0,0,0,0,0,0,0
MS4A2,0.0,0.6203092166956456,0.6080065624880864,0.0,0,0,0,0,0,0,0,0
GZMA,0.0154960527892648,0.4001823604904327,0.0710792969088048,0.0,0,0,0,0,0,0,0,0
HSPB7,0.0,0.1890650767382596,0.6440082513679819,0.0,0,0,0,0,0,0,0,0
MAPK13,0.0037269748798037,0.1726753316696446,0.2116289029115781,0.0,1,0,0,0,0,0,0,0
MCM10,0.0114280782194482,0.009073283547018,0.4902321403916813,0.0,0,0,0,0,0,0,0,0
BLMH,0.0038659493522542,0.0171982920547397,0.031664556205766,0.0,0,0,0,0,0,0,0,0
NUDT12,0.0,0.0861771918678458,0.0397708054707397,0.0,0,0,0,0,0,0,0,0
ZC3HC1,0.0114468630232682,0.0277819805416222,0.0004365596455957,0.24609375,0,0,0,0,0,0,0,0
ARL2,0.0038670476543314,0.1046583928320686,0.0912897367091343,0.0,0,0,0,0,0,0,0,0
HNRNPDL,0.0038632476422203,0.0164645983944044,0.0263815974656906,0.0,0,0,0,0,0,0,0,0
CEBPE,0.0077278626866274,0.0857446557728723,0.0922424196329236,0.0,0,0,0,0,0,0,0,0
RPS24,0.0114059186124575,0.0,0.0496672556307259,0.0,0,0,0,0,0,0,0,0
CSNK1E,0.0225639775688299,0.0086613247085376,0.0142449962428346,0.0,0,0,0,0,0,0,1,0
KRT14,0.0115911785948061,0.2502718896824661,0.2471556487459003,0.0,0,0,0,0,0,0,0,0
USF1,0.0076773331992982,0.0043394576064837,0.032338170590357,0.0,0,0,0,0,0,0,0,0
RPL22,0.0730014853476376,0.2196700956242996,0.0709601752531579,0.0,0,0,0,0,0,0,0,0
NLGN1,0.0262780941183461,0.2219078149484031,0.2900948974909546,0.0,0,0,0,0,0,0,0,0
AZI2,0.0267588051225066,0.0072470162912035,0.0224972709422223,0.0,0,0,0,0,0,0,0,0
QARS,0.0,0.0075038223275742,0.0364601293518788,0.0,0,0,0,0,0,0,0,0
A2M,0.019195733017007,0.4088575634976305,0.2281078521622079,0.0,0,0,0,0,0,0,0,0
RGS14,0.0038565326963814,0.1050001956986438,0.0635733576402304,0.22265625,0,0,0,0,0,0,0,0
KRT40,0.0038530390843926,0.1193994881892339,0.1202534699245671,0.0,0,0,0,0,0,0,0,0
CD33,0.0038153670938966,0.4792979876721583,0.0176610299856246,0.0,0,0,0,0,0,0,0,0
HNRNPA2B1,0.0113739248907088,0.0029668353274902,0.0334401233909457,0.0,0,0,0,0,0,0,0,0
RPS15A,0.003860405515994,0.133126188562716,0.0800765380432131,0.0,0,0,0,0,0,0,0,0
ERCC2,0.0113534381045658,0.0077328223024257,0.0155426287666446,0.0,0,0,0,0,0,0,0,0
SART3,0.0189148751666468,0.0031228617668534,0.0144442247097468,0.0,0,0,0,0,0,0,0,0
CCNB3,0.0222579768434395,0.0,0.0989985214295763,0.0,0,0,0,1,0,0,0,0
PLEKHG2,0.0373268312718583,0.0071056298796338,0.0504664914571641,0.0,0,0,0,0,0,0,0,0
LAPTM5,0.0,0.0355522165633939,0.0465045294124143,0.0,0,0,0,0,0,0,0,0
ABLIM1,0.0035501240025367,0.003155268809169,0.0722223618510762,0.0,0,0,0,0,0,0,0,0
RCAN1,0.0037304112314023,0.0040569510424749,0.052128998103226,0.0,0,0,0,0,0,0,0,0
STMN1,0.0077554299216746,0.2107088031884452,0.1206033233189211,0.0,1,0,0,0,0,0,0,0
RBM47,0.0225256213520591,0.4486830483024303,0.2054107378540692,0.0,0,0,0,0,0,0,0,0
REST,0.0107298397712446,0.0,0.0053761495379996,0.0,0,0,0,0,0,0,0,0
AGTR2,0.0038532116911805,0.0,0.481678882032062,0.0,0,0,0,0,0,0,0,0
AIFM1,0.0227014583204468,0.0844182096015341,0.1256049452009045,0.0,0,0,0,0,0,0,0,0
MTF2,0.0222014008699845,0.0040177906106102,0.0299487493662417,0.0,0,0,0,0,0,0,0,0
MASP2,0.0038497647668269,0.0228087848089552,0.1486243066764251,0.0,0,0,0,0,0,0,0,0
FCN1,0.0077540213875745,0.6235932400119725,0.0807932232063191,0.515625,0,0,0,0,0,0,0,0
PLRG1,0.0114741941297412,0.0019857156117282,0.0123090721941579,0.0,0,0,0,0,0,0,0,0
BECN1,0.0076002219318596,0.0077956985253047,0.0009032890213224,0.4453125000000001,0,0,0,0,0,0,0,0
HERC6,0.0113502108323015,0.0112456724238317,0.0094752559518226,0.0,0,0,0,0,0,0,0,0
HERC3,0.02247334989884,0.0049421986281979,0.0859084502645329,0.0,0,0,0,0,0,0,0,0
COPS6,0.0077153154028081,0.0035491769568832,0.0091638363801832,0.0,0,0,0,0,0,0,0,0
RPS8,0.0,0.0084661288355722,0.0770354972080088,0.0,0,0,0,0,0,0,0,0
BCL11B,0.0590440507433238,0.159681569228288,0.0377465591936447,0.0,0,0,0,0,0,0,0,0
SON,0.0142704496146027,0.0013500842516837,0.0456887703400147,0.0,0,0,0,0,0,0,0,0
SNCB,0.0,0.0395706781158804,0.0117359673479334,0.0,0,0,0,0,0,0,0,0
AHCY,0.015300119716602,0.1434315788100502,0.0779978979862746,0.0,0,0,0,0,0,0,0,0
APPBP2,0.015314058439055,0.0138152401937028,0.0472981767983912,0.0,0,0,0,0,0,0,0,0
KDM2B,0.0219347513931024,0.1365124731460869,0.0086992199667619,0.2578125,0,0,0,0,0,0,0,0
TMSB4X,0.0038604169192435,0.2382457876628095,0.0172322056955945,0.0,0,0,0,0,0,0,0,0
CEP57,0.0113924300023114,0.0005961092347278,0.0449084697394041,0.0,0,0,0,0,0,0,0,0
MYLPF,0.0,0.0387585985911904,0.0305627090328157,0.0,0,0,0,0,0,0,0,0
IFI16,0.0256583086535626,0.0815653732775159,0.0963944916151123,0.0,0,0,0,0,0,0,0,0
TPM4,0.0223531691767742,0.1601243419510897,0.0679328039875722,0.38671875,0,0,0,0,0,0,0,0
GK,0.0303159790621889,0.2166184356629034,0.0508868507025294,0.0,0,0,0,0,0,0,0,0
NR4A1,0.0035948415982348,0.1533658374478207,0.215155907471076,0.0,1,0,0,0,0,1,0,0
ARHGEF28,0.0314973689186217,0.008742825184501,0.0608568998681405,0.0,0,0,0,0,0,0,0,0
ZNF433,0.0115382492107845,0.0157534878430069,0.0404344375479902,0.0,0,0,0,0,0,0,0,0
ALOX5,0.0,0.0231087208018776,0.0488242868981983,0.1953125,0,0,0,0,0,0,0,0
MFN2,0.0188835257122843,0.050694992405621,0.035679470640704,0.0,0,0,0,0,0,0,0,0
GPSM2,0.0,0.0045648494877843,0.0978147318064395,0.0,0,0,0,0,0,0,0,0
EIF3B,0.0038782967010335,0.0083214983068328,0.0293378504318627,0.28125,0,0,0,0,0,0,0,0
SNRPD3,0.0077385369105569,0.0156285178759722,0.0648321059150972,0.0,0,0,0,0,0,0,0,0
SNAI2,0.007640275648719,0.0,0.3059336467826146,0.0,0,0,0,0,0,0,0,1
GPRASP1,0.0371926572271535,0.4928185611305839,0.4632251576166237,0.0,0,0,0,0,0,0,0,0
HINT1,0.0076814383080783,0.0520414359888272,0.0040735993550512,0.0,0,0,0,0,0,0,0,0
WEE1,0.0115800882603927,0.0115041343155213,0.0205457313230818,0.0,0,0,0,1,0,0,0,0
PABPC3,0.0153954151827587,0.4489674174207892,0.0500663623131797,0.0,0,0,0,0,0,0,0,0
BMX,0.0190889263627789,0.0,0.2260579507570549,0.0,0,0,0,0,0,0,0,0
CSRP1,0.0113889052425993,0.0,0.2767511294587194,0.0,0,0,0,0,0,0,0,0
RPL23,0.0076891785647282,0.0165273472116335,0.0800768335185185,0.0,0,0,0,0,0,0,0,0
VPS52,0.0075821400110791,0.041659563749602,0.0089840425058397,0.0,0,0,0,0,0,0,0,0
AAMP,0.0038149318517809,0.004989607627501,0.0131236289575424,0.0,0,0,0,0,0,0,0,0
HP1BP3,0.0113649634610398,0.002766503116561,0.0588792506827268,0.0,0,0,0,0,0,0,0,0
ALDH3A2,0.0,0.0023140063841687,0.0234598808158811,0.5,0,0,0,0,0,0,0,0
RYR1,0.0830457415560588,0.0587984240264414,0.0588877332680778,0.0,0,0,0,0,0,0,0,0
ACTN4,0.0114518756919989,0.0038008484448038,0.079087844562514,0.0,0,0,0,0,0,0,0,1
UBXN1,0.026761137294924,0.0193713727978154,0.0537572985552796,0.0,0,0,0,0,0,0,0,0
ANXA11,0.0108381461298468,0.0057027389201701,0.0313827003804085,0.0,0,0,0,0,0,0,0,0
CEP55,0.0038480028906219,0.108451431806164,0.4911886687135315,0.0,0,0,0,0,0,0,0,0
FMR1,0.0245505330997592,0.1399497137535659,0.013434690264185,0.0,0,0,0,0,0,0,0,0
SDF2L1,0.0038738159711013,0.0134035853284617,0.1032900776425131,0.0,0,0,0,0,0,0,0,0
DNAH1,0.0488310404863869,0.068465230788875,0.0608383289735387,0.0,0,0,0,0,0,0,0,0
PTPN7,0.0114433668500063,0.0213619890050134,0.0361925170089108,0.0,1,0,0,0,0,0,0,0
PHC3,0.0184306201677695,0.0709082478451359,0.0050425465930306,0.0,0,0,0,0,0,0,0,0
AMIGO2,0.0076238680969326,0.00313585442252,0.1325051368109562,0.0,0,0,0,0,0,0,0,0
CACNA1A,0.0372977717415701,0.0,0.0843634534301007,0.0,1,0,0,0,0,0,0,0
RPS17,0.0,0.0,0.0628540546413565,0.0,0,0,0,0,0,0,0,0
IL17RA,0.0074456020871679,0.0042517751374184,0.0449956180950014,0.0,0,0,1,0,0,0,0,0
GEMIN5,0.0038265874663153,0.027722230206035,0.0140174663927576,0.0,0,0,0,0,0,0,0,0
NEBL,0.022858076609178,0.2781304331262592,0.0196076203093673,0.0,0,0,0,0,0,0,0,0
FHL3,0.0116202412049133,0.0137173409092997,0.1614592263951334,0.0,0,0,0,0,0,0,0,0
EIF2S2,0.0154317105057675,0.0049204907134861,0.0546368462914237,0.0,0,0,0,0,0,0,0,0
LASP1,0.0036822991461961,0.0015239326301566,0.006175186399547,0.0,0,0,0,0,0,0,0,0
CDK5RAP2,0.003664605240649,0.008971615772499,0.0013127664147981,0.0,0,0,0,0,0,0,0,0
DOCK7,0.0242118707618179,0.0103488526654036,0.0229176647509291,0.0,0,0,0,0,0,0,0,0
NDUFA5,0.0114110851034813,0.0103232244504118,0.0325447983740598,0.24609375,0,0,0,0,0,0,0,0
DEFA1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
DEFA1B,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
PRKAA1,0.0038768916373578,0.009591052268275,0.0541733056657665,0.0,0,0,0,0,0,1,0,0
NUP205,0.0496165604455471,0.003584598982996,0.0565992174741296,0.24609375,0,0,0,0,0,0,0,0
RNF5,0.0116009364008543,0.0066065506954755,0.0061592401548557,0.0,0,0,0,0,0,0,0,0
ERAP1,0.0227259044023042,0.0063403043092838,0.0236950003853359,0.0,0,0,0,0,0,0,0,0
RBMX,0.0190206916877842,0.0381199656854365,0.0405861934001273,0.0,0,0,0,0,0,0,0,0
TNFRSF13B,0.0,0.0943750851463574,0.1483430050630099,0.5,0,0,1,0,0,0,0,0
TBX2,0.0115375798832449,0.0075396958170042,0.2388575017461053,0.0,0,0,0,0,0,0,0,0
CDC40,0.0,0.000633721231274,0.0117553486524772,0.0,0,0,0,0,0,0,0,0
SART1,0.0038559316659068,0.0047200946851124,0.0234192362776016,0.0,0,0,0,0,0,0,0,0
DHX30,0.0074088669663601,0.0080191829894308,0.0029044785242148,0.0,0,0,0,0,0,0,0,0
AP1S2,0.0229078944435363,0.0119696422158827,0.0397014838563046,0.0,0,0,0,0,0,0,0,0
NUP160,0.0153612049031819,0.0214545053829897,0.0085023197368416,0.0,0,0,0,0,0,0,0,0
LRRFIP1,0.0151599480599911,0.0516222464314515,0.1136836279592039,0.203125,0,0,0,0,0,0,0,0
