gene,MF: LUAD,METH: LUAD,GE: LUAD,CNA: LUAD,hsa04010,hsa04012,hsa04014,hsa04020,hsa04110,hsa04115,hsa04151
ACLY,0.0201909075070919,0.0084545302055167,0.0294469317978072,0.0,0,0,0,0,0,0,0
KLC2,0.0196765268621358,0.0040140383454349,0.0440253299395514,0.0,0,0,0,0,0,0,0
PRKX,0.020496555852754,0.0824592536772784,0.0030069542007235,0.0,0,0,0,0,0,0,0
MYBBP1A,0.0199392379428042,0.0012600865042332,0.0464162725003725,0.0,0,0,0,0,0,0,0
ROCK2,0.0,0.068951816935811,0.0540605058736588,0.0,0,0,0,0,0,0,0
PUM2,0.0203177911842378,0.0006269486492702,0.0115751959675094,0.0,0,0,0,0,0,0,0
ARHGAP21,0.0608618904975679,0.0062772040255312,0.0743283292854133,0.0,0,0,0,0,0,0,0
SUPT6H,0.0,0.0074430302772734,0.0149821298082661,0.0,0,0,0,0,0,0,0
EDARADD,0.0815672858346106,0.0,0.0199386054663486,0.0,0,0,0,0,0,0,0
CARD9,0.0,0.0,0.0899655809632492,0.0,0,0,0,0,0,0,0
UBE2E1,0.0,0.0248415518940228,0.0010401239694644,0.6180371352785148,0,0,0,0,0,0,0
PTPRE,0.0407446929507167,0.0043481995710001,0.0538109298336993,0.3925729442970823,0,0,0,0,0,0,0
TBPL1,0.0,0.0022006558683327,0.0162399971530946,0.0,0,0,0,0,0,0,0
SENP2,0.0,0.0078752253331565,0.0106518122872045,0.3607427055702918,0,0,0,0,0,0,0
RPL27,0.0,0.0101245437207558,0.0227470329800182,0.0,0,0,0,0,0,0,0
NUDT21,0.0,0.0148823742418873,0.0521882062454882,0.0,0,0,0,0,0,0,0
SCML2,0.1024978438496052,0.0700085159912009,0.0081412484092316,0.0,0,0,0,0,0,0,0
NOL11,0.0407135431612037,0.0111446437763753,0.0760105984023004,0.0,0,0,0,0,0,0,0
SHANK3,0.0203847998367889,0.3040887771784228,0.1913166893004597,0.6631299734748011,0,0,0,0,0,0,0
TRIM16L,0.0204254483741525,0.0,0.0400615372264199,0.0,0,0,0,0,0,0,0
SFTPD,0.0204765333568491,0.2421428183349815,0.4119048788997574,0.0,0,0,0,0,0,0,0
BBS2,0.1022166474803211,0.0377104942997802,0.0333493942580865,0.0,0,0,0,0,0,0,0
PSME3,0.0,3.1570762550319415e-05,0.0385769121194707,0.0,0,0,0,0,0,0,0
MEX3B,0.0410204658094093,0.0033866441548043,0.0985420486564197,0.0,0,0,0,0,0,0,0
OLFM4,0.0815956762713373,0.3389371017785357,0.001632978101575,0.0,0,0,0,0,0,0,0
NUMBL,0.0,0.0765563951636339,0.0427180380568711,0.0,0,0,0,0,0,0,0
EEF1A2,0.0,0.1760750678126117,0.4510354897696484,0.0,0,0,0,0,0,0,0
NPM1,0.0204861247078473,0.0183129368079611,0.0511833318973038,0.3342175066312997,0,0,0,0,0,0,0
MBD3,0.0,0.0079444257166653,0.0434042808897236,0.0,0,0,0,0,0,0,0
MCRS1,0.0,0.0052564956993695,0.0123600376504535,0.0,0,0,0,0,0,0,0
HMGB2,0.0203835536406386,0.0145678793214514,0.0636360486568467,0.0,0,0,0,0,0,0,0
MRPS21,0.0,0.0335785003731216,0.0476759702360655,0.0,0,0,0,0,0,0,0
EIF4B,0.040023810666457,0.0292651269452406,4.415555362136422e-05,0.0,0,0,0,0,0,0,1
REV1,0.0409898190655996,0.0030720467189891,0.02990233011268,0.0,0,0,0,0,0,0,0
MAP3K10,0.0205079299831177,0.0049987202783402,0.0254161045034037,0.0,1,0,0,0,0,0,0
ADRA1D,0.0202206106922654,0.3588589974973562,0.3321860886958493,0.3448275862068966,0,0,0,0,0,0,0
PFKFB3,0.0,0.0195473010974698,0.0843438470047679,0.0,0,0,0,0,0,0,0
GTF3C3,0.0205331804084361,0.019946957985441,0.0313750921552834,0.0,0,0,0,0,0,0,0
CACNA1H,0.0,0.2950323244491633,0.0980962104371503,0.2944297082228117,1,0,0,0,0,0,0
PNN,0.0205146137098703,0.0115631734977301,0.0476285635405601,0.0,0,0,0,0,0,0,0
ASPH,0.0172740621676146,0.0774510430076528,0.0568005174670153,0.0,0,0,0,0,0,0,0
ASNA1,0.0,0.0026442251166257,0.0057974644601199,0.0,0,0,0,0,0,0,0
SRPK1,0.0,0.0076988342858228,0.1624517732717617,0.0,0,0,0,0,0,0,0
BMF,0.0,0.0039779023354495,0.0746108345327181,0.7294429708222812,0,0,0,0,0,0,0
TMX1,0.0410161753014097,0.0009813624810373,0.0202238665344891,0.0,0,0,0,0,0,0,0
HIST1H2BM,0.0,0.5543599003616136,0.0,0.0,0,0,0,0,0,0,0
CCT4,0.0404285440479232,0.0409453255349823,0.0499907175603998,0.0,0,0,0,0,0,0,0
ZBTB24,0.0,0.000528482994236,0.0225500811426828,0.6710875331564987,0,0,0,0,0,0,0
SNRPA1,0.0,0.0019068652630314,0.0772024187412824,0.0,0,0,0,0,0,0,0
SLC22A8,0.0201817856597164,0.0951150085615322,0.0,0.0,0,0,0,0,0,0,0
SH3PXD2A,0.0199679200641486,0.0703349399771199,0.0154959374013474,0.0,0,0,0,0,0,0,0
SKOR2,0.0,0.6055422941921577,0.0,0.0,0,0,0,0,0,0,0
AIRE,0.0205402313786425,0.0998536273587843,0.0305790958464018,0.0,0,0,0,0,0,0,0
CDC73,0.040886717392714,0.0297180126989623,0.0359624284189076,0.0,0,0,0,0,0,0,0
LTV1,0.0205491355584564,0.013181067402006,0.0059948037392263,0.0,0,0,0,0,0,0,0
CDH3,0.0204726503890443,0.0688015913642129,0.2887147712384385,0.0,0,0,0,0,0,0,0
CNNM3,0.0,0.0133713079683652,0.0312099936470909,0.0,0,0,0,0,0,0,0
MRPL49,0.0,0.0119828007881076,0.0135065096617496,0.0,0,0,0,0,0,0,0
ETV7,0.0,0.0473619065396267,0.0650490240733479,0.0,0,0,0,0,0,0,0
FCER1A,0.0203226728025815,0.632221001141216,0.2429811669768242,0.0,0,0,0,0,0,0,0
KRTAP4-2,0.0,0.004713154818203,0.0,0.0,0,0,0,0,0,0,0
ZFP36L1,0.0410014883273899,0.0057417339413933,0.0022395655537365,0.0,0,0,0,0,0,0,0
FLI1,0.1193991609610327,0.0860706308419765,0.2225709470229948,0.350132625994695,0,0,0,0,0,0,0
MKNK1,0.0,0.0132991534216553,0.0377678718315345,0.0,1,0,0,0,0,0,0
EPB41,0.0201358433148576,0.0,0.0098735586927881,0.3236074270557029,0,0,0,0,0,0,0
DTNBP1,0.0,0.01520708857948,0.0128532231165044,0.0,0,0,0,0,0,0,0
RPL26,0.0,0.0072454071960169,0.004546571225935,0.0,0,0,0,0,0,0,0
CYTH1,0.0,0.0040909426139715,0.0763708634399778,0.0,0,0,0,0,0,0,0
FXR2,0.0,0.0044314416080313,0.0503417382335126,0.0,0,0,0,0,0,0,0
PKP3,0.0,0.391305295834743,0.1568107869314036,0.3793103448275862,0,0,0,0,0,0,0
ACAT2,0.0204849061760916,0.0282211231297634,0.070940023418159,0.0,0,0,0,0,0,0,0
RAB7A,0.0,0.032510571970094,0.037580200751688,0.0,0,0,0,0,0,0,0
TFAM,0.0,0.0062565757317075,0.0497049462715317,0.0,0,0,0,0,0,0,0
LUC7L,0.0406303723947674,0.0590169810041784,0.0430748256005924,0.2944297082228117,0,0,0,0,0,0,0
BTBD2,0.0,0.1698334147507561,0.0294454524763074,0.0,0,0,0,0,0,0,0
RIT1,0.0410102671185624,0.2470117497781469,0.0475710961803702,0.0,0,0,0,0,0,0,0
HSD17B4,0.0394664672570808,0.0276661896833908,0.1195143118170026,0.5596816976127321,0,0,0,0,0,0,0
NTMT1,0.0,0.0,0.0703560234663155,0.0,0,0,0,0,0,0,0
PLOD3,0.0201986133714298,0.0145258196758367,0.0305904805087219,0.0,0,0,0,0,0,0,0
DDX18,0.0612088805752858,0.0199899737388103,0.0236998027991255,0.0,0,0,0,0,0,0,0
NECAP1,0.0205203751984091,0.0,0.0008575593491378,0.3713527851458886,0,0,0,0,0,0,0
UTP14A,0.121343602390396,0.0179012345846313,0.067788995511942,0.0,0,0,0,0,0,0,0
RPL36,0.0,0.0,0.0341191846406165,0.0,0,0,0,0,0,0,0
IQUB,0.0,0.086100582279111,0.1628052010138197,0.0,0,0,0,0,0,0,0
ABI2,0.0393132346798993,0.0067431153140545,0.0174228864127136,0.0,0,0,0,0,0,0,0
MED23,0.0,0.0025380081215618,0.003954720160652,0.0,0,0,0,0,0,0,0
ZNF512,0.0199998349050407,0.0608825503550253,0.0151698412512542,0.0,0,0,0,0,0,0,0
MYOG,0.0205383179050247,0.2483999048529885,0.0,0.0,0,0,0,0,0,0,0
BBS4,0.0,0.0014021340808849,0.0335292264785754,0.0,0,0,0,0,0,0,0
MYO5B,0.0,0.0135268080601505,0.0265448361829304,0.6763925729442971,0,0,0,0,0,0,0
SIGLEC5,0.1432987117390586,0.0,0.2149287617738609,0.0,0,0,0,0,0,0,0
NCOA6,0.0193172209234491,0.0870820769785329,0.033838831774311,0.0,0,0,0,0,0,0,0
PRRC2A,0.0390962292715528,0.0156797765654683,0.0568202453600345,0.0,0,0,0,0,0,0,0
PKP1,0.0198612104447578,0.2273029421326254,0.0197433347482033,0.0,0,0,0,0,0,0,0
ZNF300,0.0,0.3083523280273255,0.0599984974910593,0.0,0,0,0,0,0,0,0
ATP5ME,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
GTF3C4,0.0205115321096767,0.0241172924607742,0.0183313455208437,0.0,0,0,0,0,0,0,0
DUT,0.0,0.0067040815084102,0.0012405053107205,0.7294429708222812,0,0,0,0,0,0,0
PRKG1,0.0,0.0,0.2117247765450058,0.0,0,0,0,0,0,0,0
AFG3L2,0.0,0.0066687715429061,0.0048276418535411,0.0,0,0,0,0,0,0,0
HNRNPH1,0.0193789918589314,0.0520285119483392,0.0056658059426159,0.3342175066312997,0,0,0,0,0,0,0
RPLP2,0.020554752143265,0.0015046877427269,0.0170582945481104,0.3793103448275862,0,0,0,0,0,0,0
SYT1,0.0203866432876603,0.1127504840875339,0.0534507374510161,0.3527851458885941,0,0,0,0,0,0,0
DDX24,0.0197595161590681,0.0028308044994598,0.0353403256370014,0.3978779840848808,0,0,0,0,0,0,0
FCGR2A,0.0,0.0339632923244733,0.1195843889175453,0.0,0,0,0,0,0,0,0
SELPLG,0.0,0.306491511185786,0.1893556523622493,0.3527851458885941,0,0,0,0,0,0,0
POGZ,0.0,0.0474694228940221,0.0157023045729857,0.0,0,0,0,0,0,0,0
LGMN,0.0,0.0058312332481037,0.0010887912047094,0.3978779840848808,0,0,0,0,0,0,0
SORBS2,0.0,0.056093979367161,0.1040078803620744,0.4960212201591512,0,0,0,0,0,0,0
SLAIN2,0.0,0.0015184965278701,0.0423352940654426,0.0,0,0,0,0,0,0,0
HABP4,0.0,0.0078818876521589,0.0532452027624367,0.0,0,0,0,0,0,0,0
KCNJ2,0.0798090658829299,0.2434232572110303,0.133052095918236,0.0,0,0,0,0,0,0,0
RPS15,0.0,0.1123193653006416,0.0045435454931373,0.0,0,0,0,0,0,0,0
EP400,0.0388194116272194,0.1236380367268161,0.0064939252738307,0.3527851458885941,0,0,0,0,0,0,0
GDI2,0.0,0.0011105345186839,0.0238402707661784,0.0,0,0,0,0,0,0,0
CDC23,0.0204157798779322,0.0124413420710001,0.0086765400897436,0.5596816976127321,0,0,0,0,1,0,0
LLGL2,0.0,0.0165417222807089,0.0283625375352973,0.0,0,0,0,0,0,0,0
ITPR3,0.0603639023327393,0.0015658142521068,0.0092899811344805,0.0,0,0,0,0,0,0,0
RTF1,0.0203900879424899,0.0038269703191569,0.0242640684501656,0.7294429708222812,0,0,0,0,0,0,0
JKAMP,0.0203557578035479,0.006471865389593,0.0115643627482992,0.0,0,0,0,0,0,0,0
HMGN4,0.020511092615681,0.0339807649620416,0.0126675727283235,0.0,0,0,0,0,0,0,0
NAA15,0.0203996433844996,0.039409686451918,0.0426010523586976,0.0,0,0,0,0,0,0,0
GMCL2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
AQP9,0.019869389586964,0.1066330049912958,0.2301841768247259,0.0,0,0,0,0,0,0,0
EIF2S1,0.0,0.0002831271582187,0.0556454243509708,0.0,0,0,0,0,0,0,0
PROX1,0.0187031138397882,0.1545556071122975,0.0421150158574829,0.0,0,0,0,0,0,0,0
ARFGEF2,0.0406580902498717,0.0001804139028225,0.0187025731919501,0.2175066312997347,0,0,0,0,0,0,0
MND1,0.020562838435742,0.01152878979678,0.2656262046281555,0.0,0,0,0,0,0,0,0
MORF4L2,0.020363880346992,0.0066438150234915,0.0602600635417948,0.0,0,0,0,0,0,0,0
TRIM37,0.0,0.010069385368232,0.0426541754998412,0.0,0,0,0,0,0,0,0
UCHL5,0.0,0.0024683892033047,0.0827937664876509,0.0,0,0,0,0,0,0,0
HNRNPA3,0.0198982117305153,0.0090058803601386,0.0488851230970244,0.0,0,0,0,0,0,0,0
AIMP2,0.0,0.0065827634885909,0.1010174625033858,0.7533156498673741,0,0,0,0,0,0,0
PPIG,0.0200632029842528,0.0156393434026442,0.0092717769206478,0.0,0,0,0,0,0,0,0
LMNTD1,0.020512131869449,0.0,0.0,0.0,0,0,0,0,0,0,0
NOXO1,0.0,0.0886933043792784,0.0299440438171838,0.2944297082228117,0,0,0,0,0,0,0
ARL6IP4,0.0,0.0268527907103271,0.0136907970917477,0.3527851458885941,0,0,0,0,0,0,0
AHCTF1,0.0794065549880162,0.0131215119024473,0.0496811571306803,0.0,0,0,0,0,0,0,0
SPECC1,0.0,0.0333775231576848,0.0199292716828186,0.0,0,0,0,0,0,0,0
EPB41L2,0.0,0.0219934219409297,0.1983401952192155,0.0,0,0,0,0,0,0,0
RPS6KB2,0.0205462046672794,0.0038306161709335,0.060154736091288,0.0,0,0,0,0,0,0,1
DNAJC8,0.0,0.0058806733017557,0.0148702521378316,0.3236074270557029,0,0,0,0,0,0,0
TCEAL1,0.0205337730100055,0.073551328571918,0.0719894347889355,0.0,0,0,0,0,0,0,0
MRPL4,0.0,0.0034321179865172,0.0339847352730899,0.0,0,0,0,0,0,0,0
AEBP2,0.0,0.0,0.0027018920859228,0.0,0,0,0,0,0,0,0
MAN2A2,0.0611437555425039,0.0247312646607903,0.0469096303396659,0.0,0,0,0,0,0,0,0
BTBD10,0.0,0.0071019433861561,0.0075313751502377,0.0,0,0,0,0,0,0,0
FXR1,0.0,0.018094114436283,0.030612590814855,0.0,0,0,0,0,0,0,0
KHDRBS2,0.0407764074015294,0.1573299810230002,0.3908473099433702,0.6710875331564987,0,0,0,0,0,0,0
PPP1R15B,0.0614570903651298,0.0133241764646118,0.0207715524264463,0.0,0,0,0,0,0,0,0
EPHX1,0.0408803242205293,0.0014304446837155,0.0637381824223345,0.0,0,0,0,0,0,0,0
ASL,0.0,0.0072748892740127,0.0069738072373454,0.0,0,0,0,0,0,0,0
RPL12,0.0,0.0044501314969246,0.0454982835378503,0.0,0,0,0,0,0,0,0
RPL11,0.0,0.0380923691529641,0.0261673603520887,0.3236074270557029,0,0,0,0,0,0,0
STX11,0.0,0.0351586665258012,0.3703739345498298,0.0,0,0,0,0,0,0,0
STK38,0.0,0.0319486100225114,0.0361613343906449,0.0,0,0,0,0,0,0,0
EAF1,0.0,0.0194413087033599,0.0302160371244203,0.6180371352785148,0,0,0,0,0,0,0
SPRY3,0.0402985862087293,0.0,0.0402780097317036,0.0,0,0,0,0,0,0,0
TMOD3,0.0,0.0698175161301985,0.0867521765542398,0.0,0,0,0,0,0,0,0
EPN1,0.0201276047820262,0.0036283053367776,0.004647515588939,0.0,0,0,0,0,0,0,0
UBE2E2,0.0,0.0059222334965297,0.0947604460749947,0.6180371352785148,0,0,0,0,0,0,0
PRPSAP1,0.0203584627127174,0.006540151733938,0.0047124212819463,0.0,0,0,0,0,0,0,0
ZNF564,0.0,0.0154928145080653,0.0301800685854859,0.0,0,0,0,0,0,0,0
KRTAP10-8,0.0,0.4207803315116933,0.0,0.0,0,0,0,0,0,0,0
CUX2,0.0204513749911519,0.3707759171373264,0.1645666074721552,0.3527851458885941,0,0,0,0,0,0,0
L3MBTL3,0.0,0.0,0.0358123162582967,0.0,0,0,0,0,0,0,0
RET,0.020484193694643,0.2206695438992372,0.0034984648518467,0.0,1,0,0,0,0,0,1
TOX2,0.0616375730627701,0.0,0.2367035653969487,0.2175066312997347,0,0,0,0,0,0,0
UBAP2L,0.0,0.0311868827121369,0.0477183833374367,0.0,0,0,0,0,0,0,0
CSTF2,0.0,0.0120915789019689,0.1007912341776336,0.0,0,0,0,0,0,0,0
AMOT,0.0578295189931775,0.1164732017702333,0.0315358069671191,0.0,0,0,0,0,0,0,0
PDCD11,0.0608389636336938,0.0068328724938509,0.0655419483925764,0.0,0,0,0,0,0,0,0
EFS,0.020173053429875,0.3592685814759909,0.0190790949633142,0.0,0,0,0,0,0,0,0
BFSP2,0.0409416263342623,0.3028151156852295,0.1241447898663612,0.0,0,0,0,0,0,0,0
TNS2,0.0204338873093839,0.0211738682826225,0.0,0.0,0,0,0,0,0,0,0
KCTD6,0.0,0.0017406291331176,0.0104059902370119,0.6578249336870028,0,0,0,0,0,0,0
BOD1,0.0,0.0095213876702826,0.0157363039941028,0.3342175066312997,0,0,0,0,0,0,0
VPS72,0.0,0.0,0.0829176908303837,0.0,0,0,0,0,0,0,0
ATP1B1,0.020416503250228,0.0855992965221319,0.0830098740842706,0.0,0,0,0,0,0,0,0
CRNKL1,0.0809022880991985,0.0797439372115519,0.0256274642185793,0.0,0,0,0,0,0,0,0
CCR1,0.0205647768857322,0.2676778168799631,0.1272192716768809,0.6578249336870028,0,0,0,0,0,0,0
PLP2,0.0,0.0074806039783669,0.0534243414179992,0.0,0,0,0,0,0,0,0
TERF2IP,0.0,0.0025278110178781,0.0411099424645032,0.0,0,0,0,0,0,0,0
PCGF3,0.0,0.012966217706311,0.0839319334900475,0.3448275862068966,0,0,0,0,0,0,0
TPM1,0.0,0.273680130251429,0.0068692632584179,0.0,0,0,0,0,0,0,0
RBPMS,0.0,0.051115509757991,0.0660597673212706,0.0,0,0,0,0,0,0,0
RPL7A,0.0,0.0045562558723211,0.0181969455462084,0.0,0,0,0,0,0,0,0
AP1M2,0.0204443180698343,0.0355274656482456,0.0783656927708596,0.0,0,0,0,0,0,0,0
USP22,0.0,0.0341617748620227,0.0251492770001359,0.0,0,0,0,0,0,0,0
SMUG1,0.0,0.0119504154287981,0.0828788634185334,0.0,0,0,0,0,0,0,0
AGPS,0.0,0.0026830839024074,0.0098614065740025,0.0,0,0,0,0,0,0,0
LACRT,0.0204993372240755,0.461091873575329,0.0,0.0,0,0,0,0,0,0,0
KCNA4,0.0611348240230919,0.5654582069368501,0.6864359109129737,0.0,0,0,0,0,0,0,0
SETD1A,0.0,0.0256478169949069,0.0162921976410012,0.4429708222811672,0,0,0,0,0,0,0
MYO1C,0.0610404433386852,0.1520695649286726,0.1275081104438397,0.7453580901856764,0,0,0,0,0,0,0
DCD,0.0205070984613709,0.540342991362107,0.0,0.0,0,0,0,0,0,0,0
NUCB2,0.0,0.0031060387832335,0.0238385367127397,0.0,0,0,0,0,0,0,0
STK38L,0.0,0.0924695799815377,0.0313989029741767,0.0,0,0,0,0,0,0,0
DUSP15,0.0201766122750512,0.0790535472707347,0.0907001574394054,0.5331564986737403,0,0,0,0,0,0,0
MRPL12,0.0,5.165490514237244e-06,0.1159467350725355,0.0,0,0,0,0,0,0,0
CNOT8,0.0,0.0028016527284458,0.0365454983513498,0.0,0,0,0,0,0,0,0
KRTAP9-2,0.0205131955296977,0.1047369389700499,0.0,0.0,0,0,0,0,0,0,0
CREB3,0.0204929723897385,0.0208917716846752,0.0077911420740233,0.0,0,0,0,0,0,0,1
FBXO31,0.0,0.0021185629715804,0.0106898751162368,0.4986737400530504,0,0,0,0,0,0,0
MRPL45,0.0,0.0014758410179118,0.0395928673011963,0.0,0,0,0,0,0,0,0
ISY1,0.0,0.0114516180666422,0.0008785202614674,0.0,0,0,0,0,0,0,0
CHMP5,0.0,0.0026439236107576,0.0148722671392926,0.0,0,0,0,0,0,0,0
BCAS2,0.0,0.001555014138989,0.00474697216142,0.4005305039787799,0,0,0,0,0,0,0
ECSIT,0.0,0.0036477013945273,0.0344088012732016,0.0,1,0,0,0,0,0,0
RBM10,0.1221003390954342,0.0547138449736295,0.0145751713178279,0.0,0,0,0,0,0,0,0
CCL21,0.0,0.1186061103639112,0.1411780244380216,0.0,0,0,0,0,0,0,0
TOR1AIP1,0.0,0.0019026147808015,0.0525661477869392,0.0,0,0,0,0,0,0,0
GRK5,0.0408442443014493,0.0151693010950216,0.3329197066992772,0.0,0,0,0,0,0,0,0
TBXA2R,0.0204442603214742,0.0152297309462743,0.1184192363268222,0.0,0,0,0,0,0,0,0
H1F0,0.0,0.0432358361246613,0.1091639519820401,0.0,0,0,0,0,0,0,0
SEPT5,0.0,0.01574162572054,0.0097419987119433,0.0,0,0,0,0,0,0,0
RPL35A,0.0,0.011495394303049,0.018196004425703,0.3607427055702918,0,0,0,0,0,0,0
CHERP,0.0,3.161726348963597e-05,0.0144871748909817,0.0,0,0,0,0,0,0,0
PITX1,0.0205565830083483,0.0716437992408179,0.5151038159261421,0.5596816976127321,0,0,0,0,0,0,0
SHTN1,0.0,0.0511162398220963,0.0,0.0,0,0,0,0,0,0,0
MUL1,0.020529235568952,0.0176249226019852,0.0492488163148186,0.3236074270557029,0,0,0,0,0,0,0
ZFYVE27,0.0,0.0405683894857794,0.0030347080814473,0.0,0,0,0,0,0,0,0
LCP1,0.0402873587072575,0.0009028535605185,0.1502725261163719,0.0,0,0,0,0,0,0,0
LMNB2,0.0,0.0199306630001818,0.0963928179884349,0.0,0,0,0,0,0,0,0
ZFYVE26,0.0980347076521273,0.0289517091140247,0.0567590573617373,0.0,0,0,0,0,0,0,0
HOXC6,0.0205148044562198,0.5279835247673783,0.1245673806204525,0.0,0,0,0,0,0,0,0
NME4,0.0,0.0043448299149011,0.1341755296023906,0.2944297082228117,0,0,0,0,0,0,0
SERPINC1,0.0203127463156,0.0879407897835283,0.0835764705577076,0.0,0,0,0,0,0,0,0
HADH,0.0193585205484832,0.0091407957906368,0.0218107317554729,0.4190981432360743,0,0,0,0,0,0,0
NOP10,0.0,0.0191912615378484,0.0136890647229413,0.7294429708222812,0,0,0,0,0,0,0
PTPRF,0.0404358107133741,0.0366396450363427,0.0317749621430925,0.363395225464191,0,0,0,0,0,0,0
CREM,0.0400160850682658,0.0072375674605872,0.0309583668685583,0.0,0,0,0,0,0,0,0
MRPL43,0.0,0.0005668741503929,9.017938252270624e-05,0.0,0,0,0,0,0,0,0
SLC25A13,0.0,0.0035689319956732,0.0803839419192701,0.0,0,0,0,0,0,0,0
ADAMTS13,0.0202665011258839,0.355565672365273,0.023365302611936,0.0,0,0,0,0,0,0,0
N4BP1,0.0405724848881201,0.0912220397064932,0.0708149834939935,0.0,0,0,0,0,0,0,0
PACRG,0.0,0.1200100193293614,0.3152817312974429,0.0,0,0,0,0,0,0,0
GAR1,0.0409963862349012,0.015302425582424,0.0440496226814946,0.4190981432360743,0,0,0,0,0,0,0
CPLX2,0.0606442910302677,0.270217143024116,0.2122866537624304,0.3342175066312997,0,0,0,0,0,0,0
PPM1G,0.0,0.022888784743919,0.0624810745817529,0.0,0,0,0,0,0,0,0
GDAP1,0.0407906671876911,0.065588347959511,0.0072346944132746,0.0,0,0,0,0,0,0,0
HIST1H1E,0.0,0.0065711709218263,0.2129223082653252,0.0,0,0,0,0,0,0,0
SOD2,0.0202628672814415,0.0042818416077802,0.0330203290956266,0.0,0,0,0,0,0,0,0
BAG6,0.0202186993234874,0.0269941015236114,0.0272652609657394,0.0,0,0,0,0,0,0,0
TARS,0.0402186017464773,0.0031693218291838,0.0863677041751817,0.0,0,0,0,0,0,0,0
SMAP1,0.0,0.0073759030718767,0.0106211799939821,0.6710875331564987,0,0,0,0,0,0,0
RGS10,0.0,0.0655522915224428,0.0567474345435025,0.0,0,0,0,0,0,0,0
PRKACB,0.0394920510353892,0.0542325946553096,0.0473202316633623,0.0,1,0,0,0,0,0,0
ZNF22,0.0,0.0,0.0459314146698464,0.0,0,0,0,0,0,0,0
WDR3,0.0408515490177776,0.0183909967002869,0.0664754436587767,0.4005305039787799,0,0,0,0,0,0,0
PTBP3,0.0198124763707081,0.0068187543401447,0.0327393387014117,0.0,0,0,0,0,0,0,0
SETBP1,0.2390002416589459,0.251797541742536,0.152558302854145,0.0,0,0,0,0,0,0,0
THOC6,0.0,0.0990255656850103,0.0339014590332779,0.0,0,0,0,0,0,0,0
KCNC1,0.1001027550701711,0.3759649096856641,0.2126857362700268,0.0,0,0,0,0,0,0,0
LMO1,0.0,0.2715398519783766,0.0166098550847788,0.0,0,0,0,0,0,0,0
FKBP14,0.0,0.0151651612526711,0.0844922368580268,0.0,0,0,0,0,0,0,0
ROPN1L,0.0205502271401921,0.0037874154956757,0.3201376724822514,0.0,0,0,0,0,0,0,0
HCLS1,0.0409911422405555,0.0417031353840639,0.0775018284962804,0.0,0,0,0,0,0,0,0
TNFRSF17,0.0,0.0218847884617612,0.1672600483441933,0.0,0,0,0,0,0,0,0
NUP98,0.0379114831453942,0.00379100367914,0.0111947699590557,0.0,0,0,0,0,0,0,0
BATF2,0.020492053363956,0.0208402505781865,0.0152441804660437,0.0,0,0,0,0,0,0,0
RPS7,0.0,0.0226739708763053,0.0591471310246263,0.0,0,0,0,0,0,0,0
SCEL,0.0197458087059395,0.2081990312065041,0.2518920925102717,0.0,0,0,0,0,0,0,0
LAD1,0.0407666855102047,0.0276466651498582,0.200092581908051,0.0,0,0,0,0,0,0,0
SARM1,0.0,0.2867689956176922,0.022792506311869,0.0,0,0,0,0,0,0,0
FBXO11,0.0404842306409697,0.007337413408566,0.0252901894954341,0.0,0,0,0,0,0,0,0
BRD8,0.020441446019039,0.0083781474785989,0.024815183379744,0.5596816976127321,0,0,0,0,0,0,0
LMO4,0.02042850263532,0.0645904475909704,0.0399844249110744,0.0,0,0,0,0,0,0,0
MYEF2,0.0,0.0720171300768852,0.026624637239712,0.7294429708222812,0,0,0,0,0,0,0
RPLP0,0.0,0.0021282609750279,0.0602868341147897,0.3527851458885941,0,0,0,0,0,0,0
BAIAP2,0.0,0.0061924570731771,0.0604275104479933,0.0,0,0,0,0,0,0,0
IKZF3,0.0,0.0560017913036709,0.0389130153544127,0.0,0,0,0,0,0,0,0
UACA,0.0593721842696972,0.1860755409231327,0.1221606326343205,0.0,0,0,0,0,0,0,0
HINT2,0.0,0.0027224444312238,0.0240252092346489,0.0,0,0,0,0,0,0,0
TNFSF13,0.0,0.2488095648860336,0.1514370050194204,0.0,0,0,0,0,0,0,0
PDE4A,0.0197555504548507,0.0766705890037758,0.059739899851481,0.0,0,0,0,0,0,0,0
NIFK,0.0205350741205732,0.0115218869363579,0.0,0.0,0,0,0,0,0,0,0
PKP4,0.0593873720572048,0.0521370811155623,0.0088834117790074,0.0,0,0,0,0,0,0,0
LMCD1,0.0,0.0155361040767716,0.2232634047924273,0.6180371352785148,0,0,0,0,0,0,0
RPS26,0.0,0.031839846057199,0.0352539391221745,0.0,0,0,0,0,0,0,0
LEO1,0.0202692198061882,0.0107404641294719,0.0381531980922133,0.0,0,0,0,0,0,0,0
TXNDC5,0.0,0.0213345541526963,0.0830029867173649,0.0,0,0,0,0,0,0,0
RAB1B,0.0,0.0023557346661939,0.0262075953101691,0.0,0,0,0,0,0,0,0
LARP7,0.0205286353220334,0.000416574024093,0.0309343850592621,0.4190981432360743,0,0,0,0,0,0,0
VAPA,0.0,0.0058046798993892,0.0091362887597625,0.0,0,0,0,0,0,0,0
APOD,0.0,0.0295284927357358,0.0422812135259222,0.3607427055702918,0,0,0,0,0,0,0
