gene,MF: COAD,METH: COAD,GE: COAD,CNA: COAD,hsa04010,hsa04012,hsa04110,hsa04115,hsa04150,hsa04151,hsa04210,hsa04310,hsa04350
SLC9A3R1,0.0,0.0141252297504973,0.0947222069428369,0.0,0,0,0,0,0,0,0,0,0
NECAB2,0.0,0.244018634265608,0.1192024058144793,0.0,0,0,0,0,0,0,0,0,0
HSF4,0.0,0.3439233243250059,0.1288574212278257,0.0,0,0,0,0,0,0,0,0,0
MRRF,0.0,0.0002218172233239,0.0204863012459305,0.0,0,0,0,0,0,0,0,0,0
QPCTL,0.0054446700904509,0.0029203498056019,0.0522489847655913,0.0,0,0,0,0,0,0,0,0,0
NDUFS3,0.0054380458040573,0.0031065190377102,0.040482867255719,0.0,0,0,0,0,0,0,0,0,0
NDUFA9,0.0054269238450089,0.0053036007708383,0.0298130081335817,0.0,0,0,0,0,0,0,0,0,0
KRT33B,0.0,0.1993815494703475,0.0,0.0,0,0,0,0,0,0,0,0,0
KPNA4,0.0,0.0028840723976957,0.0043052695817179,0.0,0,0,0,0,0,0,0,0,0
ERCC3,0.0107319256307218,0.0167000216384312,0.0334356013295702,0.0736196319018405,0,0,0,0,0,0,0,0,0
MLLT6,0.0054161484111296,0.0100531299450855,0.0396037202827221,0.0,0,0,0,0,0,0,0,0,0
UBQLN1,0.0,0.002410349733275,0.0166959060091795,0.0,0,0,0,0,0,0,0,0,0
ELF4,0.0054091515274556,0.0388830545473065,0.0675093392491081,0.0,0,0,0,0,0,0,0,0,0
PSMA7,0.0,3.277754926076865e-06,0.0739982191297529,0.0,0,0,0,0,0,0,0,0,0
SENP1,0.0,0.0014098491913729,0.0353073420968721,0.0,0,0,0,0,0,0,0,0,0
MID1,0.0102503311213897,0.143434250801485,0.0119019008602506,0.0,0,0,0,0,0,0,0,0,0
CCDC106,0.0,0.4142715310365962,0.0656998824042182,0.0,0,0,0,0,0,0,0,0,0
RPL7L1,0.0,0.0052553858755991,0.0586692934731121,0.294478527607362,0,0,0,0,0,0,0,0,0
ZMYND11,0.0158884256871802,0.0433709374128647,0.0001664836834143,0.2453987730061349,0,0,0,0,0,0,0,0,0
PRDM16,0.0106789083976014,0.2799366079864543,0.0115903958438241,0.0,0,0,0,0,0,0,0,0,0
C1QA,0.0,0.160164928660655,0.1450767450148254,0.0,0,0,0,0,0,0,0,0,0
ACTG1,0.005193099312211,0.0045494048867205,0.0053428688035773,0.0,0,0,0,0,0,0,1,0,0
WDYHV1,0.0054361502445023,0.0004121136877656,0.067618416885772,0.0,0,0,0,0,0,0,0,0,0
ETV5,0.0052733687757735,0.00546459767124,0.0740519678817809,0.0,0,0,0,0,0,0,0,0,0
HERPUD1,0.005435045754025,0.000478618483614,0.0771333359093396,0.0,0,0,0,0,0,0,0,0,0
DDX19B,0.0053313716341487,0.0018921632644214,0.0154409821127308,0.0,0,0,0,0,0,0,0,0,0
PDIA6,0.0053940931854535,0.0,0.0335461921565436,0.0,0,0,0,0,0,0,0,0,0
FBXO21,0.0053873794609095,0.0110813239067461,0.0203140379509306,0.0,0,0,0,0,0,0,0,0,0
ZNF687,0.0106884322089211,0.0265074025779033,0.0064539216928912,0.0,0,0,0,0,0,0,0,0,0
LILRB2,0.0053921167990648,0.1157370922859006,0.0346206650042349,0.0,0,0,0,0,0,0,0,0,0
HOMER2,0.0,0.311618516837458,0.1362626103967313,0.0,0,0,0,0,0,0,0,0,0
TAOK2,0.0157517783781854,0.0015430402588791,0.0169868969068561,0.0,1,0,0,0,0,0,0,0,0
ATG14,0.0,0.0022924469274382,0.0121597058995109,0.0,0,0,0,0,0,0,0,0,0
RBM5,0.0108417667868522,0.0355169159534692,5.802159205406761e-05,0.0,0,0,0,0,0,0,0,0,0
MSRB2,0.0,0.0065719584017861,0.0168869206144991,0.0,0,0,0,0,0,0,0,0,0
PUF60,0.0054151274838734,0.0485146190424912,0.0228543758572406,0.0,0,0,0,0,0,0,0,0,0
ABCF1,0.0054321602983234,0.0095692485233642,0.0197371812592797,0.0,0,0,0,0,0,0,0,0,0
VGF,0.0,0.1242280814657795,0.0732768971718087,0.0,0,0,0,0,0,0,0,0,0
TECPR1,0.0108708765594985,0.0113275004354876,0.0310318012653096,0.0,0,0,0,0,0,0,0,0,0
WIPI2,0.0108280727805447,0.0031212738836101,0.0220312778670777,0.0,0,0,0,0,0,0,0,0,0
WDR5,0.0108117914228179,0.0090112851161878,0.050216960288927,0.0,0,0,0,0,0,0,0,0,0
CXCR1,0.0054414358177247,0.3256876402545472,0.0501585950581567,0.0,0,0,0,0,0,0,0,0,0
TFG,0.0,0.0021847001580584,0.0008227416389725,0.0,0,0,0,0,0,0,0,0,0
LTC4S,0.0,0.0782018236362931,0.1556722069613388,0.0,0,0,0,0,0,0,0,0,0
MAPKAP1,0.0054025209586576,0.0189832205165372,0.0167089127120128,0.0,0,0,0,0,1,0,0,0,0
SPRY4,0.0,0.0008225633792083,0.066840458939828,0.0,0,0,0,0,0,0,0,0,0
RRP1B,0.0054268528820828,0.0042367034961932,0.0653330883509054,0.0,0,0,0,0,0,0,0,0,0
STAU2,0.0,0.0206964648318821,0.0119633042215678,0.0,0,0,0,0,0,0,0,0,0
BBX,0.0,0.0063361384391471,0.0185745124483501,0.0,0,0,0,0,0,0,0,0,0
MUC16,0.229076759578101,0.3182025561456382,0.1103327379250183,0.0,0,0,0,0,0,0,0,0,0
LGALS1,0.0054523735371268,0.0001376347149477,0.0129608108563968,0.0,0,0,0,0,0,0,0,0,0
ZNF385B,0.0054151393406886,0.4022709434556624,0.1653624482928589,0.0,0,0,0,0,0,0,0,0,0
DCTN1,0.0212715052859128,0.0028821319006381,0.0244720308849869,0.0,0,0,0,0,0,0,0,0,0
RPL19,0.0,0.0097698862851682,0.0312808456732256,0.0,0,0,0,0,0,0,0,0,0
SHARPIN,0.0,0.0008731410396793,0.0151895717318484,0.0,0,0,0,0,0,0,0,0,0
RBCK1,0.0162502461565655,0.0114958108219783,0.0594786101808457,0.0,0,0,0,0,0,0,0,0,0
GPSM1,0.0051231896742325,0.0002998624998795,0.0086729674730396,0.0,0,0,0,0,0,0,0,0,0
LRRC7,0.0633693877150365,0.5113522071957264,0.1766803084868381,0.3650306748466257,0,0,0,0,0,0,0,0,0
ZNF638,0.0100296207823574,0.0813917792353682,0.0205367685339113,0.0,0,0,0,0,0,0,0,0,0
ALX1,0.0,0.4093695567653342,0.0,0.0,0,0,0,0,0,0,0,0,0
IPO13,0.0106144861724849,0.0042221794863379,0.009449331901999,0.0,0,0,0,0,0,0,0,0,0
ATP2B1,0.0106928897523028,0.0038295343380663,0.0866964932556216,0.0,0,0,0,0,0,0,0,0,0
CTR9,0.0108644692010113,0.0014288421086221,0.01328998996025,0.0,0,0,0,0,0,0,0,0,0
RPL17,0.0,0.0377699079244975,2.528273329371116e-06,0.0,0,0,0,0,0,0,0,0,0
ARHGAP32,0.0206587999690984,0.342061759660951,0.0141952967254818,0.0,0,0,0,0,0,0,0,0,0
CRX,0.0054195927648729,0.0454157186191573,0.0,0.0,0,0,0,0,0,0,0,0,0
ABI3,0.0054439195657754,0.1078976134420693,0.0881631125459452,0.0,0,0,0,0,0,0,0,0,0
CTSD,0.0,0.0004701967163202,0.0763158471481331,0.0,0,0,0,0,0,0,1,0,0
ZC3H15,0.0,0.0036644093413132,0.049521866802471,0.0,0,0,0,0,0,0,0,0,0
P4HB,0.0054373188391675,0.0012703876608189,0.0213547925645907,0.0,0,0,0,0,0,0,0,0,0
SAMHD1,0.0105148577236504,0.0,0.0360456073369124,0.0,0,0,0,0,0,0,0,0,0
CARD16,0.0,0.1487285622634214,0.0719939362082351,0.0,0,0,0,0,0,0,0,0,0
IGBP1,0.0,0.0313243670997548,0.0129105321730067,0.0,0,0,0,0,0,0,0,0,0
TRIO,0.0375661104621466,0.0016707677351027,0.0166561452719403,0.0,0,0,0,0,0,0,0,0,0
KRTAP10-5,0.0,0.0600805976650859,0.0,0.0,0,0,0,0,0,0,0,0,0
ADAP2,0.0054353965282028,0.0830339722000926,0.0796036129955758,0.0,0,0,0,0,0,0,0,0,0
BLOC1S1,0.0,0.003918494680813,0.0679365193104531,0.0,0,0,0,0,0,0,0,0,0
CIRBP,0.0053786540164376,0.0159098542387807,0.0313046294657919,0.1932515337423312,0,0,0,0,0,0,0,0,0
TRA2A,0.0107056617710785,0.002453596464193,0.0235891298158754,0.0,0,0,0,0,0,0,0,0,0
FYTTD1,0.0,0.0095775516840252,0.0116247793464077,0.0,0,0,0,0,0,0,0,0,0
ZC3H3,0.0,0.0060290425725262,0.0180196754705262,0.0,0,0,0,0,0,0,0,0,0
KDM2A,0.0107500875877043,0.0187782441732014,0.0097967536807907,0.0,0,0,0,0,0,0,0,0,0
PURA,0.0105851408084853,0.0230326630199024,0.0327813034070801,0.0,0,0,0,0,0,0,0,0,0
FBXO22,0.0107806343020526,0.0170737469964797,0.0402320813465551,0.0,0,0,0,0,0,0,0,0,0
SDHAF2,0.0054453708740593,0.0,0.0153896150525948,0.0,0,0,0,0,0,0,0,0,0
PELI2,0.0,0.0363472631570301,0.1104490761698072,0.0,0,0,0,0,0,0,0,0,0
RPL14,0.0,0.0010605654500588,0.0450133961646264,0.0,0,0,0,0,0,0,0,0,0
TLR5,0.0108329471419637,0.0,0.0726208205536314,0.0,0,0,0,0,0,0,0,0,0
SFXN2,0.0,0.0055581525357847,0.0153396510526862,0.3343558282208588,0,0,0,0,0,0,0,0,0
PSPC1,0.0,0.0024949973190892,0.0479472058320759,0.0,0,0,0,0,0,0,0,0,0
GUCY1A2,0.0103931220648693,0.4568709150014429,0.00878145122238,0.0,0,0,0,0,0,0,0,0,0
TIGIT,0.0103749716970302,0.1549224371894022,0.0353820995043852,0.0,0,0,0,0,0,0,0,0,0
UTP15,0.0,0.0061069220448613,0.0643394748877149,0.0,0,0,0,0,0,0,0,0,0
HK1,0.004905266862295,0.0,0.0191747972910259,0.0,0,0,0,0,0,0,0,0,0
IDO1,0.0,0.0,0.0173650744370821,0.0,0,0,0,0,0,0,0,0,0
AJUBA,0.0054237277539571,0.0091062811192904,0.2246878987920992,0.0,0,0,0,0,0,0,0,0,0
DCUN1D1,0.0,0.0,0.0011975436947858,0.0,0,0,0,0,0,0,0,0,0
KRT2,0.0054469980489816,0.3057887350081846,0.1270405692561046,0.0,0,0,0,0,0,0,0,0,0
FBXO25,0.0,0.0124191195791984,0.0238830993878339,0.5828220858895705,0,0,0,0,0,0,0,0,0
HTR2B,0.0053880778722786,0.0994553294986685,0.1252695405005844,0.0,0,0,0,0,0,0,0,0,0
CCT5,0.0,0.0012466167021237,0.057201724521113,0.0,0,0,0,0,0,0,0,0,0
KRT6B,0.0054450751830078,0.1268264055684337,0.3440550532110063,0.0,0,0,0,0,0,0,0,0,0
BABAM2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
ABRAXAS2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
NUAK1,0.0054272280160575,0.0193212025497599,0.0190590764601016,0.0,0,0,0,0,0,0,0,0,0
ATG3,0.0,0.0008197914361739,0.0037072499596097,0.0,0,0,0,0,0,0,0,0,0
RAB40B,0.0054253894352791,0.0175325650073606,0.0269644952264436,0.0,0,0,0,0,0,0,0,0,0
FLNC,0.0269180220663267,0.2403920335963652,0.1509964882825201,0.0,0,0,0,0,0,0,0,0,0
TRIM63,0.0,0.051453682387831,0.1903728656198693,0.0,0,0,0,0,0,0,0,0,0
STRADB,0.0,0.0059602766792671,0.0796726579786861,0.0,0,0,0,0,1,0,0,0,0
CTNNAL1,0.0,0.0075235692796112,0.0417519824927497,0.0,0,0,0,0,0,0,0,0,0
BRD7,0.0162783544061302,0.0,0.038835553952203,0.0,0,0,0,0,0,0,0,0,0
HNRNPUL1,0.0049001745648396,0.0204122490838157,0.0144593837565364,0.0,0,0,0,0,0,0,0,0,0
CEACAM1,0.0,0.1859635209022959,0.1802873815196264,0.0,0,0,0,0,0,0,0,0,0
CPLX3,0.0,0.0208501159831046,0.0,0.0,0,0,0,0,0,0,0,0,0
ETV1,0.0,0.0027520669651226,0.0198227823907247,0.0,0,0,0,0,0,0,0,0,0
ERG,0.0097530427297322,0.0799149150133005,0.0628681809407871,0.0,0,0,0,0,0,0,0,0,0
IRF6,0.0,0.0195999489917926,0.0561329253721461,0.0,0,0,0,0,0,0,0,0,0
BAG3,0.0,0.0015852855591186,0.0166070733446786,0.3343558282208588,0,0,0,0,0,0,0,0,0
TUBA8,0.0,0.0754929119362094,0.0229204274264628,0.0,0,0,0,0,0,0,1,0,0
RB1CC1,0.0,0.0045408741942297,0.0156713643705434,0.0,0,0,0,0,0,0,0,0,0
ARF6,0.0108831419677353,0.0047851284484759,0.0328896113880664,0.0,0,0,0,0,0,0,0,0,0
MAPK8IP3,0.0053704953679018,0.0030686582290201,0.0433669581836746,0.0,1,0,0,0,0,0,0,0,0
HNRNPM,0.0107446606218437,0.0045024782263005,0.0144686649210429,0.0,0,0,0,0,0,0,0,0,0
NMU,0.0,0.0940807871882579,0.1267379429573934,0.0,0,0,0,0,0,0,0,0,0
RBM39,0.0054375826043622,0.0043012095477992,0.0663668849770766,0.0,0,0,0,0,0,0,0,0,0
FAM9B,0.0108785973835643,0.1830536664468842,0.0,0.0,0,0,0,0,0,0,0,0,0
PPP1R14A,0.0,0.3720368095400888,0.1728391276860908,0.0,0,0,0,0,0,0,0,0,0
CLEC7A,0.0054199021884821,0.3321389668400982,0.045304198295566,0.1840490797546012,0,0,0,0,0,0,0,0,0
MAGOH,0.0,0.0340256109855475,0.0357955986045766,0.0,0,0,0,0,0,0,0,0,0
PABPN1,0.0,0.0137248599739987,0.0243836866285921,0.0,0,0,0,0,0,0,0,0,0
EGLN1,0.0052514048109548,0.0167935134091978,0.0843774869040937,0.0,0,0,0,0,0,0,0,0,0
NOD1,0.0,0.0043254292365412,0.0238619267886729,0.0,0,0,0,0,0,0,0,0,0
TUBA1C,0.0,0.039614690680587,0.0396546079575557,0.0,0,0,0,0,0,0,1,0,0
PSMA1,0.0216512375018687,0.0194088791588657,0.0396480462226857,0.0,0,0,0,0,0,0,0,0,0
TCEA2,0.0,0.0334895860925068,0.0652511539457956,0.0,0,0,0,0,0,0,0,0,0
DEDD,0.0107330637984705,0.0046088781675352,0.0146586454262988,0.0,0,0,0,0,0,0,0,0,0
DEDD2,0.0,0.0024564455522418,0.0177217222271135,0.0,0,0,0,0,0,0,0,0,0
LAMB1,0.0104857061307198,0.0478116760769017,0.0419308547850344,0.0,0,0,0,0,0,1,0,0,0
ZNF615,0.0053960285834646,0.0513664118707208,0.0337554665674132,0.0,0,0,0,0,0,0,0,0,0
CXCL12,0.0,0.3147077547438501,0.2348067072690807,0.0,0,0,0,0,0,0,0,0,0
BRD3,0.0,0.0059466832510457,0.0279173656971946,0.0,0,0,0,0,0,0,0,0,0
RRP8,0.0,0.0031128520428517,0.0356912214892092,0.0,0,0,0,0,0,0,0,0,0
NLRC5,0.0158458522912704,0.0326671816844847,0.0601398843386773,0.0,0,0,0,0,0,0,0,0,0
LUC7L3,0.0,0.0226222639867464,0.0449774721018376,0.0,0,0,0,0,0,0,0,0,0
CALCOCO2,0.0,0.0055224005929492,0.0679731577518951,0.0,0,0,0,0,0,0,0,0,0
NFXL1,0.0162524135094903,0.0017727442074357,0.0704530589281178,0.0,0,0,0,0,0,0,0,0,0
TBX3,0.0325385903946236,0.0302651892847394,0.0583632419392796,0.0,0,0,0,0,0,0,0,0,0
LILRB4,0.0051962260812816,0.2963064155802597,0.0131065522120228,0.0,0,0,0,0,0,0,0,0,0
NUP62,0.0,0.0343144159870406,0.0342197434977323,0.0,0,0,0,0,0,0,0,0,0
BFSP1,0.0,0.0460746998247852,0.1192642066710192,0.0,0,0,0,0,0,0,0,0,0
CPSF1,0.0159944560087865,0.0058443877750296,0.0571887489509126,0.0,0,0,0,0,0,0,0,0,0
FBF1,0.0,0.0358821008557359,0.0696622663801893,0.0,0,0,0,0,0,0,0,0,0
KCNJ3,0.0215363714895012,0.2474183543196284,0.0605212069692233,0.0736196319018405,0,0,0,0,0,0,0,0,0
KCNJ6,0.0103724255781225,0.0,0.132950657880306,0.0,0,0,0,0,0,0,0,0,0
HIST1H1B,0.0054340562236353,0.0512445472016196,0.0877923683510911,0.0,0,0,0,0,0,0,0,0,0
HIST3H2BB,0.0,0.0597158390845116,0.0765989769968993,0.0,0,0,0,0,0,0,0,0,0
UQCRC2,0.0,0.0025446436242158,0.0519108978339846,0.0,0,0,0,0,0,0,0,0,0
ECH1,0.0054413269810214,0.0196330200811374,0.0740363876365389,0.0,0,0,0,0,0,0,0,0,0
ARL4C,0.0,0.0473935188193382,0.0307680314305444,0.0,0,0,0,0,0,0,0,0,0
FAM53A,0.0,0.05413647493502,0.0826612182653693,0.4294478527607361,0,0,0,0,0,0,0,0,0
CNBP,0.0,0.0018036473029018,0.0030690527238935,0.0,0,0,0,0,0,0,0,0,0
DDX21,0.0052349765461715,1.8641606443108503e-05,0.1044371134687292,0.0,0,0,0,0,0,0,0,0,0
DTL,0.0,0.0028745141014908,0.0964975851371775,0.0,0,0,0,0,0,0,0,0,0
WDR34,0.0,0.0033012676552846,0.043410581775034,0.0,0,0,0,0,0,0,0,0,0
DKC1,0.0,0.0159072100944294,0.1197343590245665,0.0,0,0,0,0,0,0,0,0,0
PDS5B,0.010781250522759,0.0024427626110192,0.0264457213847645,0.0,0,0,1,0,0,0,0,0,0
VDAC2,0.0,0.0058543936701097,0.0351219324154743,0.0,0,0,0,0,0,0,0,0,0
FNBP1L,0.0,0.0039191331788921,0.0203656902860753,0.3650306748466257,0,0,0,0,0,0,0,0,0
ACSL4,0.0161670365859997,0.0070508298857233,0.0752924001471532,0.0,0,0,0,0,0,0,0,0,0
APEH,0.0,0.0289034247474138,0.0046316853238562,0.0,0,0,0,0,0,0,0,0,0
IST1,0.0,0.0,0.0290324670881377,0.0,0,0,0,0,0,0,0,0,0
SIGIRR,0.0054408846046392,0.0517680319950041,0.0328853216423235,0.0,0,0,0,0,0,0,0,0,0
SSB,0.0,0.004214179949026,0.0861794096921594,0.0,0,0,0,0,0,0,0,0,0
RHOD,0.0054472070461074,0.0073308887801554,0.0728841647507983,0.0,0,0,0,0,0,0,0,0,0
RBM14,0.0107174839248055,0.0015430993829809,0.0105641296633655,0.0,0,0,0,0,0,0,0,0,0
PDIA2,0.0053587887712164,0.1054941395725295,0.0403342609499754,0.0,0,0,0,0,0,0,0,0,0
NCR1,0.0108595838090595,0.0363282631034584,0.1657626330988789,0.0,0,0,0,0,0,0,0,0,0
NHP2,0.0,0.0065038264961966,0.0594860603111634,0.0,0,0,0,0,0,0,0,0,0
PLEKHO1,0.0054364930403205,0.1228006330382685,0.0803417922778566,0.0,0,0,0,0,0,0,0,0,0
PHGDH,0.0,0.0,0.0937010049154566,0.3650306748466257,0,0,0,0,0,0,0,0,0
MED1,0.0214613360200745,0.0181487220130489,0.0378481771517289,0.0,0,0,0,0,0,0,0,0,0
ANXA7,0.0053885748357102,0.0016981478701769,0.0137865245654903,0.0,0,0,0,0,0,0,0,0,0
INTS3,0.02630252287746,0.0071280260193505,0.0273411340283938,0.0,0,0,0,0,0,0,0,0,0
SPRR2A,0.0054514979875513,0.280967896486035,0.2493085177538007,0.0,0,0,0,0,0,0,0,0,0
HSPA14,0.0054509619908573,0.0023997068498282,0.0188808757475215,0.0,0,0,0,0,0,0,0,0,0
BUD31,0.0,0.0074580379255636,0.0457360372264722,0.0,0,0,0,0,0,0,0,0,0
FBXO7,0.0,0.0029658897550972,0.0130442023820267,0.0,0,0,0,0,0,0,0,0,0
NPM3,0.0,0.0040615546565078,0.1082682465217904,0.3343558282208588,0,0,0,0,0,0,0,0,0
NMRAL1,0.0,0.0334212772270925,0.0479756918307501,0.0,0,0,0,0,0,0,0,0,0
UCHL1,0.0,0.4590655883375619,0.1939944434414896,0.0,0,0,0,0,0,0,0,0,0
YTHDC1,0.0105507864608713,0.0291306218644128,0.0052317524353735,0.0,0,0,0,0,0,0,0,0,0
NR3C2,0.0048139275004837,0.0002455865491249,0.2383444100645973,0.0,0,0,0,0,0,0,0,0,0
KLHDC2,0.0054335061789887,0.0052830487466492,0.0413271138628063,0.0,0,0,0,0,0,0,0,0,0
CHCHD3,0.0108233955016735,0.0026282725985447,0.0136590287135531,0.0,0,0,0,0,0,0,0,0,0
HHAT,0.0101799110577727,0.0744958288108662,0.063057843723342,0.0,0,0,0,0,0,0,0,0,0
CAMK2B,0.0054176058781924,0.2813929848029661,0.1603127325835177,0.0,0,0,0,0,0,0,0,1,0
HERC5,0.0054300491359522,0.1112552342673207,0.0639227386958768,0.0,0,0,0,0,0,0,0,0,0
KCNB1,0.0212324290732146,0.0,0.2616350039713174,0.0,0,0,0,0,0,0,0,0,0
DPP10,0.0159074032355643,0.0172452041657952,0.3512862650097103,0.0,0,0,0,0,0,0,0,0,0
RAP1B,0.0,0.0034466564394526,0.0382048232746819,0.0,1,0,0,0,0,0,0,0,0
GORASP2,0.0108254699359724,0.1223690467053702,0.0136623679077882,0.0,0,0,0,0,0,0,0,0,0
ZNF8,0.0108666527311816,0.0394962810715464,0.0323236281847691,0.0,0,0,0,0,0,0,0,0,0
KLC4,0.0053995801413276,0.0009890279560944,0.0917098910232728,0.294478527607362,0,0,0,0,0,0,0,0,0
UBTF,0.0053490937852445,0.0021197565894414,0.0039018933972829,0.0,0,0,0,0,0,0,0,0,0
TEKT4,0.0108997520844617,0.0727047763901611,0.1619529519543733,0.0,0,0,0,0,0,0,0,0,0
TEKT1,0.0,0.4125850444541769,0.0,0.0,0,0,0,0,0,0,0,0,0
UVRAG,0.00511328577843,0.0040855517908757,0.002541219817985,0.0,0,0,0,0,0,0,0,0,0
THOC2,0.0215490493795023,0.01239762911258,0.0670568353578558,0.0,0,0,0,0,0,0,0,0,0
FANCA,0.0105797259877359,0.0258431093221839,0.1179640521445058,0.0,0,0,0,0,0,0,0,0,0
LMNB1,0.0,0.0025493326278374,0.0570226219662387,0.0,0,0,0,0,0,0,1,0,0
WWC1,0.0162689344945099,0.0242868498339117,0.0528629775604473,0.0,0,0,0,0,0,0,0,0,0
CLTCL1,0.0263709007952533,0.0189345765724545,0.0480409171329949,0.0,0,0,0,0,0,0,0,0,0
RNF135,0.0,0.0588464060063628,0.0408116093211277,0.0,0,0,0,0,0,0,0,0,0
KCNJ5,0.0,0.0264915004253195,0.0942240575814579,0.0,0,0,0,0,0,0,0,0,0
PARD6B,0.0,0.0094107531547445,0.021060694619463,0.0,0,0,0,0,0,0,0,0,0
BCL6B,0.0,0.2005821578703143,0.0107476190583836,0.0,0,0,0,0,0,0,0,0,0
CHTOP,0.0108433171674727,0.0397025958605432,0.0266362808652869,0.0,0,0,0,0,0,0,0,0,0
ATG4A,0.0054357770258989,0.0267976875400482,0.072406549742416,0.0,0,0,0,0,0,0,0,0,0
HMGB1,0.0,0.0003834412464065,0.0747638077970811,0.0,0,0,0,0,0,0,0,0,0
TPSAB1,0.0,0.2297422386550917,0.2033639401172381,0.0,0,0,0,0,0,0,0,0,0
KLF9,0.005440634854273,0.0122769149334549,0.1216078106537111,0.0,0,0,0,0,0,0,0,0,0
KRT15,0.0054179033408608,0.1447728357795475,0.1236528664926364,0.0,0,0,0,0,0,0,0,0,0
LTBR,0.0054183328689856,0.017056320220628,0.0068274293536639,0.0,0,0,0,0,0,0,0,0,0
TLR7,0.0213885526422834,0.3248024132540317,0.1898171205325138,0.0,0,0,0,0,0,0,0,0,0
MED14,0.021710635715723,0.003447889463266,0.0257321816661053,0.0,0,0,0,0,0,0,0,0,0
ITGB3BP,0.0,0.0121835908739051,0.062429099716374,0.3650306748466257,0,0,0,0,0,0,0,0,0
AKAP13,0.0106221944621914,0.0041384023014795,0.0504905904781482,0.0,0,0,0,0,0,0,0,0,0
MAP1LC3A,0.016265078711902,0.2139610868648239,0.020712099568604,0.0,0,0,0,0,0,0,0,0,0
MDH2,0.0054337565505397,0.0026827185559053,0.0037955847604585,0.0,0,0,0,0,0,0,0,0,0
ASXL2,0.0408561593230113,0.0016629297432996,0.0045155209536182,0.0,0,0,0,0,0,0,0,0,0
PRPF31,0.0054006252066022,0.0545273219456904,0.022799800028716,0.0,0,0,0,0,0,0,0,0,0
PABPC4,0.0107822594569807,0.0132398402127764,0.0495615040970552,0.0,0,0,0,0,0,0,0,0,0
ARHGDIA,0.0053199237947607,0.0236082379972789,0.0175625463724354,0.0,0,0,0,0,0,0,0,0,0
RHOH,0.0,0.0,0.1157333661600955,0.0,0,0,0,0,0,0,0,0,0
TTC3,0.0150888390372259,0.0074691995207746,0.0319291833238305,0.0,0,0,0,0,0,0,0,0,0
CLUAP1,0.0,0.0239586547445192,0.0470071987400575,0.0,0,0,0,0,0,0,0,0,0
SIGLEC6,0.0054108317841784,0.1472141480907333,0.2418106039960252,0.0,0,0,0,0,0,0,0,0,0
FBXO6,0.0,0.0033857564906764,0.0149710456050779,0.0,0,0,0,0,0,0,0,0,0
POLR2E,0.0,0.0020708863216433,0.0053053710962218,0.1932515337423312,0,0,0,0,0,0,0,0,0
NDUFA4,0.0,0.0051082243660063,0.0129368922588002,0.0,0,0,0,0,0,0,0,0,0
OTX2,0.0,0.4311429760124232,0.0,0.0,0,0,0,0,0,0,0,0,0
SMARCD2,0.0108534831061645,0.0131567687761186,0.0342808528743546,0.0,0,0,0,0,0,0,0,0,0
CDR2,0.0,0.0033854546259864,0.0433226604678084,0.0,0,0,0,0,0,0,0,0,0
ATL3,0.0107597929015109,0.0118205674578227,0.022436914117523,0.0,0,0,0,0,0,0,0,0,0
CSDC2,0.0,0.0512931305955321,0.0280473117188686,0.0,0,0,0,0,0,0,0,0,0
CUTC,0.0,0.0048371427637335,0.0041244249106226,0.3343558282208588,0,0,0,0,0,0,0,0,0
BET1,0.0,0.0031940597830347,0.0325684148597918,0.0,0,0,0,0,0,0,0,0,0
RAD23A,0.0,0.0020516678578921,0.0343025311534429,0.0,0,0,0,0,0,0,0,0,0
HSPA1B,0.0054361225989338,0.0402756984456784,0.00379423501472,0.0,1,0,0,0,0,0,0,0,0
PDS5A,0.0,0.0039480077869724,0.015046269602023,0.0,0,0,1,0,0,0,0,0,0
CELF1,0.0,0.0240374645396553,0.0135939877599345,0.0,0,0,0,0,0,0,0,0,0
SRPK2,0.005174492752802,0.0042923085112512,0.0218618981013281,0.0,0,0,0,0,0,0,0,0,0
SMARCA1,0.0108207355035947,0.1073644689562944,0.0385597510256799,0.0,0,0,0,0,0,0,0,0,0
SHMT2,0.0051648422655007,0.0300136677009849,0.0876987848700274,0.0,0,0,0,0,0,0,0,0,0
NBR1,0.0053967440668424,0.0065713221162337,0.0489421443926231,0.0,0,0,0,0,0,0,0,0,0
GABARAP,0.0,0.007131094810441,0.0518936034144368,0.0,0,0,0,0,0,0,0,0,0
GTF2B,0.0,0.0541604633884502,0.0169690248681283,0.3650306748466257,0,0,0,0,0,0,0,0,0
HIST1H2BD,0.0054501509324131,0.0107356743617505,0.1148042155647065,0.0,0,0,0,0,0,0,0,0,0
KIR2DL4,0.0108523781044266,0.0,0.280371708852613,0.0,0,0,0,0,0,0,0,0,0
CYTIP,0.0,0.0481901469014119,0.0723841605522628,0.0736196319018405,0,0,0,0,0,0,0,0,0
SNX27,0.0,0.0,0.007348723670828,0.0,0,0,0,0,0,0,0,0,0
TPM3,0.0053721141372715,0.3265545843870575,0.0221465109525134,0.0,0,0,0,0,0,0,0,0,0
SQOR,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
SNAPIN,0.0,0.0117377346259069,0.0054808396537575,0.0,0,0,0,0,0,0,0,0,0
