gene1,gene2
APOB,NPC1L1
APOB,CALR
APOB,LRP2
APOB,PLTP
APOB,SCARB2
APOB,P4HB
APOB,APOD
APOB,LIPA
APOB,PLA2G7
APOB,APOE
APOB,MTTP
APOB,SAA1
APOB,TTR
APOB,APOM
APOB,APOC2
APOB,LPA
APOB,ANGPTL3
APOB,APOA1
APOB,APOA5
APOB,ALB
APOB,SCARB1
APOB,ABCA1
APOB,APOC4
APOB,OLR1
APOB,PCSK9
APOB,LDLR
APOB,A1CF
APOB,HSP90B1
APOB,CD36
APOB,APOBR
APOB,LCAT
APOB,APOBEC2
APOB,APOC1
APOB,LPL
APOB,CLU
APOB,FABP1
APOB,CRP
INO80B,UCHL5
INO80B,ACTR8
INO80B,TRRAP
INO80B,KAT5
INO80B,H3C12
INO80B,RUVBL2
INO80B,MCRS1
INO80B,INO80D
INO80B,ANP32E
INO80B,ACTL6A
INO80B,TFPT
INO80B,BRD8
INO80B,NFRKB
INO80B,INO80C
INO80B,INO80
INO80B,INO80E
INO80B,ACTB
INO80B,RUVBL1
INO80B,ACTR5
INO80B,YY1
INO80B,EP400
INO80B,ING3
TTL,TUBA1A
TTL,STMN4
TTL,TUBA1B
TTL,EDC3
TTL,TUBB2B
TTL,CLIP1
TTL,TUBB2A
SF3B6,SCNM1
SF3B6,HTATSF1
SF3B6,SF1
SF3B6,RBMX2
SF3B6,DHX16
SF3B6,SF3B4
SF3B6,SNRPD1
SF3B6,SNRPD2
SF3B6,CDC40
SF3B6,LSM8
SF3B6,EFTUD2
SF3B6,SNU13
SF3B6,DDX42
SF3B6,SF3A3
SF3B6,SF3B1
SF3B6,CWC22
SF3B6,LSM5
SF3B6,PRPF8
SF3B6,SNRNP40
SF3B6,ZMAT5
SF3B6,LSM4
SF3B6,U2AF2
SF3B6,CRNKL1
SF3B6,SNRPA1
SF3B6,MFAP1
SF3B6,RNF113A
SF3B6,RNPC3
SF3B6,LSM7
SF3B6,CCDC97
SF3B6,SF3B5
SF3B6,LSM6
SF3B6,SNRPG
SF3B6,ZCRB1
SF3B6,SART1
SF3B6,ARMC7
SF3B6,SNRPB2
SF3B6,SRSF1
SF3B6,ZRSR2
SF3B6,XAB2
SF3B6,TCERG1
SF3B6,SNRPE
SF3B6,SNRPB
SF3B6,SMU1
SF3B6,PRPF6
SF3B6,CDC5L
SF3B6,PPIL1
SF3B6,SRRM1
SF3B6,CWC15
SF3B6,CTNNBL1
SF3B6,BUD13
SF3B6,DHX15
SF3B6,SF3B2
SF3B6,DDX46
SF3B6,SNW1
SF3B6,SF3B3
SF3B6,SNIP1
SF3B6,PRPF38A
SF3B6,SNRNP200
SF3B6,SNRPF
SF3B6,LSM3
SF3B6,BCAS2
SF3B6,YBX1
SF3B6,PPIH
SF3B6,BUD31
SNX17,SNX1
SNX17,SELP
SNX17,KRIT1
SNX17,LRP8
WBP1,WBP2
WBP1,ACTR5
WBP1,RUVBL2
WBP1,RUVBL1
NDUFS7,UQCRB
NDUFS7,ACAD9
NDUFS7,PALB2
NDUFS7,SDHC
NDUFS7,NDUFB2
NDUFS7,NDUFA12
NDUFS7,ND5
NDUFS7,NDUFA9
NDUFS7,NDUFA5
NDUFS7,NDUFC2-KCTD14
NDUFS7,NDUFB8
NDUFS7,NDUFA6
NDUFS7,SDHA
NDUFS7,NDUFS6
NDUFS7,COX6A2
NDUFS7,NDUFB11
NDUFS7,SDHB
NDUFS7,ECSIT
NDUFS7,NDUFB3
NDUFS7,CYTB
NDUFS7,NDUFAB1
NDUFS7,NDUFV2
NDUFS7,NDUFAF1
NDUFS7,COX5A
NDUFS7,NDUFC1
NDUFS7,NUBPL
NDUFS7,ND3
NDUFS7,ND4
NDUFS7,NDUFA4
NDUFS7,NDUFC2
NDUFS7,NDUFA13
NDUFS7,NDUFB5
NDUFS7,NDUFAF2
NDUFS7,UQCRQ
NDUFS7,COX1
NDUFS7,NDUFAF5
NDUFS7,COX7B
NDUFS7,ND6
NDUFS7,COX6B1
NDUFS7,NDUFA8
NDUFS7,COX3
NDUFS7,MGLL
NDUFS7,UQCR10
NDUFS7,NDUFS2
NDUFS7,NDUFS5
NDUFS7,NDUFA2
NDUFS7,UQCR11
NDUFS7,NDUFB10
NDUFS7,UQCRH
NDUFS7,NDUFV3
NDUFS7,FOXRED1
NDUFS7,NDUFB1
NDUFS7,COX7A1
NDUFS7,COX7C
NDUFS7,NDUFB6
NDUFS7,TIMMDC1
NDUFS7,NDUFAF4
NDUFS7,NDUFS8
NDUFS7,NDUFA10
NDUFS7,NDUFA1
NDUFS7,NDUFA11
NDUFS7,CYC1
NDUFS7,UQCRC2
NDUFS7,COX4I1
NDUFS7,NDUFS4
NDUFS7,NDUFAF6
NDUFS7,NDUFAF3
NDUFS7,NDUFA7
NDUFS7,COX2
NDUFS7,UQCRFS1
NDUFS7,ND2
NDUFS7,ND1
NDUFS7,NDUFS3
NDUFS7,ND4L
NDUFS7,NDUFV1
NDUFS7,NDUFA3
NDUFS7,COX5B
NDUFS7,NDUFB9
PCGF1,YAF2
PCGF1,PHC3
PCGF1,BMI1
PCGF1,PCGF6
PCGF1,PCGF3
PCGF1,PHC2
PCGF1,EZH1
PCGF1,COMMD3-BMI1
PCGF1,BCORL1
PCGF1,CBX4
PCGF1,PHC1
PCGF1,CBX8
PCGF1,HDAC2
PCGF1,AEBP2
PCGF1,USP7
PCGF1,ASXL1
PCGF1,EED
PCGF1,RBBP4
PCGF1,RBBP7
PCGF1,RNF2
PCGF1,RING1
PCGF1,SUZ12
PCGF1,SCML2
PCGF1,PCGF2
PCGF1,BCOR
PCGF1,RYBP
PCGF1,KDM2B
PCGF1,PCGF5
PCGF1,CBX6
PCGF1,BAP1
PCGF1,UBAP2L
PCGF1,CBX2
PCGF1,EZH2
DOK1,ABL1
DOK1,RET
DOK1,NCK1
DOK1,RASA1
DOK1,PTK6
ACADL,ACADVL
ACADL,HADHB
ACADL,ACSL1
ACADL,HADHA
ACADL,ACOX3
ACADL,SIRT3
ACADL,ACAA2
ACADL,HADH
ACADL,CPT2
ACADL,ECI2
ACADL,ACADS
ACADL,ACADSB
ACADL,MECR
ACADL,ACOX1
ACADL,ECHS1
ACADL,ACAA1
REG1A,ZC3H12A
REG1A,REG1B
REG1A,REG3A
IGFBP2,IGF2
IGFBP2,TUBGCP5
IGFBP2,NIPA1
IGFBP2,NIPA2
IGFBP2,MIIP
IGFBP2,IGF1
IGFBP2,INS
IGFBP5,IGFBP3
IGFBP5,IGF2
IGFBP5,IGFALS
IGFBP5,IGF1
IGFBP5,PAPPA2
IGFBP5,PAPPA
KCNJ13,KCNE3
KCNJ13,KCNN4
KCNJ13,KCNK5
GGCX,F2
GGCX,BGLAP
GGCX,CYP2C9
GGCX,PROS1
GGCX,F7
GGCX,VKORC1
GGCX,NQO1
GGCX,GAS6
GGCX,PRRG2
GGCX,VKORC1L1
NEU2,UGT8
NEU2,GALC
NEU2,GAL3ST1
HSPE1,CCT2
HSPE1,HSPH1
HSPE1,GRPEL2
HSPE1,TCP1
HSPE1,CCT3
HSPE1,HSPA9
HSPE1,CCT7
HSPE1,CLPP
HSPE1,CCT4
HSPE1,HSP90AB1
HSPE1,HSPA4
HSPE1,CLPB
HSPE1,GRPEL1
HSPE1,HSP90AA1
HSPE1,HSPD1
HSPE1,CCT6A
HSPE1,CCT5
WNT6,DKK3
WNT6,DKK2
WNT6,NOTUM
WNT6,SFRP2
WNT6,WIF1
WNT6,GPC3
WNT6,FZD1
WNT6,LRP5
WNT6,SFRP4
WNT6,FZD9
WNT6,FZD6
WNT6,FZD5
WNT6,FZD3
WNT6,PORCN
WNT6,FZD2
WNT6,FZD7
WNT6,DKK1
WNT6,FZD8
WNT6,LRP6
WNT6,CER1
WNT6,FZD4
IL1RL1,IL1R1
IL1RL1,IL1RAP
IL1RL1,IL1B
IL1RL1,IL1A
IL1RL1,IL33
IL1RL1,IRAK1
IL1RL1,IRAK4
IL1RL1,IL13
SLC9A2,SLC9B2
AZU1,RNASE3
AZU1,PRTN3
AZU1,ELANE
AZU1,BPI
AZU1,DEFA4
PPP1R7,PPP1CA
PPP1R7,PPP1CB
PPP1R7,PPP1R11
PPP1R7,PASK
PPP1R7,PPP1CC
PROC,A2M
PROC,THBD
PROC,SERPINB2
PROC,F2R
PROC,F2
PROC,SERPINA5
PROC,F8
PROC,IGLL5
PROC,SERPINA1
PROC,PROS1
PROC,F5
PROC,SERPINC1
PROC,F13B
PROC,F3
PROC,FGA
PROC,SERPINF2
ID2,TCF3
ID2,TCF4
ID2,OLIG1
ID2,TCF12
ID2,NKX2-5
ID2,ID4
ID2,OLIG2
ODC1,ARG1
ODC1,SAT1
ODC1,NQO1
ODC1,SMS
ODC1,SAT2
ODC1,OAT
ODC1,ARG2
ODC1,AGMAT
ODC1,AOC1
ODC1,OAZ2
ODC1,OAZ1
ODC1,SRM
ODC1,OAZ3
GORASP2,RAB2A
GORASP2,GOLGA2
GORASP2,SMU1
GORASP2,BLZF1
GORASP2,RAB1A
CEBPZ,NOP2
CEBPZ,WDR3
CEBPZ,PWP1
CEBPZ,NOP14
CEBPZ,NFYC
CEBPZ,NAT10
CEBPZ,DDX10
CEBPZ,NOC2L
CEBPZ,DDX56
CEBPZ,PPAN
CEBPZ,RBM19
CEBPZ,NFYA
CEBPZ,RPF2
CEBPZ,GNL3
CEBPZ,RPF1
CEBPZ,NOL10
CEBPZ,GNL3L
CEBPZ,LTV1
CEBPZ,MPHOSPH10
CEBPZ,NSUN6
CEBPZ,WDR43
CEBPZ,NOL6
CEBPZ,RSL24D1
CEBPZ,TBL3
CEBPZ,PDCD11
CEBPZ,BMS1
CEBPZ,POLR1B
CEBPZ,WDR74
CEBPZ,UTP20
CEBPZ,TSR1
CEBPZ,DDX24
CEBPZ,FTSJ3
CEBPZ,GTPBP4
CEBPZ,NOC3L
CEBPZ,GRWD1
CEBPZ,RBM34
CEBPZ,PWP2
CEBPZ,NFYB
CEBPZ,WDR12
CEBPZ,BRIX1
CEBPZ,UTP3
CEBPZ,SURF6
CEBPZ,KRI1
CEBPZ,DHX15
CEBPZ,NGDN
CEBPZ,WDR46
CEBPZ,MAK16
CEBPZ,BOP1
CEBPZ,RSL1D1
CEBPZ,DDX18
CEBPZ,LSG1
CEBPZ,SDAD1
CEBPZ,MRTO4
CEBPZ,UTP14A
CEBPZ,NOP58
CEBPZ,NIFK
CEBPZ,HEATR1
CEBPZ,UTP4
CEBPZ,WDR75
CEBPZ,NOLC1
CEBPZ,RRP12
CEBPZ,DKC1
CEBPZ,EBNA1BP2
CEBPZ,GNL2
CEBPZ,DDX52
CEBPZ,PUM3
CEBPZ,NOP56
CEBPZ,PES1
RMDN2,RMDN3
DLX2,ASCL1
DLX2,DLX1
SLC1A4,ERVW-1
ORC2,PRIM2
ORC2,WDR18
ORC2,RPA1
ORC2,ORC1
ORC2,MCM8
ORC2,ORC3
ORC2,HAT1
ORC2,NOC3L
ORC2,ORC5
ORC2,CDK2
ORC2,MCM9
ORC2,DBF4
ORC2,MCM10
ORC2,MCM4
ORC2,MCM6
ORC2,MCM2
ORC2,CDT1
ORC2,LRWD1
ORC2,CDC45
ORC2,MCM3
ORC2,ORC4
ORC2,MCM7
ORC2,CDC7
ORC2,MAD1L1
PPP3R1,CALML6
PPP3R1,PLCG1
PPP3R1,CALML3
PPP3R1,SSH1
PPP3R1,PPP3CC
PPP3R1,NFATC2
PPP3R1,CALML5
PPP3R1,RCAN3
PPP3R1,SSH3
PPP3R1,PPIA
PPP3R1,PPP2CA
PPP3R1,CALM3
PPP3R1,CRTC2
PPP3R1,SSH2
PPP3R1,FKBP1A
PPP3R1,BAD
PPP3R1,SLC9A1
PPP3R1,RCAN1
PPP3R1,PPP2R5C
PPP3R1,NFATC3
PPP3R1,PPP1R1A
PPP3R1,FKBP1B
PPP3R1,TARDBP
PPP3R1,NFATC4
PPP3R1,GSK3B
PPP3R1,PPP2R1A
PPP3R1,PPP3CB
PPP3R1,DNAAF10
PPP3R1,NFATC1
PPP3R1,PLCG2
PPP3R1,PPP2R2A
PPP3R1,CALML4
PPP3R1,PPP4R2
PPP3R1,SOD1
PPP3R1,PPP3CA
PPP3R1,PPP2R5A
PLEK,AKT1
PLEK,RABIF
PLEK,BTK
PLEK,PLCD1
PLEK,OSBP
PLEK,MCF2
PLEK,CYTH1
PLEK,SRC
PRTN3,PADI4
PRTN3,LYZ
PRTN3,BPI
PRTN3,ELANE
PRTN3,IL32
PRTN3,CAMP
PRTN3,CD177
KISS1R,KISS1
KISS1R,PIK3R3
KISS1R,PIK3R1
KISS1R,ARRB1
KISS1R,GNAQ
KISS1R,PIK3CB
KISS1R,PIK3CD
KISS1R,PIK3CA
KISS1R,PROK2
KISS1R,GNRH1
KISS1R,NSMF
KISS1R,ARRB2
GRIN3B,PDYN
GRIN3B,GRIN3A
GRIN3B,DLG4
GRIN3B,GRIN1
GRIN3B,GRIN2C
GRIN3B,GRIN2B
GRIN3B,GRIN2A
GRIN3B,GRIN2D
ATP6V1B1,ATP6V0E2
ATP6V1B1,DMXL1
ATP6V1B1,ATP6V1A
ATP6V1B1,RNASEK
ATP6V1B1,ATP6V1B2
ATP6V1B1,ATP6V1C2
ATP6V1B1,TCIRG1
ATP6V1B1,ATP6V1H
ATP6V1B1,VMA22
ATP6V1B1,ATP4A
ATP6V1B1,ATP5F1C
ATP6V1B1,ATP6V1G3
ATP6V1B1,ATP6V0A1
ATP6V1B1,ATP6V0A4
ATP6V1B1,ATP5F1B
ATP6V1B1,ATP6AP2
ATP6V1B1,VMA12
ATP6V1B1,ATP6V1F
ATP6V1B1,ATP6V1E2
ATP6V1B1,ATP6V1E1
ATP6V1B1,ATP6AP1
ATP6V1B1,CNST
ATP6V1B1,ATP5MC2
ATP6V1B1,ATP5MC1
ATP6V1B1,ATP6V0A2
ATP6V1B1,ATP5MC3
ATP6V1B1,ATP6V0B
ATP6V1B1,ATP5F1A
ATP6V1B1,ATP6V0D1
ATP6V1B1,ATP6V0C
ATP6V1B1,ATP6V1G1
ATP6V1B1,ATP6V0E1
ATP6V1B1,ATP6V1G2
ATP6V1B1,ATP6V1C1
ATP6V1B1,ATP6V0D2
MSH6,PMS1
MSH6,ERCC8
MSH6,RPA1
MSH6,PAXX
MSH6,RCOR1
MSH6,POLE
MSH6,KDM1A
MSH6,ZSWIM7
MSH6,WRN
MSH6,XRCC4
MSH6,FANCM
MSH6,MLH3
MSH6,NBN
MSH6,ERCC5
MSH6,XPC
MSH6,RFC4
MSH6,MCM9
MSH6,LIG4
MSH6,MUTYH
MSH6,RAD51
MSH6,ERCC4
MSH6,POLA1
MSH6,XPA
MSH6,XRCC5
MSH6,MSH3
MSH6,XRCC6
MSH6,MRE11
MSH6,BARD1
MSH6,POLD1
MSH6,BRCA2
MSH6,PALB2
MSH6,FEN1
MSH6,PCNA
MSH6,PMS2
MSH6,DCLRE1C
MSH6,RAD23B
MSH6,SWSAP1
MSH6,ATM
MSH6,RAD21
MSH6,EPCAM
MSH6,NHEJ1
MSH6,OGG1
MSH6,PRKDC
MSH6,CHEK2
MSH6,CETN2
MSH6,EXO1
MSH6,FANCD2
MSH6,PHF21A
MSH6,ATP23
MSH6,RECQL4
MSH6,BRCA1
MSH6,BLM
PLEKHA3,GLTP
SPR,CBR1
SPR,AKR1B10
SPR,TPH2
SPR,DHFR2
SPR,AKR1C3
SPR,PAH
SPR,MCEE
SPR,PTS
SPR,TPH1
SPR,QDPR
SPR,AKR1B1
SPR,PCBD1
SPR,DHFR
SPR,TH
CLCN6,FAM131B
CLCA1,SERPINB2
CLCA1,CLCA2
CLCA1,POSTN
CLCA1,CLCA4
CLCA1,ANO1
CLCA1,ANO2
CLCA1,ZG16
BCL9,H3C12
BCL9,TLE4
BCL9,H3C13
BCL9,TLE1
BCL9,CDC73
BCL9,BCL9L
BCL9,H3-4
BCL9,H3-3B
BCL9,CTNNB1
BCL9,TLE3
BCL9,TCF7L2
BCL9,PYGO1
BCL9,HNF4A
BCL9,PYGO2
BCL9,LEF1
BCL9,LDB1
BCL9,TCF4
ANGPTL1,TEK
TMEM59,ATG16L1
OPRD1,PDYN
OPRD1,KNG1
OPRD1,PNOC
OPRD1,GNAI1
OPRD1,GNAI2
OPRD1,POMC
OPRD1,OPRM1
OPRD1,GNAI3
OPRD1,PENK
WDR77,CTDP1
WDR77,CLNS1A
WDR77,ERH
WDR77,SNRPD1
WDR77,SNRPD2
WDR77,SNRPG
WDR77,RIOK1
WDR77,SNRPE
WDR77,CDK4
WDR77,SNRPB
WDR77,COPRS
WDR77,H4C6
WDR77,PRMT5
WDR77,SNRPF
WDR77,PRMT1
WDR77,RBBP6
MAD2L2,PRIM2
MAD2L2,POLK
MAD2L2,CDC27
MAD2L2,TP53BP1
MAD2L2,REV1
MAD2L2,BUB3
MAD2L2,MAD2L1
MAD2L2,POLE3
MAD2L2,FZR1
MAD2L2,CHAMP1
MAD2L2,POLE
MAD2L2,POLA2
MAD2L2,SHLD1
MAD2L2,POLD3
MAD2L2,RAD51
MAD2L2,POLG2
MAD2L2,POLG
MAD2L2,POLA1
MAD2L2,POLH
MAD2L2,POLI
MAD2L2,PRIM1
MAD2L2,POLD1
MAD2L2,SHLD3
MAD2L2,BUB1B
MAD2L2,CRCP
MAD2L2,POLD2
MAD2L2,REV3L
MAD2L2,CDC20
MAD2L2,SHLD2
MAD2L2,BUB1
MAD2L2,POLE4
MAD2L2,ADAM9
MAD2L2,PAXIP1
MAD2L2,MAD1L1
SLC35D1,SLC35B1
SLC35D1,SLC35B3
SLC35D1,SLC35B4
SLC35D1,SLC35A3
SLC35D1,COQ4
SLC35D1,SLC35B2
SLC35D1,SLC35A1
PRDM2,CAMKMT
RGS2,GNAQ
RGS2,GNAI3
RGS2,PRKG1
RGS2,PPP1R9B
RGS2,ADCY3
RGS2,PRKG2
WARS2,AARS2
WARS2,MARS1
WARS2,LARS1
WARS2,QARS1
WARS2,IARS2
WARS2,KARS1
WARS2,WARS1
WARS2,VARS2
WARS2,VARS1
WARS2,NARS2
WARS2,YARS1
WARS2,RARS2
WARS2,SARS1
WARS2,MARS2
WARS2,SARS2
WARS2,AARS1
WARS2,LARS2
WARS2,YARS2
WARS2,PARS2
WARS2,AIMP1
NT5C1A,CDA
NT5C1A,UPP2
NT5C1A,NMNAT2
NT5C1A,CMPK2
NT5C1A,IMPDH1
NT5C1A,GMPR
NT5C1A,AMPD1
NT5C1A,DUT
NT5C1A,NT5M
NT5C1A,ATIC
NT5C1A,ENPP3
NT5C1A,NT5C1B
NT5C1A,QPRT
NT5C1A,NT5C3B
NT5C1A,DCTD
NT5C1A,NUDT16
NT5C1A,UPRT
NT5C1A,NT5E
NT5C1A,ADA
NT5C1A,ADSS1
NT5C1A,ADA2
NT5C1A,HPRT1
NT5C1A,DGUOK
NT5C1A,ADSL
NT5C1A,AK3
NT5C1A,DCK
NT5C1A,GUK1
NT5C1A,APRT
NT5C1A,NT5C1B-RDH14
NT5C1A,TYMP
NT5C1A,NT5C2
NT5C1A,UPP1
NT5C1A,GMPS
NT5C1A,DCTPP1
NT5C1A,ADK
NT5C1A,NMNAT1
NT5C1A,ADSS2
NT5C1A,NAPRT
NT5C1A,CNIH2
NT5C1A,NT5C
NT5C1A,ITPA
NT5C1A,TYMS
NT5C1A,TK2
NT5C1A,IMPDH2
NT5C1A,PNP
NT5C1A,DTYMK
NT5C1A,ENPP1
NT5C1A,NT5C3A
AKR7A2,AKR1A1
AKR7A2,AKR7A3
AKR7A2,AKR1B1
P3H1,COL1A2
P3H1,P4HB
P3H1,PPIB
P3H1,FKBP10
P3H1,SERPINH1
P3H1,CRTAP
SLC19A2,SLC19A3
VAMP4,STX7
VAMP4,NAPA
VAMP4,VPS54
VAMP4,SNAP23
VAMP4,GOSR2
VAMP4,STX6
VAMP4,STX12
VAMP4,STX4
VAMP4,STX2
VAMP4,VAMP7
VAMP4,VPS52
VAMP4,NSF
VAMP4,USE1
VAMP4,TGOLN2
VAMP4,VTI1A
VAMP4,SNAP25
VAMP4,STX18
VAMP4,STX11
VAMP4,STX3
VAMP4,STX10
VAMP4,STX16
VAMP4,NAPB
VAMP4,VTI1B
VAMP4,VAMP2
VAMP4,SNAP47
VAMP4,NAPG
VAMP4,STX5
VAMP4,STX8
VAMP4,VPS53
SYF2,DHX16
SYF2,SNRPD1
SYF2,SNRPD2
SYF2,PLRG1
SYF2,SLU7
SYF2,CWC25
SYF2,GCFC2
SYF2,RBMX2
SYF2,CCNDBP1
SYF2,EFTUD2
SYF2,C9orf78
SYF2,CDC40
SYF2,CRNKL1
SYF2,SNRPA1
SYF2,CACTIN
SYF2,CCDC12
SYF2,PRPF8
SYF2,SNRNP40
SYF2,PPIL3
SYF2,CWC22
SYF2,CWF19L1
SYF2,WDR25
SYF2,SNRPG
SYF2,DHX35
SYF2,DHX8
SYF2,PPIE
SYF2,DHX38
SYF2,FAM32A
SYF2,SNRPB2
SYF2,PPIG
SYF2,CDC5L
SYF2,PPIL1
SYF2,CWC15
SYF2,ISY1-RAB43
SYF2,PRKRIP1
SYF2,YJU2
SYF2,SDE2
SYF2,SNRPE
SYF2,SNRPB
SYF2,PPWD1
SYF2,CWF19L2
SYF2,XAB2
SYF2,SNW1
SYF2,DHX15
SYF2,NKAP
SYF2,SRRM2
SYF2,TFIP11
SYF2,ISY1
SYF2,BUD31
SYF2,BCAS2
SYF2,SNRPF
SYF2,SNRNP200
SYF2,SNRPN
CTSD,LAMP2
CTSD,LAMP1
CTSD,CTSB
CTSD,CTSL
CTSD,BID
CTSD,AGT
CTSD,BCL2
CTSD,IGF2R
CTSD,BCL2L1
CTSD,CTSS
MMP8,A2M
MMP8,SERPINH1
MMP8,DEFA4
MMP8,TIMP2
MMP8,CEACAM8
MMP8,ELANE
APOA1,APOL1
APOA1,SAA2
APOA1,FGA
APOA1,INS
APOA1,APOF
APOA1,APOA2
APOA1,APOA4
APOA1,LIPC
APOA1,AHSG
APOA1,NAXE
APOA1,APOD
APOA1,SNCA
APOA1,LRP2
APOA1,PLTP
APOA1,CUBN
APOA1,APOE
APOA1,AMBP
APOA1,MTTP
APOA1,SAA1
APOA1,HDLBP
APOA1,PLA2G7
APOA1,SAA2-SAA4
APOA1,ABCG1
APOA1,APOC2
APOA1,LPA
APOA1,ABCA7
APOA1,TTR
APOA1,APOM
APOA1,HPR
APOA1,APP
APOA1,ALB
APOA1,SCARB1
APOA1,SERPINA1
APOA1,APOA5
APOA1,APOC4
APOA1,B2M
APOA1,SAA4
APOA1,TF
APOA1,APCS
APOA1,ABCA1
APOA1,CD36
APOA1,HP
APOA1,LCAT
APOA1,F2
APOA1,ORM1
APOA1,APOO
APOA1,LPL
APOA1,CLU
APOA1,A2M
APOA1,MMP14
APOA1,C3
APOA1,FABP1
APOA1,GSN
APOA1,APOC1
SLC8A2,PRKG1
SLC8A2,PRKACG
SLC8A2,SLC8A1
SLC8A2,PRKACA
SLC8A2,SLC8A3
SLC8A2,PRKACB
SLC8A2,PRKG2
ATIC,PPAT
ATIC,NT5C1B
ATIC,MTR
ATIC,MTHFD2
ATIC,ENTPD3
ATIC,NT5C3B
ATIC,AMPD2
ATIC,NT5M
ATIC,SHMT2
ATIC,SORD
ATIC,FTCD
ATIC,ALK
ATIC,IMPDH1
ATIC,GMPR
ATIC,AMPD1
ATIC,ENTPD8
ATIC,ADSL
ATIC,DHFR
ATIC,MTHFD1L
ATIC,AMT
ATIC,GATB
ATIC,ENTPD5
ATIC,HPRT1
ATIC,NUDT16
ATIC,NT5E
ATIC,ENTPD4
ATIC,ADSS1
ATIC,CANT1
ATIC,MTHFD1
ATIC,NT5C
ATIC,NPM1
ATIC,GMPS
ATIC,ADSS2
ATIC,ENTPD1
ATIC,NT5C2
ATIC,MTHFD2L
ATIC,GART
ATIC,PAICS
ATIC,AMPD3
ATIC,APRT
ATIC,NT5C1B-RDH14
ATIC,DHFR2
ATIC,NT5C3A
ATIC,ENTPD6
ATIC,IMPDH2
ATIC,ITPA
ATIC,TYMS
ATIC,SHMT1
ATIC,CCT7
TNP1,PRM1
TNP1,PRM2
TNP1,KDM3A
TNP1,TNP2
TTR,HP
TTR,ORM1
TTR,CLU
TTR,A2M
TTR,FOXA2
TTR,AGER
TTR,GSN
TTR,APP
TTR,ALB
TTR,AFP
TTR,RBP4
TTR,SERPINA1
TTR,B2M
TTR,GC
TTR,ORM2
TTR,CST3
TTR,APCS
TTR,APOE
TTR,SERPINA7
TTR,APOA4
TTR,AHSG
TTR,LRP2
DOP1A,MON2
FILIP1,FLNA
TBPL1,GTF2A1
TBPL1,MYOD1
TBPL1,TAF2
TBPL1,TAF7L
TBPL1,BTAF1
TBPL1,GTF2A2
TBPL1,TBPL2
TBPL1,SP1
TBPL1,RBPJ
TBPL1,NFYA
TBPL1,TAF12
TBPL1,TAF10
TBPL1,GTF2B
TBPL1,RBPJL
FBXO30,CUL1
MED28,MED27
MED28,ZC3H13
MED28,CDK8
MED28,MED1
MED28,MED6
MED28,MED16
MED28,MED11
MED28,MED18
MED28,MED17
MED28,MED24
MED28,MED26
MED28,MED14
MED28,MED29
MED28,MED7
MED28,POLR2D
MED28,MED15
MED28,CDK19
MED28,MED21
MED28,MED20
MED28,GTF2B
MED28,RCOR1
MED28,MED13
MED28,POLR2E
MED28,CCNC
MED28,MED13L
MED28,POLR2L
MED28,POLR2B
MED28,POLR2G
MED28,MED22
MED28,POLR2J
MED28,TRIP4
MED28,MED23
MED28,MED10
MED28,CDK9
MED28,MED30
MED28,MED12
MED28,MED12L
MED28,MED25
MED28,MED9
MED28,MED4
MED28,MED8
RPN2,STT3A
RPN2,SSR1
RPN2,SSR2
RPN2,SEC61G
RPN2,MOGS
RPN2,KRTCAP2
RPN2,DAD1
RPN2,HSP90B1
RPN2,SEC61A2
RPN2,DOLPP1
RPN2,CANX
RPN2,STT3B
RPN2,SEC61A1
RPN2,OST4
RPN2,SSR3
RPN2,SSR4
RPN2,ALG10B
RPN2,TMEM258
RPN2,TUSC3
RPN2,DDOST
RPN2,ALG10
RPN2,RPN1
RPN2,OSTC
RPN2,MAGT1
PKD2,PKHD1
PKD2,PACS1
PKD2,PDE4C
PKD2,KIF3A
PKD2,ADCY5
PKD2,EXOC5
PKD2,PRKCSH
PKD2,TRPV4
PKD2,PKD1
PKD2,TRPC1
STBD1,GYS1
STBD1,AGL
STBD1,GABARAPL1
STBD1,GBE1
STBD1,GYG1
STBD1,EPM2A
STBD1,PPP1R3C
FGF23,SLC34A1
FGF23,FGFR3
FGF23,FGF18
FGF23,MEPE
FGF23,PHEX
FGF23,SLC34A3
FGF23,KL
FGF23,FGFR4
FGF23,FGFR1
FGF23,FGFR2
FGF23,DMP1
FGF23,GALNT3
FGF23,FGF17
FGF23,ENPP1
FGF23,FGF9
FGF23,FGF8
FGF23,PTH
FGF23,KLB
ELL2,AFF1
ELL2,ICE2
ELL2,RTF1
ELL2,CTR9
ELL2,NELFE
ELL2,TCEA2
ELL2,EAF1
ELL2,NELFA
ELL2,ELP4
ELL2,ERCC6
ELL2,CCNT2
ELL2,CCNT1
ELL2,ELOC
ELL2,SKIC8
ELL2,SUPT5H
ELL2,ELOB
ELL2,CDC73
ELL2,EAF2
ELL2,AFF4
ELL2,ELL
ELL2,ELL3
ELL2,PEX2
ELL2,MLLT3
ELL2,LEO1
ELL2,NELFCD
ELL2,ZC3H8
ELL2,NELFB
ELL2,ELOA
ELL2,CDK9
ELL2,MLLT1
ELL2,ICE1
GDA,PNP
GDA,APRT
GDA,HPRT1
GDA,HAL
GDA,XDH
GDA,DLG4
GDA,UPRT
GDA,DLG3
CPSF3,GTF3C3
CPSF3,RBBP6
CPSF3,PPP1CA
CPSF3,PAPOLG
