gene,MF: LUSC,METH: LUSC,GE: LUSC,CNA: LUSC,hsa04010,hsa04012,hsa04014,hsa04020,hsa04110,hsa04115,hsa04151
SP3,0.0,0.0103264702279199,0.038260452631098,0.0,0,0,0,0,0,0,0
TP53BP1,0.0,0.0142216660408789,0.0252907259172079,0.0,0,0,0,0,0,0,0
CDKN2A,0.0546127016446438,0.2169130272994651,0.367576208167279,0.8584070796460177,0,0,0,0,1,1,0
HIC1,0.0,0.0097715786417779,0.1333807927889623,0.0,0,0,0,0,0,0,0
FOXL2,0.0,0.1269267196939932,0.2847071445507445,0.0,0,0,0,0,0,0,0
DDX17,0.0,0.0141242003510428,0.0366227003596204,0.0,0,0,0,0,0,0,0
SATB1,0.0,0.0339353018667903,0.0993727002348187,0.0,0,0,0,0,0,0,0
SUZ12,0.0544425855894583,0.0093824042264056,0.0453857351952804,0.0,0,0,0,0,0,0,0
HDAC4,0.0,0.0085176265499849,4.843738568262831e-05,0.3517699115044247,0,0,0,0,0,0,0
HDAC1,0.0,0.0122979705041538,0.0886678490835341,0.0,0,0,0,0,1,0,0
HDAC2,0.0,0.0109849883241866,0.0914065777288375,0.0,0,0,0,0,1,0,0
CHD3,0.0,0.0053019681771961,0.0110810750574439,0.0,0,0,0,0,0,0,0
HNRNPC,0.0531340499720663,0.0097802660694653,0.0566982892805222,0.3871681415929203,0,0,0,0,0,0,0
NOP58,0.0548923878128959,0.0116192202732092,0.086812896131693,0.0,0,0,0,0,0,0,0
TOP1,0.0,0.0166641864585131,0.0028692231396808,0.0,0,0,0,0,0,0,0
TOP2A,0.0,0.0100402576730648,0.411519523640743,0.0,0,0,0,0,0,0,0
TOP2B,0.0,0.0174885207983634,0.028462603533791,0.0,0,0,0,0,0,0,0
SETDB1,0.0,0.0490060948513346,0.028056803278912,0.5707964601769911,0,0,0,0,0,0,0
ATF7IP,0.0,0.0118574457192358,0.0279993551414332,0.0,0,0,0,0,0,0,0
PRMT5,0.0,0.0119012622581071,0.0694176218789951,0.3871681415929203,0,0,0,0,0,0,0
WDR77,0.0,0.0152141119970283,0.0766765671781792,0.0,0,0,0,0,0,0,0
PINK1,0.0549069406064875,0.0170246664233213,0.1090767898847987,0.504424778761062,0,0,0,0,0,0,0
ERBB4,0.1060568547270228,0.0206185008412452,0.3486745522250353,0.0,1,1,0,1,0,0,1
RELN,0.2636223334217458,0.1020417000108817,0.1984022131751995,0.0,0,0,0,0,0,0,1
VLDLR,0.0,0.0321860585953282,0.0408043453296591,0.0,0,0,0,0,0,0,0
ASGR1,0.0,0.1374389031023972,0.1358409718601645,0.0,0,0,0,0,0,0,0
ASGR2,0.0,0.142740726187161,0.1242369902930021,0.0,0,0,0,0,0,0,0
EGR1,0.0,0.0073151274061193,0.1976659617435884,0.8539823008849557,0,0,0,0,0,0,0
SALL4,0.0,0.0816545630340713,0.2748333110261058,0.0,0,0,0,0,0,0,0
MAF1,0.0,0.0019909807577849,0.0072645915574578,0.0,0,0,0,0,0,0,0
ARHGAP35,0.1081140512776426,0.0251492284056386,0.0250585713020762,0.329646017699115,0,0,0,0,0,0,0
RASA1,0.2174459567363182,0.0241585522633434,0.0498472337358931,0.8539823008849557,1,0,1,0,0,0,0
BCAR1,0.0,0.2233964208372007,0.0175421171135541,0.0,0,0,0,0,0,0,0
RXRG,0.0,0.1531947652620666,0.4311347066479066,0.0,0,0,0,0,0,0,0
RARG,0.0,0.0098635632743424,0.1132828710143764,0.0,0,0,0,0,0,0,0
RXRA,0.0,0.025905402929943,0.0440937964488991,0.0,0,0,0,0,0,0,1
RARA,0.0,0.1818325260953717,0.162188564681863,0.0,0,0,0,0,0,0,0
RXRB,0.0,0.0020059126892798,0.0101999081434084,0.0,0,0,0,0,0,0,0
RARB,0.0,0.1780314914083744,0.0191763085020314,0.0,0,0,0,0,0,0,0
PPARD,0.0,0.0591921719258133,0.001602960090748,0.0,0,0,0,0,0,0,0
NRP2,0.0538245216072024,0.0434592281180841,0.0725847458679751,0.0,0,0,0,0,0,0,0
FLT1,0.0527329555322737,0.0,0.1337884706556203,0.0,1,0,1,1,0,0,1
KITLG,0.0,0.1208392589387774,0.0698292974659366,0.0,1,0,1,0,0,0,1
KIT,0.0546451863929561,0.0107523131244512,0.2308761537829676,0.0,1,0,1,0,0,0,1
PRKCA,0.0,0.0111096582157453,0.0924402274520176,0.0,1,0,1,1,0,0,1
PTPRU,0.0536485783880674,0.0167557349600265,0.1130760027092366,0.504424778761062,0,0,0,0,0,0,0
NCOR1,0.0532770429016574,0.0446131940909058,0.0541394198898999,0.0,0,0,0,0,0,0,0
TNS4,0.0,0.3489010739748417,0.4599030506257476,0.0,0,0,0,0,0,0,0
MET,0.0,0.0427433089188203,0.0087327721515189,0.0,1,0,1,1,0,0,1
LRIG1,0.0542059336935067,0.0120398575942827,0.0624146954834245,0.0,0,0,0,0,0,0,0
PAN2,0.0,0.0124405974281943,0.02440612463961,0.0,0,0,0,0,0,0,0
PAN3,0.0,0.0176024978491937,0.0316362066960477,0.0,0,0,0,0,0,0,0
POMT2,0.0,0.0,0.0645484513621163,0.0,0,0,0,0,0,0,0
POMT1,0.0,0.0027580269465869,0.0415358056402529,0.0,0,0,0,0,0,0,0
C1GALT1C1,0.0,0.0460843344763391,0.0176926574536742,0.0,0,0,0,0,0,0,0
C1GALT1,0.0,0.0079779227122342,0.0106312445293947,0.0,0,0,0,0,0,0,0
PMPCA,0.0,0.0126200459312785,0.0181024870007283,0.0,0,0,0,0,0,0,0
PMPCB,0.0,0.0354112986137778,0.0209269982317824,0.0,0,0,0,0,0,0,0
ATF6,0.0,0.0098386655774733,0.0315526228435285,0.0,0,0,0,0,0,0,0
HSPA5,0.0,0.0159448538805117,0.042969279211879,0.0,0,0,0,0,0,0,0
EIF2AK3,0.0,0.0072536738881921,0.002162669429057,0.0,0,0,0,0,0,0,0
ERN1,0.0,0.0604899975485773,0.0867354973011083,0.0,0,0,0,0,0,0,0
PIK3R4,0.0546037227120826,0.0040611625100507,0.0336193686161742,0.0,0,0,0,0,0,0,0
PIK3C3,0.0,0.014152738159705,0.0108234821824994,0.0,0,0,0,0,0,0,0
TKFC,0.0,0.0066272361117022,0.0,0.0,0,0,0,0,0,0,0
IFIH1,0.1094053045159116,0.0118816640183653,0.0463485369414762,0.0,0,0,0,0,0,0,0
CFL1,0.0,0.0992831506550159,0.0073119291984965,0.0,0,0,0,0,0,0,0
LIMK1,0.0,0.0027637081092441,0.0592832543353341,0.0,0,0,0,0,0,0,0
PGLYRP4,0.0,0.1432436732907206,0.3341278516496009,0.5707964601769911,0,0,0,0,0,0,0
PGLYRP3,0.0,0.1144449042149655,0.5066463266831649,0.5707964601769911,0,0,0,0,0,0,0
PPARG,0.0,0.0109803259427579,0.2175566654884399,0.0,0,0,0,0,0,0,0
SLC3A1,0.0542082209546543,0.3102481775328113,0.0921277385380044,0.0,0,0,0,0,0,0,0
DACT1,0.0542463956209362,0.0861567085282602,0.0281143263951662,0.0,0,0,0,0,0,0,0
AXIN1,0.0,0.0474565521706442,0.028056803278912,0.0,0,0,0,0,0,0,0
GSK3B,0.0,0.0106229881392463,0.0683975650809313,0.0,0,1,0,0,1,0,1
PFKP,0.0545183826971805,0.0138934781019067,0.1417010330926883,0.0,0,0,0,0,0,0,0
PFKL,0.0,0.0146513929165481,0.021895025311704,0.0,0,0,0,0,0,0,0
PFKM,0.0530959415074522,0.0040468067819456,0.0226937361767982,0.0,0,0,0,0,0,0,0
GCKR,0.1096203888058877,0.2208646768481467,0.0297015502983468,0.0,0,0,0,0,0,0,0
GCK,0.0,0.0673537632562697,0.0167857624065057,0.0,0,0,0,0,0,0,0
ANK1,0.0,0.0619603404869811,0.0502759591204976,0.0,0,0,0,0,0,0,0
NRCAM,0.0,0.1320565981530991,0.1787843785879538,0.0,0,0,0,0,0,0,0
CNTN2,0.1085741609894926,0.0,0.0815648030122296,0.0,0,0,0,0,0,0,0
CHL1,0.0,0.0484199379664129,0.0029052038598399,0.0,0,0,0,0,0,0,0
NFASC,0.0,0.0486889050460314,0.0727794003222509,0.0,0,0,0,0,0,0,0
DCX,0.0517829753686881,0.1397778653361412,0.0,0.0,0,0,0,0,0,0,0
SDCBP,0.0,0.013397579485836,0.1308506955240536,0.0,0,0,0,0,0,0,0
PLXNB1,0.0540884983659989,0.0660607014906976,0.013594192055095,0.0,0,0,0,0,0,0,0
ERBB2,0.0,0.1228723457812804,0.0403866705148018,0.0,1,1,0,1,0,0,1
TLN1,0.0544898790960864,0.0157468671093258,0.1079838184783048,0.3008849557522124,0,0,0,0,0,0,0
PIP5K1C,0.0,0.0015410076533186,0.0543364354401862,0.0,0,0,0,0,0,0,0
PLXND1,0.0545856753995947,0.0303274350562491,0.1391250480769792,0.0,0,0,0,0,0,0,0
SEMA3E,0.0536859849109516,0.0,0.2964225870640695,0.0,0,0,0,0,0,0,0
SEMA4A,0.0,0.0603154507299464,0.0080214131721159,0.0,0,0,0,0,0,0,0
PTPRC,0.2717503783831683,0.0580787676825749,0.1979937956307275,0.0,0,0,0,0,0,0,0
SEMA4D,0.0,0.0,0.0121895714118849,0.0,0,0,0,0,0,0,0
CD72,0.0546186937717334,0.0,0.0039510968016354,0.3008849557522124,0,0,0,0,0,0,0
PLXNC1,0.0544237659395902,0.0568866498943842,0.1119119692414554,0.0,0,0,0,0,0,0,0
SEMA7A,0.0544419756431543,0.0991023056719108,0.0046889433748354,0.0,0,0,0,0,0,0,0
FYN,0.0,0.019968452517802,0.1300938699389133,0.0,0,0,0,0,0,0,0
ROBO2,0.0532068245946762,0.2164538078917562,0.2213919424397089,0.9469026548672568,0,0,0,0,0,0,0
SAV1,0.0,0.0004073028359886,0.0350640905790729,0.0,0,0,0,0,0,0,0
STK3,0.0,0.2567860567045795,0.0198160529517478,0.0,1,0,0,0,0,0,0
STK4,0.0540656596390254,0.0150128501821682,0.0508016699824613,0.0,1,0,1,0,0,0,0
TJP2,0.0,0.0170330623024697,0.1017601646089443,0.0,0,0,0,0,0,0,0
WWTR1,0.0,0.1974751236162865,0.0577812005574287,0.0,0,0,0,0,0,0,0
ADD2,0.0,0.0030298042656532,0.1025862552323313,0.0,0,0,0,0,0,0,0
ADD1,0.0,0.0275897977562333,0.0997561122273717,0.0,0,0,0,0,0,0,0
ADD3,0.0,0.2407329243481927,0.0099273522914679,0.0,0,0,0,0,0,0,0
AZGP1,0.0,0.5203074361823583,0.3158349549608344,0.0,0,0,0,0,0,0,0
PIP,0.0,0.2927604376112175,0.3011222958368196,0.0,0,0,0,0,0,0,0
LRRC8A,0.0,0.0,0.0145050557747579,0.0,0,0,0,0,0,0,0
LRRC8B,0.0536773705899868,0.0,0.0302907878449778,0.0,0,0,0,0,0,0,0
LRRC8E,0.0,0.0499816076816421,0.0409346553524268,0.0,0,0,0,0,0,0,0
LRRC8D,0.0,0.0007704478653923,0.1003345318746133,0.0,0,0,0,0,0,0,0
LRRC8C,0.0547676925656545,0.0,0.1020947895410866,0.0,0,0,0,0,0,0,0
CDC25C,0.0,0.0135091798401452,0.3462937173815101,0.8539823008849557,0,0,0,0,1,0,0
SRPRB,0.0,0.0060699825866717,0.1115129315605801,0.0,0,0,0,0,0,0,0
SRPRA,0.0,0.0105875898794603,0.0,0.0,0,0,0,0,0,0,0
MLXIPL,0.0,0.0699138139916006,0.0644133438356583,0.0,0,0,0,0,0,0,0
MLX,0.0,0.005061037511508,0.0220804731864435,0.0,0,0,0,0,0,0,0
SLC16A3,0.0,0.0192596233017118,0.0493319406642536,0.2256637168141592,0,0,0,0,0,0,0
SLC16A1,0.0,0.0002250774801083,0.240379076579645,0.0,0,0,0,0,0,0,0
PAK1,0.0,0.0090907912862873,0.1435144516537548,0.0,1,1,1,0,0,0,0
NF2,0.1078600092770562,0.0097601235896135,0.0151828886653999,0.0,0,0,0,0,0,0,0
FLNA,0.0528737717342001,0.1429445783894389,0.0603775827492871,0.2743362831858407,1,0,0,0,0,0,0
PKN1,0.0,0.0107177210716192,0.0778567386269365,0.0,0,0,0,0,0,0,1
CIT,0.0546285139486319,0.0036374362667838,0.0199641766277071,0.1902654867256637,0,0,0,0,0,0,0
CDKN1B,0.0,0.0134408431016444,0.0321966879288231,0.0,0,1,0,0,1,0,1
CFTR,0.0,0.6814117740830826,0.3523597221033197,0.0,0,0,0,0,0,0,0
GOPC,0.0,0.0098559544571947,0.0096280693457021,0.0,0,0,0,0,0,0,0
NAE1,0.0,0.0157843198874236,0.0730492170995068,0.0,0,0,0,0,0,0,0
UBA3,0.0545543329941121,0.021412680472579,0.0248971374215108,0.0,0,0,0,0,0,0,0
UBE2F,0.0,0.0199213917660723,0.0300818623958025,0.3517699115044247,0,0,0,0,0,0,0
CUL4B,0.0,0.2538580679973207,0.0336028166088858,0.0,0,0,0,0,0,0,0
CUL4A,0.0,0.0044876733577591,0.0117393138345627,0.2013274336283185,0,0,0,0,0,0,0
RBX1,0.0,0.0111799416442505,0.0136396667498879,0.0,0,0,0,0,1,0,0
CUL9,0.0,0.0229649086442629,0.0088983703173964,0.0,0,0,0,0,0,0,0
LEPR,0.0532021943067924,0.0163670523467792,0.2788025549696474,0.0,0,0,0,0,0,0,0
TIMM13,0.0,0.0032620203579416,0.0621286323171689,0.0,0,0,0,0,0,0,0
TIMM8B,0.0,0.0,0.0676035129591842,0.0,0,0,0,0,0,0,0
TIMM8A,0.0,0.0465647891760936,0.1320200691343506,0.0,0,0,0,0,0,0,0
TIMM10,0.0549430864783681,0.0072978068765845,0.0794882757440212,0.0,0,0,0,0,0,0,0
TIMM9,0.0,0.0225049391994553,0.045649755379138,0.0,0,0,0,0,0,0,0
RNGTT,0.0,0.0076955934009058,0.0275387228477316,0.0,0,0,0,0,0,0,0
RNMT,0.0538271937365486,0.0072606535157118,0.0372127754089983,0.0,0,0,0,0,0,0,0
SRRM1,0.0,0.0098495950329026,0.0120080134154985,0.504424778761062,0,0,0,0,0,0,0
SRRM2,0.1628578684590232,0.0847826598836455,0.0164807245481539,0.0,0,0,0,0,0,0,0
EPRS,0.1095858508479914,0.0075155884853595,0.0639490411236252,0.0,0,0,0,0,0,0,0
DUS2,0.0547927670227921,0.0100867319404944,0.0269562225216891,0.0,0,0,0,0,0,0,0
WDR4,0.0,0.0094515200686259,0.1084097911708492,0.6216814159292036,0,0,0,0,0,0,0
METTL1,0.0,0.0069875386342015,0.1215181759739756,0.0,0,0,0,0,0,0,0
QTRT1,0.0547767520346544,0.0298691178875846,0.0483292367575869,0.0,0,0,0,0,0,0,0
QTRT2,0.0,0.0139285677211825,0.0,0.0,0,0,0,0,0,0,0
TRMT6,0.0547591771831621,0.0082787465711522,0.0902578144876343,0.0,0,0,0,0,0,0,0
TRMT61A,0.0,0.0091981575269712,0.0250514742872188,0.3495575221238938,0,0,0,0,0,0,0
PIGX,0.0,0.0141371390559087,0.1626618371040288,0.0,0,0,0,0,0,0,0
PIGM,0.0,0.0155128082874209,0.0117221057315814,0.0,0,0,0,0,0,0,0
PIGF,0.0548762969805934,0.0138979448696053,0.0500949975523768,0.0,0,0,0,0,0,0,0
PIGO,0.0,0.0289229307371177,0.0116377491638209,0.0,0,0,0,0,0,0,0
PIGG,0.0,0.0220003608345313,0.0056915982722808,0.0,0,0,0,0,0,0,0
EIF4A2,0.054362994100435,0.0020823847006909,0.0475487084638788,0.0,0,0,0,0,0,0,0
EIF4A1,0.0,0.0076537569264454,0.0411518730803873,0.0,0,0,0,0,0,0,0
PSEN1,0.0538222296491403,0.0099164064581176,0.0239587532972073,0.0,0,0,0,0,0,0,0
NCSTN,0.0,0.0023116607620185,0.0063427780335096,0.0,0,0,0,0,0,0,0
PPP1CC,0.0543193545084206,0.0340204667728382,0.0502450961888643,0.1902654867256637,0,0,0,0,0,0,0
PPP1R15A,0.0,0.0046715520889687,0.1876263335631063,0.329646017699115,0,0,0,0,0,0,0
MMADHC,0.0,0.0400918568827454,0.0410984667502003,0.0,0,0,0,0,0,0,0
MMACHC,0.0,0.0054319700299575,0.0656431218163584,0.0,0,0,0,0,0,0,0
GP1BB,0.0,0.3051958284724987,0.0464464141620639,0.75,0,0,0,0,0,0,0
GP1BA,0.0,0.0169628313239196,0.1320703103545873,0.0,0,0,0,0,0,0,0
HLA-DOA,0.0,0.1345887159884628,0.2321406812258523,0.0,0,0,0,0,0,0,0
HLA-DOB,0.0548933341416867,0.438371924920867,0.0376132461884959,0.0,0,0,0,0,0,0,0
NFKBIE,0.0,0.0765463681060144,0.0113612369416202,0.0,0,0,0,0,0,0,0
REL,0.0545390794743552,0.0116760922880972,0.0294094903640045,0.6084070796460177,0,0,1,0,0,0,0
TLE1,0.0,0.2118970851516479,0.0043012167553266,0.0,0,0,0,0,0,0,0
STXBP3,0.0,0.0108851133150203,0.0341073132755288,0.0,0,0,0,0,0,0,0
ATP6V0D2,0.0548646945527911,0.3007272556949157,0.1486357360018944,0.0,0,0,0,0,0,0,0
ATP6V0D1,0.0,0.0098357066066675,0.0887948406846547,0.0,0,0,0,0,0,0,0
ORC2,0.0,0.0050857695763309,0.0663746213356332,0.0,0,0,0,0,1,0,0
MCM8,0.0,0.0057271052251202,0.1896789241804955,0.0,0,0,0,0,0,0,0
CD8B,0.0,0.1570601051279578,0.0583809897764205,0.0,0,0,0,0,0,0,0
CD8A,0.0,0.0292504753094794,0.107904954272155,0.0,0,0,0,0,0,0,0
CD3E,0.054874848467035,0.0056375942834264,0.1139668900419713,0.0,0,0,0,0,0,0,0
CD3G,0.0,0.2205800607924827,0.1178216169268417,0.0,0,0,0,0,0,0,0
CD3D,0.0,0.1389131135148067,0.0910994179025547,0.0,0,0,0,0,0,0,0
SEC31A,0.0,0.0050530508423867,0.0165167052239143,0.0,0,0,0,0,0,0,0
SEC13,0.0,0.0032323366318269,0.0017701918828049,0.0,0,0,0,0,0,0,0
KLRD1,0.0,0.0,0.1835623783241284,0.0,0,0,0,0,0,0,0
KLRC2,0.0547565775878002,0.0,0.0705978595206227,0.0,0,0,0,0,0,0,0
STXBP1,0.0,0.0,0.1513994611958259,0.0,0,0,0,0,0,0,0
BMI1,0.0,0.0071591423826009,0.0075329927586979,0.0,0,0,0,0,0,0,0
CBX4,0.0547743328754594,0.0225986962211694,0.0610108059475405,0.0,0,0,0,0,0,0,0
HSP90AA1,0.0,0.0095557993129263,0.0429780329125449,0.3495575221238938,0,0,0,0,0,0,1
FKBP6,0.0,0.0773116423025995,0.0593785407256462,0.0,0,0,0,0,0,0,0
TTC21B,0.0,0.0579697836275939,0.0256166337216667,0.0,0,0,0,0,0,0,0
WDR35,0.0549365424434405,0.03457960148845,0.0512676689175535,0.1106194690265486,0,0,0,0,0,0,0
PTK2,0.0524962038581615,0.0082142263010477,0.017287086584312,0.0,0,0,0,0,0,0,1
MAFB,0.0,0.0347712538304981,0.0276924183298274,0.0,0,0,0,0,0,0,0
VAMP2,0.0,0.0598231834442292,0.1565997202794499,0.0,0,0,0,0,0,0,0
DDB1,0.0,0.0161184821405813,0.0356280427259608,0.0,0,0,0,0,0,0,0
IL17A,0.0546845790484393,0.4823790176479333,0.0,0.0,0,0,0,0,0,0,0
IL17F,0.0,0.3659486170518785,0.0,0.0,0,0,0,0,0,0,0
KHSRP,0.0547162650575669,0.0003676012256523,0.0557620070543576,0.0,0,0,0,0,0,0,0
PBX1,0.0,0.0277370933076767,0.043295634714599,0.0,0,0,0,0,0,0,0
PKNOX1,0.0,0.0046462798473725,0.0066633450888173,0.0,0,0,0,0,0,0,0
DLG3,0.0,0.0213854408267889,0.0280074221736666,0.0,0,0,0,0,0,0,0
DLG4,0.0,0.00710362018831,0.0830799052678231,0.0,0,0,0,0,0,0,0
CD1A,0.0548836038360581,0.4058945670523552,0.0194602792690188,0.0,0,0,0,0,0,0,0
CD1B,0.0549500046754336,0.6391218933126618,0.168691734670229,0.0,0,0,0,0,0,0,0
CD1D,0.0,0.0466593037160038,0.1057159198104868,0.0,0,0,0,0,0,0,0
CD1C,0.0,0.620494925632528,0.2312053707751907,0.0,0,0,0,0,0,0,0
RAG2,0.0541296134230069,0.2753744453964591,0.0,0.0,0,0,0,0,0,0,0
RAG1,0.0,0.126564043935169,0.0538191850682305,0.0,0,0,0,0,0,0,0
ERLIN1,0.0,0.0,0.0143557498499315,0.0,0,0,0,0,0,0,0
ERLIN2,0.0,0.0057794013429636,0.0226264295427154,0.0,0,0,0,0,0,0,0
ZFHX3,0.1584253127649523,0.0,0.070279970772191,0.0,0,0,0,0,0,0,0
OTUB1,0.0,0.0332764658794511,0.0401921296591807,0.0,0,0,0,0,0,0,0
RNF128,0.0540876043788594,0.0319386759495125,0.1855165086825895,0.0,0,0,0,0,0,0,0
HSD17B10,0.0,0.0491305863086223,0.0603201317585306,0.0,0,0,0,0,0,0,0
TRMT10C,0.0,0.0213709918778942,0.0811656088743202,0.0,0,0,0,0,0,0,0
ZNF335,0.0,0.0021966157311959,0.0150651041441036,0.0,0,0,0,0,0,0,0
CNOT6,0.0,0.0314471018468341,0.0189016423500866,0.8539823008849557,0,0,0,0,0,0,0
RFX6,0.0548017896282762,0.0528401560375491,0.0,0.0,0,0,0,0,0,0,0
IL6ST,0.0,0.0430196819052812,0.1924553684342983,0.0,0,0,0,0,0,0,0
CUL5,0.0,0.0298949233789063,0.0088913758979023,0.0,0,0,0,0,0,0,0
CUL3,0.0536662847717197,0.009467565022772,0.0017138016611358,0.3517699115044247,0,0,0,0,0,0,0
CUL2,0.0,0.0175626671392977,0.0289923808088053,0.0,0,0,0,0,0,0,0
PHB2,0.0540355119868758,0.0152746847680908,0.0630869710701744,0.0,0,0,0,0,0,0,0
PHB,0.0,0.0104708590295436,0.0493605207573836,0.0,0,0,0,0,0,0,0
RANGAP1,0.0543789852434139,0.0097174475907505,0.1115228046512694,0.0,0,0,0,0,0,0,0
DCTN3,0.0,0.0063121613163236,0.0201987308593901,0.0,0,0,0,0,0,0,0
DCTN2,0.0,0.0720977543436628,0.0200921731231342,0.0,0,0,0,0,0,0,0
CRLF2,0.0,0.0,0.2034605109932959,0.0,0,0,0,0,0,0,0
OSMR,0.0,0.0074180348574848,0.0181618135603964,0.7831858407079646,0,0,0,0,0,0,1
RSF1,0.0,0.0094552561841535,0.0050400387665427,0.0,0,0,0,0,0,0,0
CASP1,0.0,0.0001771848046339,0.0833992062926818,0.0,0,0,0,0,0,0,0
NR1H3,0.0,0.0,0.0678741244394239,0.0,0,0,0,0,0,0,0
NR1H2,0.0,0.0051270881110398,0.0494889193290321,0.329646017699115,0,0,0,0,0,0,0
PEX14,0.0,0.0077218978731956,0.0305549660171462,0.504424778761062,0,0,0,0,0,0,0
PEX13,0.0,0.0032034138408892,0.053719494161673,0.6084070796460177,0,0,0,0,0,0,0
GRIN1,0.0,0.0905113183917428,0.0310439401014769,0.0,0,0,1,1,0,0,0
GRIN2B,0.2101685661194011,0.1089494331430767,0.0,0.0,0,0,1,1,0,0,0
WASL,0.0,0.0152938201610144,0.0176681401089613,0.0,0,0,0,0,0,0,0
ITSN1,0.0,0.0060903550256715,0.0536111936294105,0.0,0,0,0,0,0,0,0
IFNGR1,0.0,0.0081517733204764,0.0814710412136358,0.0,0,0,0,0,0,0,0
IFNGR2,0.0,0.0676546045485275,0.0009858508814079,0.0,0,0,0,0,0,0,0
CLOCK,0.053665653774471,0.0,0.0074339416512442,0.2632743362831858,0,0,0,0,0,0,0
ARNTL2,0.0,0.090268359640971,0.2878495550881398,0.0,0,0,0,0,0,0,0
MSH4,0.0,0.248023829298593,0.0914662937027828,0.0,0,0,0,0,0,0,0
MSH5,0.0,0.0153499869680457,0.1074414364818248,0.0,0,0,0,0,0,0,0
MLH3,0.0537617838868874,0.0106278741768046,0.0069937011717666,0.0,0,0,0,0,0,0,0
POLR3D,0.0,0.0095220280403098,0.0389995314097484,0.0,0,0,0,0,0,0,0
POLR3E,0.0,0.0091943260079738,0.0327427641531054,0.0,0,0,0,0,0,0,0
POLR3H,0.0,0.0038651800656851,0.0230507603282263,0.0,0,0,0,0,0,0,0
CRCP,0.0,0.0125662585029652,0.0281300519713632,0.0,0,0,0,0,0,0,0
CYBB,0.0546080517337323,0.0,0.2502374523880113,0.0,0,0,0,0,0,0,0
CYBA,0.0,0.0011376725198435,0.060394904485597,0.0,0,0,0,0,0,0,0
BCKDHB,0.0,0.0123167902152006,0.0126222437732976,0.0,0,0,0,0,0,0,0
BCKDHA,0.0,0.0079431920051727,0.0056111651126559,0.0,0,0,0,0,0,0,0
MAT2A,0.0,0.0022757734841118,0.0155976474885925,0.0,0,0,0,0,0,0,0
MAT2B,0.0544517974942911,0.0565010798302102,0.0513850241318559,0.8539823008849557,0,0,0,0,0,0,0
CYP1A2,0.0,0.2112277911956468,0.0,0.0,0,0,0,0,0,0,0
POR,0.0,0.044029758387766,0.032069653775029,0.0,0,0,0,0,0,0,0
CYP2C19,0.0,0.19921592286462,0.0101556226291542,0.0,0,0,0,0,0,0,0
PDHA2,0.0,0.1710483815012693,0.0,0.0,0,0,0,0,0,0,0
PDHB,0.0,0.012892404874537,0.042223359540873,0.0,0,0,0,0,0,0,0
PDHA1,0.0,0.0115308865348012,0.0502607614091742,0.0,0,0,0,0,0,0,0
SDHB,0.0,0.0089121018291739,0.0127431979819801,0.504424778761062,0,0,0,0,0,0,0
SDHA,0.0,0.025924208195964,0.0502557402017583,0.8561946902654867,0,0,0,0,0,0,0
PDP1,0.0,0.0097146578699459,0.0525589582748738,0.0,0,0,0,0,0,0,0
PDPR,0.0534855866632206,0.0194735925740931,0.0070874539955356,0.0,0,0,0,0,0,0,0
PPP2R1A,0.0,0.0065593296148102,0.0063738653942809,0.0,0,0,0,0,1,0,1
PPP2CA,0.0,0.0070905053969475,0.0064842996456935,0.8539823008849557,0,0,0,0,1,0,1
MEP1A,0.0,0.1055122799849216,0.0699663334303836,0.0,0,0,0,0,0,0,0
MEP1B,0.0,0.3428841503716274,0.1609566123019382,0.0,0,0,0,0,0,0,0
ATP4A,0.0,0.448257637197555,0.1070087037921512,0.0,0,0,0,0,0,0,0
ATP4B,0.0,0.2953547267759187,0.0,0.2013274336283185,0,0,0,0,0,0,0
ARNT,0.0,0.087268404602985,0.0570111608281415,0.5707964601769911,0,0,0,0,0,0,0
EPAS1,0.0,0.0259286701418937,0.3257174252711692,0.0,0,0,0,0,0,0,0
CXCL10,0.0,0.1273592599384076,0.0400209096783261,0.0,0,0,0,0,0,0,0
CXCR3,0.0,0.013233045100333,0.1152909002277861,0.0,0,0,0,0,0,0,0
GNG2,0.0,0.0,0.160214333334227,0.0,0,0,1,0,0,0,1
F2R,0.0,0.2019926241947978,0.0625831782359313,0.8539823008849557,0,0,0,1,0,0,1
F2RL2,0.0,0.1605061511220044,0.1128354330249381,0.8539823008849557,0,0,0,0,0,0,0
EPHA8,0.1090090534023858,0.0466428551497935,0.0051754856242979,0.504424778761062,0,0,0,0,0,0,0
EFNA5,0.0,0.0107601999061902,0.0253640848886062,0.8539823008849557,1,0,1,0,0,0,1
PIAS1,0.0,0.0116126505304011,0.0689802710834623,0.0,0,0,0,0,0,0,0
VCL,0.0,0.0090210180554984,0.0577438544134099,0.0,0,0,0,0,0,0,0
UBE2D1,0.0,0.006271786637335,0.0012664712854343,0.0,0,0,0,0,0,0,0
MYB,0.0,0.0066247195246785,0.0057954928808045,0.0,0,0,0,0,0,0,1
NR3C1,0.0,0.0015074207106967,0.1065270185892363,0.8539823008849557,0,0,0,0,0,0,0
NCOA2,0.1080329479507171,0.0213200320375353,0.0327083836739803,0.0,0,0,0,0,0,0,0
HHIP,0.0,0.184247516207548,0.5253697150990654,0.0,0,0,0,0,0,0,0
IHH,0.0,0.0747893198899947,0.5823572030375211,0.3517699115044247,0,0,0,0,0,0,0
