GENE,MF: ESCA,METH: ESCA,GE: ESCA,CNA: ESCA,hsa04010,hsa04115,hsa04310,hsa04340,hsa04350
H3F3A,0.0,0.0966468177936174,0.0448778063366583,0.0,0,0,0,0,0
H3F3B,0.0270870792930895,0.0070966959185415,0.0837328160181131,0.0,0,0,0,0,0
CIITA,0.0,0.4426963021622958,0.0173894969450583,0.0,0,0,0,0,0
SLC25A12,0.0271298500389236,0.0012905656543369,0.0590256693764867,0.0,0,0,0,0,0
CTSL,0.0,0.1735983879288004,0.0949028689209588,0.0,0,0,0,0,0
DUSP10,0.0271146797832621,0.0074418152674543,0.121150675339069,0.0,1,0,0,0,0
TCL1A,0.0,0.3738238340217782,0.0513976187241139,0.0,0,0,0,0,0
BYSL,0.0,0.0016037253355504,0.0800139563544085,0.0,0,0,0,0,0
PDE4DIP,0.0243382881351274,0.0,0.0709056061435907,0.6413793103448276,0,0,0,0,0
UBB,0.0,0.0125157774397493,0.0146806151617595,0.5931034482758621,0,0,0,0,0
IMP3,0.0,0.5395102767602583,0.0093756480046596,0.0,0,0,0,0,0
MYH10,0.0267636526065263,0.2847912881239621,0.0055400953798831,0.0,0,0,0,0,0
DHX58,0.0,0.041947855002592,0.023870918865524,0.0,0,0,0,0,0
CLIP3,0.0,0.5543572855448152,0.1094404620253911,0.0,0,0,0,0,0
PHF7,0.0540270810473517,0.0010746882264559,0.0104101207403978,0.0,0,0,0,0,0
FBXO17,0.0270839305085004,0.2995816308624272,0.0238269403555582,0.0,0,0,0,0,0
CHD4,0.052141033403696,0.0,0.0042629316550192,0.0,0,0,0,0,0
ZFR,0.0270806038572463,0.0837936400480472,0.003324370094712,0.0,0,0,0,0,0
POLR2F,0.0,0.0109847466626111,0.024108471546164,0.0,0,0,0,0,0
MORF4L1,0.0,0.1151352777725001,0.0094699215205499,0.0,0,0,0,0,0
ING3,0.0,0.01609333913179,0.0543148555622894,0.0,0,0,0,0,0
RPL21,0.0,0.0057402530305695,0.0328090307170823,0.0,0,0,0,0,0
SIVA1,0.0,0.0736510548355096,0.0336243588803198,0.0,0,0,0,0,0
JMJD6,0.0,0.0064184727317077,0.0145143707999272,0.0,0,0,0,0,0
NLRP12,0.0535617903988474,0.3276262022538275,0.0455029053140122,0.0,0,0,0,0,0
COPS7B,0.0,0.0005014302208356,0.0179939240258627,0.0,0,0,0,0,0
WASF3,0.0,0.3504362263100598,0.2308488018367712,0.0,0,0,0,0,0
RPL28,0.0,0.0042578931336404,0.0716498157888012,0.0,0,0,0,0,0
MAPK10,0.0216254729301055,0.0,0.1112877279115657,0.0,1,0,1,0,0
RPL31,0.026947935074005,0.014166453660638,0.0086304721876357,0.0,0,0,0,0,0
BZW1,0.0,0.0938666812372149,0.0293053000741831,0.0,0,0,0,0,0
ZMYND10,0.0,0.0102234552628913,0.0151885193496221,0.0,0,0,0,0,0
SNCG,0.0,0.0156697872974032,0.0928535160457291,0.0,0,0,0,0,0
IRF5,0.0,0.0790055538086686,0.1014564504782847,0.0,0,0,0,0,0
BST2,0.0,0.3771021622618346,0.1501735113661087,0.0,0,0,0,0,0
LILRA4,0.0542656450396118,0.5401658753796159,0.024658943920979,0.0,0,0,0,0,0
NLRP1,0.026713874172609,0.4018650869517104,0.0143868294862638,0.0,0,0,0,0,0
OGDHL,0.0,0.2456000667875076,0.0308700750250987,0.3172413793103448,0,0,0,0,0
TUBAL3,0.0,0.0,0.061544223227175,0.3724137931034483,0,0,0,0,0
RHEB,0.0,0.003632616148832,0.0396736075626973,0.0,0,0,0,0,0
EXOC2,0.0270812836271189,0.0259158656502872,0.0029895274340936,0.0,0,0,0,0,0
RALA,0.0,0.0071252048659369,0.0697842214782218,0.0,0,0,0,0,0
RRAGC,0.0,0.0028177885674379,0.0360585455759929,0.0,0,0,0,0,0
ACTN3,0.0,0.0385410442713102,0.0,0.0,0,0,0,0,0
COPS2,0.0,0.0220582368297142,0.008503444449108,0.0,0,0,0,0,0
YBX3,0.0270486331898593,0.0307653880509978,0.0733681592328619,0.0,0,0,0,0,0
TYRO3,0.0,0.0276162410419657,0.0199748872711664,0.0,0,0,0,0,0
CUEDC2,0.0,0.0267093713151729,0.0251589363654393,0.0,0,0,0,0,0
RORA,0.0,0.3550150894255635,0.0552908482531099,0.0,0,0,0,0,0
PSMC5,0.0,0.0215101353389384,0.0172331798488286,0.0,0,0,0,0,0
IRF9,0.0,0.0326259867138696,0.0759267039443796,0.0,0,0,0,0,0
PPP3CA,0.0267462420085726,0.040198889104108,0.0402380359445594,0.0,1,0,1,0,0
MRPL1,0.0271284295758729,0.0169046931459872,0.0057491508383227,0.0,0,0,0,0,0
RPS3,0.0,0.0436264621783051,0.0397086350888498,0.0,0,0,0,0,0
SNRNP200,0.0269799430383266,0.030568288109553,0.0301663716102893,0.0,0,0,0,0,0
ELAVL1,0.0269986905066581,0.004787875166174,0.0404613814272628,0.0,0,0,0,0,0
IRF1,0.0,0.0147238755168702,0.0819063763447503,0.0,0,0,0,0,0
DDX58,0.0,0.029742684601707,0.0529920825499319,0.0,0,0,0,0,0
LMO7,0.0,0.0,0.0691957231380123,0.0,0,0,0,0,0
SMARCD3,0.0,0.0456902119408733,0.1419796754608722,0.0,0,0,0,0,0
TMEM11,0.0271122353308879,0.0356752305090168,0.0188131195632219,0.5931034482758621,0,0,0,0,0
TRIP6,0.0,0.0602306707035901,0.0819579927280995,0.0,0,0,0,0,0
DNAJA3,0.0,0.0057643258529552,0.0084927135280794,0.0,0,0,0,0,0
ELANE,0.0,0.0571127672098424,0.2557632979711839,0.6482758620689656,0,0,0,0,0
ALAS2,0.0,0.1602996737901752,0.1185907865818619,0.0,0,0,0,0,0
APCS,0.0,0.5869056125337981,0.0,0.6413793103448276,0,0,0,0,0
MBL2,0.0,0.0868417863901805,0.0,0.3172413793103448,0,0,0,0,0
LIMA1,0.0267952416584516,0.0177786367605923,0.0551688924580481,0.0,0,0,0,0,0
RANBP2,0.080944508839207,0.0307738321815836,0.02104552181064,0.0,0,0,0,0,0
PC,0.0,0.0073957107365286,0.0125935133788108,0.0,0,0,0,0,0
PTBP1,0.0,0.0023477815535194,0.0785350550216825,0.6482758620689656,0,0,0,0,0
ADAP1,0.0268072227462709,0.0597497075610458,0.0153538385681701,0.0,0,0,0,0,0
RPL3,0.0541704608646529,0.0007127878755983,0.047483729773599,0.0,0,0,0,0,0
MMP12,0.0,0.2678868050575638,0.0,0.0,0,0,0,0,0
EMD,0.0,0.3209534144891451,0.02671453386469,0.4758620689655173,0,0,0,0,0
STK16,0.0,0.0177897085357453,0.0148839296707485,0.0,0,0,0,0,0
CALM1,0.0,0.0724527703740371,0.0250480186556473,0.0,0,0,0,0,0
ISG20,0.0271019343596508,0.0,0.0072222073003393,0.0,0,0,0,0,0
GCC1,0.0,0.0026707545392903,0.007687404904378,0.0,0,0,0,0,0
ATF4,0.0270951901342518,0.0104683258263514,0.0526760468085338,0.0,1,0,0,0,0
NLRP2,0.0267343368491695,0.0074439040517619,0.1482833928255801,0.0,0,0,0,0,0
XAF1,0.0,0.1198297529114771,0.1009169588968853,0.0,0,0,0,0,0
PLOD1,0.0,0.0951831650878308,0.0664011346297285,0.0,0,0,0,0,0
CEBPD,0.0,0.0005986919188021,0.0025075162549603,0.0,0,0,0,0,0
WBP11,0.0,0.0089866190309258,0.0344205042322694,0.0,0,0,0,0,0
CD274,0.0,0.1115522280650906,0.0562197919164852,0.0,0,0,0,0,0
PDCD1,0.0,0.0858095653960223,0.0309476974621553,0.0,0,0,0,0,0
MAPKAPK5,0.0,0.0003702954291874,0.0300340503176761,0.0,1,0,0,0,0
MAPK11,0.0,0.0030536680212189,0.0100067260953342,0.0,1,0,0,0,0
EZH2,0.0,0.0084296341591954,0.1817466253170105,0.0,0,0,0,0,0
GABARAPL2,0.0,0.0296547236018258,0.0155954221388707,0.0,0,0,0,0,0
NEU1,0.0270893486206027,0.0279597879316026,0.0144592956614614,0.0,0,0,0,0,0
SREBF2,0.0,0.0016626494466081,0.025119953245682,0.0,0,0,0,0,0
PLA2G6,0.0,0.0,0.0269737663819324,0.0,0,0,0,0,0
GPS2,0.0,0.0279311210783577,6.564811793857973e-05,0.0,0,0,0,0,0
MAP3K7CL,0.0,0.0,0.0224548575509369,0.0,0,0,0,0,0
MAPKAPK2,0.0,0.0029600432144395,0.0044054773698094,0.0,1,0,0,0,0
TPH1,0.026965120753236,0.2253349999614003,0.2272212510599689,0.0,0,0,0,0,0
KCTD10,0.0,0.0027087170498396,0.0018783273976738,0.0,0,0,0,0,0
RHOB,0.0,0.0248950286717939,0.0483819211460063,0.0,0,0,0,0,0
ADRB1,0.0270466820331507,0.0976990626044199,0.1236564471745376,0.0,0,0,0,0,0
ERMN,0.0,0.0163395299701049,0.0932102000409175,0.0,0,0,0,0,0
FUBP3,0.0,0.0252328918831696,0.0136774937518037,0.0,0,0,0,0,0
COPB1,0.0539200239734657,0.0141734392113523,0.0137151129347456,0.0,0,0,0,0,0
KIFC3,0.0,0.1355783834261202,0.0291827107354589,0.0,0,0,0,0,0
PAFAH1B3,0.0271108975314697,0.0159973223642327,0.0775788749210977,0.0,0,0,0,0,0
LNX1,0.026913242072881,0.138149973217202,0.1257430282403619,0.0,0,0,0,0,0
TUFM,0.0,0.0004434747761914,0.0103220535928658,0.0,0,0,0,0,0
ELOF1,0.0270502341692255,0.0094508439217217,0.0033527857111433,0.0,0,0,0,0,0
TLR9,0.0,0.2842984276552984,0.0588347892078977,0.0,0,0,0,0,0
SIKE1,0.0,0.0099411729340574,0.0299728905896691,0.4413793103448275,0,0,0,0,0
GZMB,0.0,0.3269297387942029,0.0994583103737644,0.0,0,0,0,0,0
LEMD3,0.0271031567541747,0.0432815354003279,0.0021173859436567,0.0,0,0,0,0,0
CCDC50,0.0,0.0381889929983197,0.0313126015309406,0.0,0,0,0,0,0
NOL7,0.0,0.0337090558524807,0.0258008781146361,0.0,0,0,0,0,0
G3BP1,0.0269021080259607,0.0065110354758799,0.0594697553779688,0.0,0,0,0,0,0
CD46,0.0,0.0198025590029125,0.0078192699565615,0.0,0,0,0,0,0
HMGA1,0.0,0.0061700289989882,0.2572292910345168,0.0,0,0,0,0,0
SNX9,0.0,0.0181342461317123,0.0675550346406168,0.0,0,0,0,0,0
PGM1,0.0269147343120329,0.0424735957072984,0.044220462327466,0.0,0,0,0,0,0
KRTAP10-7,0.0,0.0289852385365926,0.0,0.0,0,0,0,0,0
NSA2,0.0,0.0066378866217387,0.0389383487406805,0.0,0,0,0,0,0
GAPDH,0.0,0.0084495390234556,0.1027285644001018,0.0,0,0,0,0,0
ATG16L1,0.0,0.0119000790476716,0.0040149835046549,0.0,0,0,0,0,0
BIK,0.0,0.0173777058088547,0.0247464938269605,0.0,0,0,0,0,0
BCL2A1,0.0271349686599614,0.2339126250208881,0.1732893123291206,0.0,0,0,0,0,0
S100A7,0.0271467823907447,0.0,0.3815280266179654,0.6413793103448276,0,0,0,0,0
TBX21,0.0,0.3209684576026533,0.0180938349092335,0.0,0,0,0,0,0
INA,0.0271071738148884,0.5915660768938527,0.3025818534446097,0.0,0,0,0,0,0
STAU1,0.0266807455893069,0.006225497199175,0.0189050145385642,0.0,0,0,0,0,0
SF3B1,0.0267537227833183,0.0136227964110965,0.0086092619340377,0.0,0,0,0,0,0
MAP3K11,0.0,0.0033119001898044,0.0257959927589024,0.0,1,0,0,0,0
PNO1,0.0,0.0156816794678446,0.0635741416246783,0.0,0,0,0,0,0
EPC1,0.0,0.0329164847298741,0.0175813952016848,0.0,0,0,0,0,0
PADI2,0.0,0.0224465432352117,0.0869038753825385,0.0,0,0,0,0,0
FLG,0.1885935636281171,0.0,0.0465502271329415,0.6413793103448276,0,0,0,0,0
APOB,0.0536941824604325,0.142606216492111,0.0780466271959055,0.0,0,0,0,0,0
DDIT3,0.0,0.0,0.018853990396272,0.0,1,0,0,0,0
SRSF1,0.0,0.0106969885806719,0.0344978044357399,0.0,0,0,0,0,0
CBX8,0.0,0.0113321019666256,0.0923675135728308,0.0,0,0,0,0,0
RPS20,0.0,0.0191115195229946,0.0189893663827627,0.0,0,0,0,0,0
CLN6,0.0,0.0,0.0887652159369826,0.0,0,0,0,0,0
SEC61A1,0.0,0.0362848050709525,0.0069577896450479,0.0,0,0,0,0,0
EIF3G,0.0271258297846252,0.0595979670569728,0.0069355180310734,0.0,0,0,0,0,0
MYSM1,0.0,0.0045453215329666,0.0229307682949518,0.0,0,0,0,0,0
HSP90B1,0.0270558285556003,0.0,0.0457394097582465,0.0,0,0,0,0,0
VPS37C,0.027128809084705,0.0145598878823574,0.0434713653081626,0.0,0,0,0,0,0
CCR2,0.0,0.0713283117550106,0.0967029120294344,0.0,0,0,0,0,0
TCP1,0.0268555401128133,0.0022947371786876,0.0526291903995568,0.0,0,0,0,0,0
KSR2,0.0,0.1132805605364778,0.1440829866762988,0.0,0,0,0,0,0
TRIM23,0.0,0.0203833020233798,0.0368804981824295,0.0,0,0,0,0,0
SORBS3,0.0,0.0148432441342228,0.0190463128652449,0.5172413793103449,0,0,0,0,0
SLC23A1,0.0,0.0503843684825355,0.0432275344439109,0.0,0,0,0,0,0
GYS1,0.0269322590469183,0.0007756794054138,0.0162721311698629,0.0,0,0,0,0,0
SAP18,0.0,0.0036595885292196,0.0180984160588705,0.5241379310344829,0,0,0,0,0
SRSF10,0.0,0.1880833228831384,0.0146049084248545,0.5172413793103449,0,0,0,0,0
MVP,0.0,0.1563480875913865,0.0258506850879244,0.0,0,0,0,0,0
ZNF326,0.0269406170030052,0.0093056788852279,0.0023083135431885,0.0,0,0,0,0,0
IRF2,0.0,0.0337263232836821,0.0114403458200663,0.6827586206896552,0,0,0,0,0
RPL13A,0.0,0.0111616264105039,0.0086307213724981,0.0,0,0,0,0,0
HNRNPUL2,0.0,0.0004471468193013,0.0119616016882537,0.0,0,0,0,0,0
NSFL1C,0.026998101480301,0.0025743213319677,0.0560577465773396,0.0,0,0,0,0,0
UBC,0.0,0.0127837344101101,0.0008599259991238,0.0,0,0,0,0,0
CEP44,0.0,0.0211385259722439,0.0197273108046969,0.6827586206896552,0,0,0,0,0
POLR2B,0.053277950573323,0.021332343126254,0.0024803387852199,0.0,0,0,0,0,0
ANXA5,0.0,0.0288135079496966,0.0111984265727741,0.0,0,0,0,0,0
PGLYRP1,0.0,0.4810238757270629,0.143739149138435,0.0,0,0,0,0,0
DCAF16,0.0271059488891223,0.0117928460826233,0.0082425808577683,0.0,0,0,0,0,0
UBE4B,0.0,0.0647788226002936,0.0277985978316896,0.0,0,0,0,0,0
CD9,0.0,0.0140294656880727,0.0854592088967927,0.0,0,0,0,0,0
PTAFR,0.0,0.4007751228068789,0.0863361956904902,0.5172413793103449,0,0,0,0,0
AQP1,0.0,0.2096377425999332,0.0579124431185342,0.0,0,0,0,0,0
ZBTB16,0.0541188124634495,0.3536339426019281,0.4612963861165102,0.0,0,0,0,0,0
MICALL2,0.0,0.00018228949472,0.0050583578016533,0.0,0,0,0,0,0
ACTN2,0.0269675531051456,0.371430882782238,0.0397488919175488,0.0,0,0,0,0,0
LTA,0.0,0.0970341919820912,0.1303632026226369,0.0,0,0,0,0,0
MRTO4,0.0,0.0117481280818915,0.0680284367499726,0.0,0,0,0,0,0
BHLHE40,0.0,0.004941413449589,0.0328445225140894,0.0,0,0,0,0,0
NOXA1,0.0,0.0555985055820284,0.0721054824333803,0.0,0,0,0,0,0
KCNJ4,0.0271130287157644,0.0641302859425159,0.0012517122854859,0.0,0,0,0,0,0
PLA2G4A,0.0,0.0155760269296102,0.0900004812039003,0.0,1,0,0,0,0
EIF2AK2,0.0,0.0498998195464084,0.0817105295626202,0.0,0,0,0,0,0
AANAT,0.0,0.0054509417819901,0.0482623334848861,0.0,0,0,0,0,0
COPG1,0.0271166426626805,0.0062542007215494,0.0180736586434689,0.0,0,0,0,0,0
GADD45G,0.0,0.0125465905780433,0.159681936634354,0.0,1,0,0,0,0
FCN2,0.0,0.1593306994734615,0.0,0.0,0,0,0,0,0
PTX3,0.0,0.1903728297698785,0.201160948592753,0.0,0,0,0,0,0
WDR33,0.0537773117188946,0.0271519090580528,0.019656434691233,0.0,0,0,0,0,0
SMCHD1,0.0,0.0040405783054128,0.0028674488301965,0.0,0,0,0,0,0
CCNG2,0.0,0.0232021330803756,0.0071252223241816,0.0,0,0,0,0,0
RPL38,0.0,0.0016093151975084,0.0517940195034237,0.0,0,0,0,0,0
ACYP2,0.0,0.0034300459663836,0.0341371972074622,0.0,0,0,0,0,0
HPX,0.0271021999703701,0.0005976816554906,0.0781983658871622,0.0,0,0,0,0,0
SLC25A5,0.0,0.2415036834429512,0.0233271702099525,0.0,0,0,0,0,0
SRSF8,0.0,0.1324486455307304,0.0,0.0,0,0,0,0,0
NOX1,0.0269752562111316,0.0792860959013046,0.0526806871436495,0.0,0,0,0,0,0
RARRES2,0.0,0.5073513841255282,0.0423670286146607,0.0,0,0,0,0,0
DMAP1,0.0,0.0444504181472382,0.0157490921178005,0.0,0,0,0,0,0
DYNC1LI1,0.0269853575079406,0.0125297475217753,0.0196029900913152,0.0,0,0,0,0,0
MS4A2,0.0,0.2066516133371998,0.2339683472092932,0.0,0,0,0,0,0
GZMA,0.0,0.3531783719778733,0.1183013846274154,0.0,0,0,0,0,0
HSPB7,0.0,0.1461573035525109,0.3485607836521819,0.0,0,0,0,0,0
MAPK13,0.0,0.0875566690730041,0.0171215040772069,0.0,1,0,0,0,0
MCM10,0.0,0.0042467528444851,0.3528001795173622,0.0,0,0,0,0,0
BLMH,0.0,0.0109386893951789,0.0516340006256178,0.0,0,0,0,0,0
NUDT12,0.027074208195982,0.0054672522562479,0.0841619593966743,0.0,0,0,0,0,0
ZC3HC1,0.0,0.0363674326670643,0.0022357362555223,0.0,0,0,0,0,0
ARL2,0.0,0.0975018374150854,0.0482993264245913,0.0,0,0,0,0,0
HNRNPDL,0.0,0.0031523877198886,0.0034355950097395,0.0,0,0,0,0,0
CEBPE,0.0,0.231833972918614,0.0638769600759051,0.0,0,0,0,0,0
RPS24,0.0,0.0,0.0362559364003186,0.0,0,0,0,0,0
CSNK1E,0.0267620755912409,0.0029609294742106,0.0310387163960295,0.0,0,0,1,1,0
KRT14,0.0271463187641104,0.3866807302356684,0.3677481869137681,0.0,0,0,0,0,0
USF1,0.0,0.0116361110150541,0.0353182617369383,0.6413793103448276,0,0,0,0,0
RPL22,0.0,0.1382295807036669,0.0319336144487513,0.0,0,0,0,0,0
NLGN1,0.0268497394846014,0.4239451361026556,0.2554151549016468,0.0,0,0,0,0,0
AZI2,0.027057561134935,0.0366461926090911,0.0407534713241488,0.0,0,0,0,0,0
QARS,0.0,0.0089115420099882,0.0285295757791258,0.0,0,0,0,0,0
A2M,0.0270276597891915,0.307909196222112,0.0596006227058163,0.0,0,0,0,0,0
RGS14,0.0,0.052446609762169,0.0853049350460445,0.0,0,0,0,0,0
KRT40,0.0,0.0986233203115451,0.0118703419201048,0.0,0,0,0,0,0
CD33,0.0269760959740288,0.4321917316099869,0.011775866892053,0.0,0,0,0,0,0
HNRNPA2B1,0.0270221675746464,0.0060456161441251,0.0647390081125923,0.0,0,0,0,0,0
RPS15A,0.0,0.0299830175774668,0.0336649971495328,0.0,0,0,0,0,0
ERCC2,0.0270900934132867,0.0012413293978339,0.0143506525755343,0.0,0,0,0,0,0
SART3,0.0,0.0297840181313582,0.0300432961791309,0.0,0,0,0,0,0
CCNB3,0.0,0.0,0.1060914799193752,0.0,0,0,0,0,0
PLEKHG2,0.0,0.0270515798179135,0.0619778747390194,0.0,0,0,0,0,0
LAPTM5,0.0,0.039734644191671,0.1052264805721094,0.5172413793103449,0,0,0,0,0
ABLIM1,0.0,0.0394731996050703,0.0795566990831876,0.0,0,0,0,0,0
RCAN1,0.0,0.008436517366682,0.0011499020581124,0.0,0,0,0,0,0
STMN1,0.0,0.00104857318637,0.1976676325286525,0.5172413793103449,1,0,0,0,0
RBM47,0.0,0.0060365668242625,0.1784941280258801,0.0,0,0,0,0,0
REST,0.0,0.0,0.0162565980539799,0.0,0,0,0,0,0
AGTR2,0.0,0.0,0.0,0.0,0,0,0,0,0
AIFM1,0.0269037684916697,0.238294209880824,0.0296173778308606,0.0,0,0,0,0,0
MTF2,0.0,0.029186542955867,0.0358142977619124,0.0,0,0,0,0,0
MASP2,0.0271052367045199,0.01066247042601,0.1318588824766584,0.0,0,0,0,0,0
FCN1,0.0270575919311491,0.4515499776062924,0.0735808558419549,0.0,0,0,0,0,0
PLRG1,0.0,0.0355219505763389,0.0085141206476601,0.0,0,0,0,0,0
BECN1,0.0,0.0068695680291531,0.0242615152379727,0.0,0,0,0,0,0
HERC6,0.0,0.0381473189597382,0.0495476732209041,0.0,0,0,0,0,0
HERC3,0.0537844189997495,0.0051154405318485,0.0641646373957888,0.0,0,0,0,0,0
COPS6,0.0,0.0100447390426622,0.0370842564324086,0.0,0,0,0,0,0
RPS8,0.0,0.0019363428760831,0.0189890885291896,0.0,0,0,0,0,0
BCL11B,0.0266577266731395,0.0060526583013705,0.2888972407355514,0.0,0,0,0,0,0
SON,0.0,0.0137460503237886,0.0242117875351008,0.0,0,0,0,0,0
SNCB,0.0,0.3618186550078938,0.0432781104090909,0.0,0,0,0,0,0
AHCY,0.0270369063296684,0.0460245855993562,0.0845636706050896,0.0,0,0,0,0,0
APPBP2,0.0,0.0053821125235508,0.0255541181907297,0.0,0,0,0,0,0
KDM2B,0.0534615908712397,0.6054218628915105,0.0463141131800799,0.0,0,0,0,0,0
TMSB4X,0.0,0.112049148858376,0.0509358090899295,0.0,0,0,0,0,0
CEP57,0.0,0.0101985808303054,0.0023382834911338,0.0,0,0,0,0,0
MYLPF,0.0,0.0902536180991821,0.0579630455824708,0.0,0,0,0,0,0
IFI16,0.0268714293359132,0.1335232703241743,0.1147831175432225,0.6413793103448276,0,0,0,0,0
TPM4,0.0,0.0755436424717375,0.0647346751601086,0.0,0,0,0,0,0
GK,0.0,0.1599512479465362,0.0883021879064008,0.0,0,0,0,0,0
NR4A1,0.0,0.0005707100657115,0.0242972302887323,0.0,1,0,0,0,0
ARHGEF28,0.0259571865884782,0.0543844775831818,0.1725010748713717,0.0,0,0,0,0,0
ZNF433,0.0,0.311500995285561,0.1113152760890859,0.0,0,0,0,0,0
ALOX5,0.0270744824598336,0.0203400974126976,0.0247160939129215,0.3172413793103448,0,0,0,0,0
MFN2,0.0271247151591552,0.0142043516457774,0.0182259232495276,0.0,0,0,0,0,0
GPSM2,0.026844290085125,0.0093417057437724,0.0818900533250796,0.0,0,0,0,0,0
EIF3B,0.0,0.0045833806223291,0.0724873251618418,0.0,0,0,0,0,0
SNRPD3,0.0,0.0087637210195347,0.0802448978068228,0.0,0,0,0,0,0
SNAI2,0.054191547739535,0.0,0.1033479103442802,0.0,0,0,0,0,0
GPRASP1,0.0,0.5743737992812371,0.1199695917105499,0.0,0,0,0,0,0
HINT1,0.0,0.0567584304243411,0.0276050506148624,0.0,0,0,0,0,0
WEE1,0.0,0.0054043325374715,0.0183657962670153,0.0,0,0,0,0,0
PABPC3,0.0,0.3338961719487951,0.0426263128972283,0.0,0,0,0,0,0
BMX,0.0268800451066665,0.0,0.2463029950323012,0.0,0,0,0,0,0
CSRP1,0.0,0.0,0.0345485283627381,0.0,0,0,0,0,0
RPL23,0.0,0.0084145792884325,0.0293485725965221,0.0,0,0,0,0,0
VPS52,0.0,0.0126216140645281,0.0094053570818792,0.0,0,0,0,0,0
AAMP,0.0269604602621897,0.0016350979040614,0.0104248081079576,0.0,0,0,0,0,0
HP1BP3,0.0,0.0111781076560994,0.0016837690000878,0.0,0,0,0,0,0
ALDH3A2,0.0,0.0096981273820893,0.0182241161437741,0.5931034482758621,0,0,0,0,0
RYR1,0.0266103008783421,0.3048254283469822,0.1634085705319695,0.0,0,0,0,0,0
ACTN4,0.0537655391888154,0.0020910934566494,0.0241590471095354,0.0,0,0,0,0,0
UBXN1,0.0,0.0039221321489805,0.0052181595553665,0.0,0,0,0,0,0
ANXA11,0.0,0.0039089730097869,2.647305163543016e-05,0.0,0,0,0,0,0
CEP55,0.0,0.0843135911761136,0.2991987883009133,0.0,0,0,0,0,0
FMR1,0.0271355460130737,0.2815914893544524,0.0274261305421991,0.0,0,0,0,0,0
SDF2L1,0.0,0.01286078468087,0.0188422816844859,0.0,0,0,0,0,0
DNAH1,0.0,0.0139581339197922,0.0881822995120121,0.0,0,0,0,0,0
PTPN7,0.0,0.0382208986092643,0.0740993782458521,0.0,1,0,0,0,0
PHC3,0.0,0.0228742043620659,0.006501951731733,0.0,0,0,0,0,0
AMIGO2,0.0269846093277229,0.0244949891127174,0.0761803688596356,0.0,0,0,0,0,0
CACNA1A,0.0228815133445567,0.0,0.078321743778033,0.0,1,0,0,0,0
RPS17,0.0,0.0,0.0258923345529458,0.0,0,0,0,0,0
IL17RA,0.0,0.0044122418989941,0.0095218333776235,0.5448275862068965,0,0,0,0,0
GEMIN5,0.0,0.0448829771086048,0.0148037012391301,0.0,0,0,0,0,0
NEBL,0.0267075598684604,0.0504537336802664,0.0071394702489811,0.0,0,0,0,0,0
FHL3,0.0,0.0559213259038091,0.0602712810431765,0.0,0,0,0,0,0
EIF2S2,0.0271317015759723,6.451829627589665e-05,0.0448229304170952,0.0,0,0,0,0,0
LASP1,0.0,0.0032013643973474,0.0119876305655833,0.0,0,0,0,0,0
CDK5RAP2,0.0806242801303385,0.0184304592507798,0.0079635073235197,0.0,0,0,0,0,0
DOCK7,0.025633634027101,0.0679572886065218,0.0334030219730414,0.0,0,0,0,0,0
NDUFA5,0.0269312361439436,0.0299451464709174,0.0976932927460699,0.0,0,0,0,0,0
DEFA1,0.0,0.0,0.4178653177079412,0.0,0,0,0,0,0
DEFA1B,0.0,0.0,0.0,0.0,0,0,0,0,0
PRKAA1,0.0,0.0095075684234355,0.0286815370066297,0.0,0,0,0,0,0
NUP205,0.0,0.0070993909891209,0.0594495803165391,0.0,0,0,0,0,0
RNF5,0.0,0.0265367384883282,0.0234070071703672,0.0,0,0,0,0,0
ERAP1,0.0,0.0062209190875747,0.0065845739327271,0.0,0,0,0,0,0
RBMX,0.0,0.2212085897253148,0.0137690623839382,0.0,0,0,0,0,0
TNFRSF13B,0.0,0.1987980680127777,0.2986442459258502,0.5931034482758621,0,0,0,0,0
TBX2,0.0271052283005854,0.2918992425901531,0.0228547863590771,0.0,0,0,0,0,0
CDC40,0.0,0.0189720104996103,0.0195468753989679,0.3793103448275863,0,0,0,0,0
SART1,0.0,0.0002825935907279,0.0568891577865269,0.0,0,0,0,0,0
DHX30,0.0,0.0004396867042864,0.0130897974303578,0.0,0,0,0,0,0
AP1S2,0.0,0.0105820154870206,0.0255823154712882,0.0,0,0,0,0,0
NUP160,0.0,0.0046043571637851,0.0437730379827299,0.0,0,0,0,0,0
LRRFIP1,0.0269040765716616,0.3620377655336439,0.0268296891247176,0.0,0,0,0,0,0
SRCAP,0.0,0.0284013758934479,0.0105275408618311,0.0,0,0,0,0,0
OCIAD2,0.0,0.0030978582315085,0.0310289784521393,0.0,0,0,0,0,0
HDX,0.0,0.1213459252458365,0.1022816753191502,0.0,0,0,0,0,0
TELO2,0.0,0.0692502644638612,0.0378554841536999,0.4482758620689656,0,0,0,0,0
MYH9,0.0539718305114886,0.0039714807777666,0.0336485943938037,0.0,0,0,0,0,0
RAB4B,0.0,0.0054218607873189,0.0033041596939089,0.0,0,0,0,0,0
KRT16,0.0,0.3726485401728681,0.5939038109134948,0.0,0,0,0,0,0
LGALS9,0.0,0.2235536743662774,0.0243324467082437,0.0,0,0,0,0,0
ITIH4,0.0,0.0962831922791281,0.0471614885812572,0.0,0,0,0,0,0
CBX3,0.0,0.0151927828406411,0.1165101512114586,0.0,0,0,0,0,0
