Gene,MF: BRCA,METH: BRCA,GE: BRCA,CNA: BRCA,hsa03440,hsa04010,hsa04110,hsa04115,hsa04151,hsa04310,hsa04330
RARRES2,0.0,0.6092784272157147,0.1843991400193375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMAP1,0.0,0.0048574816803812,0.0336726774673878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYNC1LI1,0.0159043267652956,0.0049274181302976,0.0210686650981985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS4A2,0.0,0.447405233761969,0.0953233090347797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GZMA,0.0106288131793401,0.133295113317305,0.0277509870484006,0.3548795944233207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPB7,0.0,0.0347969221288675,0.5874140244756307,0.5728770595690749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAPK13,0.0052780421792556,0.2412734420300389,0.108122745407455,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MCM10,0.0,0.0217230460032678,0.3002598222701845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLMH,0.0,0.0440373627351466,0.0270749743605792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUDT12,0.0053093407118252,0.0036959196138968,0.0098709650931752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZC3HC1,0.0053070731533879,0.019610354434637,0.0120768428266166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL2,0.0,0.1267985603988562,0.0588544936335818,0.3054499366286438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPDL,0.0053052739064848,0.0074033166345632,0.0495719872544645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEBPE,0.0,0.0358510993396419,0.006744581232373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS24,0.0,0.0,0.0403261457692993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSNK1E,0.0053056421402051,0.0748663310780063,0.0124593531510222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
KRT14,0.0106029145112301,0.0397038388912718,0.5266586122692939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USF1,0.0053128912612763,0.0157407732103904,0.049395170387227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL22,0.0053129609852844,0.2408548440901976,0.0633694894805499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLGN1,0.0101403072533059,0.2943425377942864,0.4088472376700433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZI2,0.0106109302431594,0.0094366148680793,0.0520096824757801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QARS,0.0106171288494612,0.00088325276024,0.0282631284777495,0.4397972116603296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2M,0.010607538074263,0.4165352053975168,0.1756998749081169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS14,0.0106002651196921,0.0818052085346043,0.0611698697293673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT40,0.0,0.0509632735576629,0.2837230895280435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD33,0.0053051206677471,0.5254197513293706,0.0617373528248029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPA2B1,0.0104591050959104,0.0152238670367046,0.0518240456344694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS15A,0.0,0.0779791980962367,0.0483827717788034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC2,0.0105990129505625,0.0009865630981061,0.00619795653989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SART3,0.0106038902143921,0.0187871346735565,0.0037503710785869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNB3,0.0365045277720946,0.0,0.0032412051897333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PLEKHG2,0.0106077039212648,0.0094878199282608,0.0248358761957979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAPTM5,0.0,0.0216779940613314,0.0604117586135679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABLIM1,0.0052796861021215,0.3211553513666698,0.1811402010908978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCAN1,0.0,0.0036983954046031,0.2808071966712156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STMN1,0.0052450954755947,0.0108514559764845,0.141650694117432,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RBM47,0.0106103617439893,0.387638688224003,0.0556920077857146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REST,0.010543991145692,0.0,0.0006067956554827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIFM1,0.0262988161886658,0.1600342653186983,0.0556779764314281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTF2,0.0052961707225874,0.0020429258416576,0.0086666916481874,0.4512040557667934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MASP2,0.0052989979452356,0.0775798138189186,0.2037710649923285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCN1,0.0159225872461018,0.3970165362581364,0.1343406875472987,0.376425855513308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLRG1,0.0,0.0040556339599516,0.0428246853158747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BECN1,0.0,0.0050932691548267,0.0039474254604623,0.4702154626108999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HERC6,0.0053045220468569,0.0331698979795829,0.0285624410263506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HERC3,0.0,0.0035193722453556,0.0885616814523949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPS6,0.0158899342194873,0.0008185464737853,0.0310415126845488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS8,0.0,0.0010519882537424,0.0558719905025054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL11B,0.0052386353166767,0.2345291192763011,0.0758230441882005,0.4144486692015209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SON,0.0294231856949517,0.0162159892300048,0.0317421463924791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNCB,0.0052799030546063,0.2174286104036121,0.0112437132233733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHCY,0.0105395671061347,0.0227482225333683,0.059267569336282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPBP2,0.0,0.001316522032898,0.0361218737149263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM2B,0.0052800434327583,0.1494624645100392,0.0219396906086462,0.267427122940431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMSB4X,0.0,0.1095933997230477,0.0069293339428414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEP57,0.010404767119853,0.0026863839019335,0.0717950369591075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYLPF,0.0,0.0494493870964065,0.0034154880027878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFI16,0.0158399165369061,0.0020154214692338,0.0888198165179628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPM4,0.0053053837661967,0.0021522452610564,0.00574110031427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GK,0.0105853931064859,0.1759872567663119,0.0876321232434536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR4A1,0.0,0.058856878914336,0.3030542917224617,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ARHGEF28,0.0147995324239243,1.5126523138209678e-05,0.1856084356184211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF433,0.0,0.0416790408287901,0.0238561484442027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALOX5,0.0,0.0270687572694912,0.040884507180924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MFN2,0.0053051889673481,0.0533605170056894,0.0439586958274288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPSM2,0.0211572316744298,0.0075329037316657,0.1272722928722325,0.4512040557667934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF3B,0.0105933323247341,0.006667481698984,0.0068437754021781,0.1761723700887199,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPD3,0.0052892806384551,0.0008515277168718,0.0488978939647794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAI2,0.0053056349746048,0.0,0.1319106521778549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPRASP1,0.0157514233462908,0.2433308533149929,0.301496309946083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HINT1,0.0,0.0091675630241819,0.0091891089361617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WEE1,0.0106137864359013,0.0016098130003982,0.0992918984552783,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PABPC3,0.0211452291323966,0.1297474121681788,0.0326615630550998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMX,0.0105918289935115,0.0,0.376762727923532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSRP1,0.0053014429421805,0.0,0.1883713382277868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23,0.0053114851164955,0.0272364316888825,0.0622057879731865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPS52,0.0106166470652988,0.0330651126083771,0.0177069215894039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAMP,0.0,0.0025467226735474,0.0189353338305957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP1BP3,0.0102944111845969,0.0103484589339719,0.053069982663828,0.5728770595690749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH3A2,0.0046385226611844,0.0061874636705174,0.10732871842547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RYR1,0.0263112573760846,0.3998890491876514,0.1772731928356191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTN4,0.0105920239562778,0.0008764581312531,0.0340077399229936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBXN1,0.0053037491308893,0.0065051876263681,0.0317457737856468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA11,0.0052447747578558,0.0006495801648798,0.047289367040117,0.1888466413181242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEP55,0.0053140974252135,0.0476836110488763,0.3574572460396378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FMR1,0.0156948224622291,0.1991501761018666,0.0078140272390114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDF2L1,0.0,0.0034022162209225,0.1166876395543054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAH1,0.0476607207793933,0.0233570838982504,0.1526973470478391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPN7,0.0105419299217824,0.082065199879338,0.0775225990648649,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PHC3,0.0103621791059742,0.0837258892127826,0.0437426502653995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMIGO2,0.0053072187774061,0.0146559034196126,0.2250875758530552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1A,0.034132220936316,0.0,0.0552782216307763,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RPS17,0.0,0.0,0.0472495507482919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL17RA,0.00522870170735,0.0152692665787805,0.0506179776457165,0.5855513307984791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEMIN5,0.0370740837055575,0.0279537776742967,0.0295628621885912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEBL,0.0052602378159605,0.2589845786668285,0.0026510788297101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHL3,0.0,0.0770630484791182,0.0328766051937489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF2S2,0.0106122837673941,0.0035020986084568,0.0281077117999358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LASP1,0.0053022932975387,0.0094385275835332,0.0316182003690691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK5RAP2,0.0309545141081152,0.0119239215427174,0.0192554384086793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK7,0.0310169072871896,0.0008658359670635,0.0674181085129477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFA5,0.0052625705849834,0.0088172121728495,0.0001101169185377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEFA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEFA1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKAA1,0.0106062108369199,0.0105058233335904,0.111491588564707,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NUP205,0.0157408780657255,0.0126122470358616,0.0343476811610096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF5,0.0,0.0371628304839658,0.02638224369085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERAP1,0.0050115590589834,0.0019139141634464,0.0988126814720645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBMX,0.0,0.0890643987277742,0.025967169168554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF13B,0.0,0.07161246755144,0.0755854739166512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX2,0.0106008657215358,0.2015131743007115,0.0289360375289293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC40,0.0157769904792576,0.0008039858213744,0.0386021850828458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SART1,0.0,0.0078261035915215,0.0093165235089661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHX30,0.0104514265626632,0.0012214290254252,0.0124652141403911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP1S2,0.005125348975231,0.0266321300706587,0.0150562558933248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUP160,0.0260659730439058,0.007406237171373,0.0217465316061481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRFIP1,0.0158519562592907,0.0485194399766246,0.0283090023792923,0.4030418250950571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRCAP,0.0527561486656043,0.055233719198,0.0182083738878324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCIAD2,0.0,0.0729826544401461,0.0834071278694355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HDX,0.0363816794560896,0.1720069926053971,0.0397620257877813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TELO2,0.0053127953006149,0.0596699463215534,0.0815023503272298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYH9,0.0688502653035058,0.0043639050776698,0.0363132483706883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB4B,0.0053133679225864,0.0059918882338561,0.0556576974237846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT16,0.0053138202843258,0.093310107920811,0.2559555257568007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGALS9,0.0,0.1618097228582803,0.0552034419525761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITIH4,0.0158634056893652,0.044316791183555,0.0948097841839685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBX3,0.0,0.0037326468411988,0.0800190809249616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT85,0.0,0.0629668760903107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF31,0.0159223753287794,0.0014525920557947,0.0061844967336196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP5MD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFPT,0.0053022224749745,0.0003184857867093,0.1125913215243002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V0C,0.0,0.286341246677625,0.0898118378710971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCMBP,0.0053110300940114,0.0018497685184103,0.0030820189110843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCAF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEFB1,0.0,0.1535090210391976,0.3759693636100198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMP7,0.0053146003726421,0.0966614422524373,0.2098644414980108,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HAUS1,0.0,0.0059297020297927,0.0493018512967476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF1AX,0.0105614932931748,0.0051829995431686,0.0139283520343118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A11,0.0,0.0021134701076648,0.0041898177443165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB5,0.0053134663527554,0.2863906716562802,0.3645510838709555,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ATP5PO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEP70,0.0211029648610173,0.0482667678927115,0.0404795365437012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFP91,0.0106099788036747,0.0025646081486512,0.0264548444678603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFTUD2,0.021195005164216,0.0057327738530993,0.0194663064902761,0.4702154626108999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUMA1,0.0261799163586536,0.0013601050422701,0.0144393292254334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF7,0.0,0.0235749912406482,0.0012149790999359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATF1,0.0,0.0063542430511826,0.0388513516366868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP1B1,0.010354509415421,0.0,0.0182792361901575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXNRD1,0.0051289319608376,0.5588830282828507,0.0036481929106882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALAS1,0.0,0.0124812104889292,0.0048276265331492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH2D4A,0.0106048537304598,0.0063185508055659,0.0303648396146657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOCS6,0.0,0.0574799696446133,0.0281233343814175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPT1,0.0053033608746942,0.0087263027893414,0.0921533562109805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKM,0.0105835810099955,0.0283783659033799,0.076013604445521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIST1H2AE,0.0212626106926203,0.0493901713855594,0.240452238369656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIST1H2AB,0.0053159351664746,0.1178176345364628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINA3,0.0,0.016120007050372,0.0731314185482561,0.4144486692015209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS4,0.0,0.2862307185851601,0.1334096251161969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDFI,0.0053052075682822,0.0532683597825473,0.0868392693014135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIX1,0.0,0.1382919525300642,0.0930353400561814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF3E,0.0,0.0525885195399771,0.057616457492511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFIT1,0.0,0.0173885801248987,0.0377911940048665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB3,0.0105862120456338,0.3843893620130576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLR10,0.0052726797121441,0.0763694162273952,0.0876238133339305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL6,0.0,0.4677963833056399,0.3269211458005449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOLGA4,0.0310814574119613,0.027182657301455,0.0399311076883879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEF1G,0.0106128178088045,0.0108274382861759,0.0668141294287697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYH1,0.026303199835491,0.4772486382576544,0.5301050188534797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPN1,0.0053095209053266,0.0309986597043626,0.0569837272307573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMBRA1,0.0097756871423025,0.0201719489904919,0.0033163031059722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL1,0.0,0.3002883245338086,0.279279240544339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIGR,0.0212232670417228,0.0606599566883338,0.6278590270640733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMTN,0.0104861358057537,0.1060922373327569,0.1578918709067026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCLAF1,0.0208522323049254,0.0095315813326162,0.0231355567116769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILF2,0.015927577742114,0.0361826076216991,0.0777190297800429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RALY,0.0158119902503174,0.0153446443453781,0.0460241283164386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETV3,0.0212129768806614,0.1380434802280881,0.0396188822633538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRMT6,0.0106179355551119,0.0298136136969996,0.0091452664976371,0.4512040557667934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMO2,0.0,0.1959610595727808,0.1780605577366549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBA1A,0.0106128201521218,0.0098674036462197,0.0576426131950493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGK1,0.0053029197832344,0.2983112673604055,0.1836732133933595,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CCL20,0.0106298717031212,0.2609656923489932,0.0659098538386856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCAN,0.0261049865144579,0.5335655629175575,0.1790217452423166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKFY1,0.0157702243309415,0.0170562469470547,0.0684350000295036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL4D,0.0,0.0021744584276143,0.0873110993970737,0.4702154626108999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATXN2L,0.0052938328599655,0.0117802969956706,0.0500154978732583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF2BP2,0.0,0.0003415830277913,0.0052394366653196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SF3B2,0.0053115950474075,0.0016574778969062,0.0114702288036415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANXA1,0.010581839407172,0.1824054452702502,0.3248986953799097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARF1,0.0053121162238744,0.0034884675569181,0.0955942511046723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO2,0.0053138293355408,0.0079789379638888,0.1436993232195882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLE3,0.0155638498379766,0.0223755180245082,0.0896310724124128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
CTSG,0.0053145773652926,0.2189785013020582,0.3321052708119978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL14,0.0105708288270404,0.100420389082813,0.5142735307772056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCEAL5,0.0,0.2274210165160334,0.4992073264872227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP2,0.0105597506978867,0.0090928549137531,0.0423460455454694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFN1,0.0,0.0056760013591588,0.0754356814776267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYRK2,0.0104674373676889,0.0004498895671626,0.0157525972470275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARHSP1,0.0,0.0010824746875059,0.0338928703061851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEBPG,0.0,0.0146577899248459,0.0274625174564112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIPK4,0.0,0.1286091214946987,0.1761820188604489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A6,0.0,0.0,0.0392215199629227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MID2,0.0105299946161607,0.1823500043536221,0.0665727066432187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRT1,0.0053134215822805,0.5231173981706252,0.1313660481992408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF9,0.005312844478025,0.0023308638884085,0.0448804501444526,0.267427122940431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASL12,0.0106146685720457,0.1159125784612265,0.1839461956191609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEMIN4,0.0,0.0111806602902421,0.0628323675223948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRY1,0.0,0.0257915728322612,0.2485362611482841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAD21,0.0053119320500483,0.0163985676125915,0.0540925253229096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ULK2,0.010234350103754,0.032042507139151,0.0577412921862512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG13,0.0,0.0078087731985912,0.0093775369986438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUT7,0.0,0.0720253999097344,0.1196946914550463,0.376425855513308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR2A,0.0318504068411182,0.0025302624821994,0.0191295620909745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERGIC1,0.0053129009480137,0.0078649404150195,0.0679187316443943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYCP2L,0.0,0.3640826520208036,0.1234851478007027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTH1,0.0,0.0017628473902467,0.0040322564383375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U2AF2,0.0053061555394927,0.0017139019028916,0.0445603917621328,0.3485424588086185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK11A,0.0106035891314392,0.0024369920271585,0.022838954700327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNL1,0.0,0.0160594502729775,0.1090235738719151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM24,0.0105942014168376,0.0035008084570528,0.0248459624971943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
