Gene,MF: LIHC,METH: LIHC,GE: LIHC,CNA: LIHC,hsa04010,hsa04020,hsa04110,hsa04115,hsa04151,hsa04310,hsa04350,hsa04932,hsa04936,hsa05160,hsa05161
MRPL10,0.0,0.0,0.0450522560132455,0.0,0,0,0,0,0,0,0,0,0,0,0
S100A12,0.0,0.8417752396751027,0.3596858490983451,0.0,0,0,0,0,0,0,0,0,0,0,0
SIAH2,0.0,0.0062233941653413,0.0002392904189279,0.0,0,0,0,0,0,0,0,0,0,0,0
RAD51AP1,0.0,0.0071266123729428,0.2145440484145792,0.0,0,0,0,0,0,0,0,0,0,0,0
RPF2,0.0500772724929787,0.0172956127175871,0.0178202732610338,0.0,0,0,0,0,0,0,0,0,0,0,0
EBNA1BP2,0.0,0.0065193216465605,0.0431741117810215,0.0,0,0,0,0,0,0,0,0,0,0,0
SRP9,0.0250175438391175,0.077299640829642,0.0497262028693198,0.0,0,0,0,0,0,0,0,0,0,0,0
SOD1,0.0,0.0013419994767293,0.0653442259747209,0.0,0,0,0,0,0,0,0,0,0,0,0
RIT2,0.0,0.5476796448891672,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
UTP20,0.0,0.0079912827477632,0.0519684042927579,0.0,0,0,0,0,0,0,0,0,0,0,0
ELOA,0.0,0.001132144352435,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
RPS2,0.0,0.0693967277142457,0.0361803856185162,0.0,0,0,0,0,0,0,0,0,0,0,0
DHX8,0.0,0.0033715607646306,0.045403445767763,0.0,0,0,0,0,0,0,0,0,0,0,0
RUFY1,0.0249400161883037,0.0007782256052114,0.0746914193537337,0.0,0,0,0,0,0,0,0,0,0,0,0
DDX50,0.0499855112708786,0.0025467542135471,0.0291749370353529,0.0,0,0,0,0,0,0,0,0,0,0,0
NUSAP1,0.0248942272721781,0.0058851247255412,0.2328076706472185,0.0,0,0,0,0,0,0,0,0,0,0,0
SYNE1,0.1377924213796588,0.0868274029008024,0.1033235618960085,0.0,0,0,0,0,0,0,0,0,0,0,0
MBD1,0.0244639129078758,0.0143368501941101,0.0535475024482537,0.3468634686346865,0,0,0,0,0,0,0,0,0,0,0
SNX17,0.025029277084916,0.0021978854474918,0.0235432541834868,0.0,0,0,0,0,0,0,0,0,0,0,0
ABR,0.0,0.1273957713112868,0.0097233629994135,0.8339483394833949,0,0,0,0,0,0,0,0,0,0,0
UBAP1,0.0,0.0159046796333663,0.0092566189620864,0.0,0,0,0,0,0,0,0,0,0,0,0
NFAT5,0.0245196560086319,0.0061823271564118,0.0099458504038263,0.0,0,0,0,0,0,0,0,0,0,0,0
AGPAT2,0.0,0.0135360551393897,0.1141611064037868,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
AJAP1,0.0246712838836573,0.2597122000969749,0.2977687734690806,0.5977859778597787,0,0,0,0,0,0,0,0,0,0,0
CCL8,0.025066716818901,0.5002901243712266,0.056287173910269,0.0,0,0,0,0,0,0,0,0,0,0,0
CSRP2,0.0,0.0221893519531903,0.0601430384669641,0.0,0,0,0,0,0,0,0,0,0,0,0
H2AFY,0.0,0.1868546323242166,0.0863737799062571,0.0,0,0,0,0,0,0,0,0,0,0,0
MPP1,0.0249836798551187,0.1121612181371101,0.0108097133106962,0.3210332103321033,0,0,0,0,0,0,0,0,0,0,0
DDR1,0.0,0.1957408889996913,0.057468945409527,0.0,0,0,0,0,0,0,0,0,0,0,0
ADRA2A,0.0250356506881286,0.0265592638789935,0.0556841802669152,0.3874538745387454,0,0,0,0,0,0,0,0,0,0,0
CALB1,0.02503377693355,0.0782358585502757,0.0096352012714653,0.0,0,0,0,0,0,0,0,0,0,0,0
SAR1A,0.0,0.0325199480926432,0.0089314978922133,0.0,0,0,0,0,0,0,0,0,0,0,0
PRPF8,0.0497874151622862,0.0120003304494514,4.9729920741374695e-05,0.8339483394833949,0,0,0,0,0,0,0,0,0,0,0
S100A4,0.0250479950625904,0.4041028240276423,0.02881526071635,0.0,0,0,0,0,0,0,0,0,0,0,0
MAP3K13,0.0,0.0143717846367833,0.0328588951802924,0.0,1,0,0,0,0,0,0,0,0,0,0
HBZ,0.0,0.2272438404114928,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
PHF5A,0.0,0.0022772464361165,0.0475380536384238,0.0,0,0,0,0,0,0,0,0,0,0,0
FNDC3A,0.0,0.0609813113190422,0.0596921584491837,0.0,0,0,0,0,0,0,0,0,0,0,0
STXBP5,0.0,0.0155894960340994,0.0488023038749941,0.0,0,0,0,0,0,0,0,0,0,0,0
STXBP2,0.0250024232536297,0.0174545140946943,0.0355522141274314,0.0,0,0,0,0,0,0,0,0,0,0,0
UBL5,0.0,0.0233129092636641,0.024107640088678,0.0,0,0,0,0,0,0,0,0,0,0,0
CORO1A,0.0,0.00676153515827,0.0200428273087411,0.0,0,0,0,0,0,0,0,0,0,0,0
TARDBP,0.0248739825339375,0.0,0.0079600796507978,0.0,0,0,0,0,0,0,0,0,0,0,0
CIZ1,0.0247833191197775,0.0,0.0747083243186267,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
BCKDK,0.0,0.006486916039667,0.0332582879069993,0.0,0,0,0,0,0,0,0,0,0,0,0
LYL1,0.0250625309098835,0.0130297228297251,0.0286546125502128,0.0,0,0,0,0,0,0,0,0,0,0,0
PRPSAP2,0.0,0.15177604425831,0.0127074168635592,0.0,0,0,0,0,0,0,0,0,0,0,0
GNL3,0.0750191522449288,0.0039659186870787,0.0521207815439295,0.0,0,0,0,0,0,0,0,0,0,0,0
TPD52L1,0.0248792923309664,0.0072112078321859,0.0800953832440129,0.0,0,0,0,0,0,0,0,0,0,0,0
GOSR2,0.0,0.0,0.0586585905088175,0.0,0,0,0,0,0,0,0,0,0,0,0
EGLN2,0.0249807975404533,0.0003828155521532,0.035583068766786,0.0,0,0,0,0,0,0,0,0,0,0,0
NBPF3,0.0,0.0389833957462634,0.0101874717888355,0.5239852398523986,0,0,0,0,0,0,0,0,0,0,0
SSX1,0.0250518715463199,0.5033569007572373,0.205664351422123,0.0,0,0,0,0,0,0,0,0,0,0,0
WDR45,0.0,0.1001282246294246,0.0164900047566024,0.0,0,0,0,0,0,0,0,0,0,0,0
RGS7,0.0,0.2066886904503218,0.0,0.9889298892988932,0,0,0,0,0,0,0,0,0,0,0
EIF2B5,0.0250606356813758,0.0125355829790015,0.0390329077531922,0.0,0,0,0,0,0,0,0,0,0,0,0
KCNA5,0.0751259448084334,0.0041031983371116,0.01664359289074,0.0,0,0,0,0,0,0,0,0,0,0,0
CLIC4,0.0,0.0034041083928999,0.020377895105368,0.5239852398523986,0,0,0,0,0,0,0,0,0,0,0
FAM110A,0.0247437568130934,0.0098415463098556,0.0821050884480361,0.0,0,0,0,0,0,0,0,0,0,0,0
RSRC1,0.0,0.2577329584574485,0.0513710489683565,0.0,0,0,0,0,0,0,0,0,0,0,0
GIMAP4,0.0,0.2409056534164344,0.0558456299331983,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
NEK6,0.0,0.0429665047469917,0.0232816417682577,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
RRAS2,0.0,0.0,0.0163812385583977,0.0,1,0,0,0,0,0,0,0,0,0,0
RBMXL2,0.0250410263549149,0.1278709552235168,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
SREK1,0.0,0.0031285684969249,0.0489134313265148,0.0,0,0,0,0,0,0,0,0,0,0,0
SERPINB12,0.0,0.6222487160329955,0.0,0.3468634686346865,0,0,0,0,0,0,0,0,0,0,0
SLC1A5,0.0,0.0302796496232574,0.0255177875273727,0.0,0,0,0,0,0,0,0,0,0,0,0
NFE2,0.0,0.0270524066004675,0.1332671250747933,0.0,0,0,0,0,0,0,0,0,0,0,0
UNC93B1,0.0,0.1185196745088976,0.0428833904862615,0.0,0,0,0,0,0,0,0,0,0,0,0
RANBP1,0.0250263505657935,0.0254584735913932,0.0119980681861483,0.0,0,0,0,0,0,0,0,0,0,0,0
MTHFD1,0.0249401631375674,0.0040216777625682,0.1397707013265851,0.0,0,0,0,0,0,0,0,0,0,0,0
PHYH,0.0,3.915085292682405e-06,0.0935292858461203,0.0,0,0,0,0,0,0,0,0,0,0,0
ATP5F1D,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ATP2B2,0.0724540130978096,0.0,0.0267481519191854,0.0,0,1,0,0,0,0,0,0,0,0,0
MPP3,0.0,0.0209878035763097,0.1403478111183429,0.0,0,0,0,0,0,0,0,0,0,0,0
NUCKS1,0.0,0.0072923273198139,0.0526883057607704,0.0,0,0,0,0,0,0,0,0,0,0,0
ZBTB25,0.0,0.0723499338600804,0.034853975780734,0.0,0,0,0,0,0,0,0,0,0,0,0
NXF1,0.0492340200125391,0.0932683910633756,0.0506507635705688,0.0,0,0,0,0,0,0,0,0,0,0,0
TBC1D7,0.0,0.0267844890576031,0.0771291659929578,0.5867158671586716,0,0,0,0,0,0,0,0,0,0,0
PHC2,0.0247493412135919,0.069001027588648,0.0171675982031385,0.0,0,0,0,0,0,0,0,0,0,0,0
RPL18,0.0250442974173858,0.0128818093731417,0.0236151666728983,0.0,0,0,0,0,0,0,0,0,0,0,0
PCBP2,0.0,0.0005852943093037,0.0065115725126649,0.0,0,0,0,0,0,0,0,0,0,0,0
CASP14,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
AATF,0.0,0.021216574229084,0.0701926974478427,0.0,0,0,0,0,0,0,0,0,0,0,0
HEMGN,0.0,0.0,0.0,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
PCNT,0.0250049955065665,0.0022645268326937,0.0332188332096409,0.0,0,0,0,0,0,0,0,0,0,0,0
CCT3,0.0749680624638092,0.0022105306478819,0.1210930949646401,0.0,0,0,0,0,0,0,0,0,0,0,0
PPFIA1,0.0249806794229002,0.0007272851731421,0.046385450085696,0.0,0,0,0,0,0,0,0,0,0,0,0
PPP2R5D,0.0493346035387159,0.0191130667282582,0.0706141098098636,0.0,0,0,1,0,1,0,0,0,0,0,0
DDX39A,0.0,0.0011578900410529,0.1476596545657927,0.0,0,0,0,0,0,0,0,0,0,0,0
IL17RC,0.0,0.0762093923288765,0.0574505291678298,0.0,0,0,0,0,0,0,0,0,1,0,0
KLRC1,0.0250650822695187,0.0,0.1196182707052725,0.0,0,0,0,0,0,0,0,0,0,0,0
FATE1,0.0250710287521385,0.48068864629728,0.3373369070517337,0.0,0,0,0,0,0,0,0,0,0,0,0
H1FX,0.0,0.0027937794270487,0.0255506881959967,0.0,0,0,0,0,0,0,0,0,0,0,0
NKAP,0.0499952958503836,0.1463824723118176,0.0559237304962633,0.0,0,0,0,0,0,0,0,0,0,0,0
MAPK8IP2,0.0,0.0255142123749042,0.2613010837296701,0.3062730627306274,1,0,0,0,0,0,0,0,0,0,0
DCAF4,0.0,5.615203796458527e-05,0.0786340812534133,0.0,0,0,0,0,0,0,0,0,0,0,0
COL3A1,0.0249759146167636,0.409252835356249,0.0107073517542457,0.0,0,0,0,0,0,0,0,0,0,0,0
OXCT1,0.0,0.1169638086774321,0.0471545537383019,0.0,0,0,0,0,0,0,0,0,0,0,0
SLC25A3,0.0,0.0519747330557926,0.0336569664604127,0.0,0,0,0,0,0,0,0,0,0,0,0
WDR12,0.0,0.0194792673990161,0.0857497907882479,0.0,0,0,0,0,0,0,0,0,0,0,0
KIF11,0.0,0.0195996149735161,0.1978407453725264,0.0,0,0,0,0,0,0,0,0,0,0,0
ATP2C1,0.0,0.0,0.0485247178535497,0.0,0,0,0,0,0,0,0,0,0,0,0
SOX11,0.1994083563927823,0.2923687074744,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
CKAP5,0.049351275649093,0.0024357358843039,0.03797905689084,0.0,0,0,0,0,0,0,0,0,0,0,0
RCL1,0.0,0.0288024867746973,0.168570632220026,0.0,0,0,0,0,0,0,0,0,0,0,0
CPSF6,0.0,0.0060129206275347,0.0846478645493092,0.0,0,0,0,0,0,0,0,0,0,0,0
REPIN1,0.0248899964897633,0.0039354370290946,0.0974192186234812,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
EIF3F,0.0,0.0,0.0296101669196065,0.0,0,0,0,0,0,0,0,0,0,0,0
DCAF13,0.0,0.0023641636514558,0.1022214706073314,0.0,0,0,0,0,0,0,0,0,0,0,0
DPP4,0.0,0.0900067959063874,0.0318917605299833,0.0,0,0,0,0,0,0,0,0,0,0,0
KCND3,0.0,0.0167750933395324,0.2543817285786261,0.0,0,0,0,0,0,0,0,0,0,0,0
CFHR4,0.0,0.0,0.1691176370260612,0.0,0,0,0,0,0,0,0,0,0,0,0
DLAT,0.0,0.015000210532503,0.0442394262852701,0.3431734317343173,0,0,0,0,0,0,0,0,0,0,0
MAP2,0.0984452874792946,0.0161204507650964,0.147632597349625,0.0,0,0,0,0,0,0,0,0,0,0,0
CHEK2,0.0,0.0174677838533957,0.0807674137902735,0.0,0,0,1,1,0,0,0,0,0,0,0
DDOST,0.0,0.0064906891356822,0.0673035608657253,0.5239852398523986,0,0,0,0,0,0,0,0,0,0,0
LPAR2,0.0250134877602141,0.4585759812612079,0.0392745977045677,0.0,0,0,0,0,1,0,0,0,0,0,0
TDRKH,0.0,0.0041850152759994,0.1513183485571985,0.0,0,0,0,0,0,0,0,0,0,0,0
HMG20A,0.024975601424585,0.0201298105428087,0.0212121579208643,0.0,0,0,0,0,0,0,0,0,0,0,0
ELOVL1,0.0,0.0019674119788972,0.0994130194897482,0.0,0,0,0,0,0,0,0,0,0,0,0
PDZK1,0.0499474127391161,0.3468222527753331,0.0632741209016617,0.0,0,0,0,0,0,0,0,0,0,0,0
MATR3,0.0,0.0244743224350275,0.0471707259621042,0.0,0,0,0,0,0,0,0,0,0,0,0
DMRTB1,0.0,0.3183901100549892,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
MRPL11,0.0,0.0121930527583182,0.0210086368736906,0.0,0,0,0,0,0,0,0,0,0,0,0
BRMS1L,0.0250618367838557,0.0014412141569312,0.0124234141997329,0.0,0,0,0,0,0,0,0,0,0,0,0
ADAM15,0.0,0.0032443533533011,0.1315772197959372,0.0,0,0,0,0,0,0,0,0,0,0,0
KDM5B,0.0,0.0078005228837014,0.0821045942876314,0.0,0,0,0,0,0,0,0,0,0,0,0
NRBF2,0.0250264755000894,0.0672125169758348,0.0707979296052262,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H2BB,0.0,0.0743219496749418,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ATP2A2,0.0499424479951578,0.012668307262896,0.0682775248317439,0.0,0,1,0,0,0,0,0,0,0,0,0
HEATR1,0.0,0.0119007310523166,0.1045024782835973,0.9889298892988932,0,0,0,0,0,0,0,0,0,0,0
ATPAF2,0.0,0.0061423975524717,0.0163391318959342,0.0,0,0,0,0,0,0,0,0,0,0,0
WDFY3,0.1241113060798297,0.0087666074014743,0.000764762730403,0.6309963099630997,0,0,0,0,0,0,0,0,0,0,0
GABARAPL1,0.0,0.0242715046715772,0.1152085354641563,0.0,0,0,0,0,0,0,0,0,0,0,0
EHHADH,0.0250066021054558,0.0623820668355524,0.1332738466235186,0.0,0,0,0,0,0,0,0,0,0,0,0
MYL5,0.0,0.0172457897222743,0.0189539368245934,0.3136531365313653,0,0,0,0,0,0,0,0,0,0,0
PPP1R9B,0.0,0.0185066413938398,0.0155519186480569,0.0,0,0,0,0,0,0,0,0,0,0,0
CAMK2D,0.0,0.0111922355661408,0.0418257005908399,0.6383763837638378,0,1,0,0,0,1,0,0,0,0,0
POLDIP2,0.0,0.0165434914973733,0.0005458036756657,0.0,0,0,0,0,0,0,0,0,0,0,0
SRSF6,0.0,0.0343143568777416,0.0019189928478651,0.0,0,0,0,0,0,0,0,0,0,0,0
MPP2,0.0,0.0,0.0043885318129973,0.0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF2,0.0,0.0,0.0855519387595779,0.0,0,0,0,0,0,0,0,0,0,0,0
SGTA,0.0,0.0032917242334769,0.042098348043285,0.3210332103321033,0,0,0,0,0,0,0,0,0,0,0
CTBP2,0.0,0.1711492307996382,0.0524015204240775,0.3874538745387454,0,0,0,0,0,1,0,0,0,0,0
IMPDH2,0.0,0.0113516386572518,0.0883800582296965,0.0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF1,0.0,0.0013746559790286,0.0476103694108856,0.0,0,0,0,0,0,0,0,0,0,0,0
SCN4A,0.0748752367115668,0.392735724859148,0.1500335998910579,0.0,0,0,0,0,0,0,0,0,0,0,0
ABCC1,0.0249531040710523,0.0467805645568984,0.0667047715061693,0.0,0,0,0,0,0,0,0,0,0,0,0
GPS1,0.0248711385787748,0.0079179705398986,0.0421608062815487,0.0,0,0,0,0,0,0,0,0,0,0,0
EIF5,0.0248333792983942,0.002666772489399,0.043794916924711,0.4907749077490775,0,0,0,0,0,0,0,0,0,0,0
STK25,0.0,0.0233061802106839,0.0582223143900469,0.2287822878228782,0,0,0,0,0,0,0,0,0,0,0
UBE2S,0.0,0.0521251262919293,0.1762433232269224,0.0,0,0,0,0,0,0,0,0,0,0,0
FBXW8,0.0,0.0048232893388147,0.062111849488403,0.0,0,0,0,0,0,0,0,0,0,0,0
HIF1AN,0.0,0.0342772425440008,0.0529323281342784,0.0,0,0,0,0,0,0,0,0,0,0,0
FREM1,0.0494796618333692,0.0828228301670454,0.2712991835392561,0.0,0,0,0,0,0,0,0,0,0,0,0
SMIM3,0.0,0.1374172867262734,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
VDAC1,0.0250275341116803,0.0035777711861782,0.0336416756624099,0.0,0,1,0,0,0,0,0,0,0,0,0
FEN1,0.0250509649025214,0.0158519148656665,0.1504291932840672,0.0,0,0,0,0,0,0,0,0,0,0,0
CPSF2,0.0,0.0036328572499774,0.0376731771176381,0.0,0,0,0,0,0,0,0,0,0,0,0
CCDC88A,0.0201450258034772,0.0,0.0774666153559137,0.0,0,0,0,0,0,0,0,0,0,0,0
BEX3,0.0,0.0382419139250364,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
SMC4,0.0,0.0424330331377128,0.1146612271066801,0.0,0,0,0,0,0,0,0,0,0,0,0
MRPL48,0.0,0.0663074027534197,0.0309955965376106,0.0,0,0,0,0,0,0,0,0,0,0,0
AQR,0.0743577264807464,0.0021213272899822,0.0325561565697668,0.0,0,0,0,0,0,0,0,0,0,0,0
GRIP1,0.049817237667268,0.535523801660498,0.1464686004032286,0.0,0,0,0,0,0,0,0,0,0,0,0
SPERT,0.0,0.2679805242511023,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
DCAF8,0.0,0.0056187456202695,0.0441397160671588,0.0,0,0,0,0,0,0,0,0,0,0,0
CLEC6A,0.0250442235784147,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
CLEC4D,0.0,0.0,0.2690961727487377,0.0,0,0,0,0,0,0,0,0,0,0,0
U2AF1,0.0,0.0,0.0255619185656622,0.0,0,0,0,0,0,0,0,0,0,0,0
RPS6,0.0,0.0063441232784377,0.0200981119218622,0.0,0,0,0,0,1,0,0,0,0,0,0
YAF2,0.0249474924082736,0.0024050646660536,0.0362552747535448,0.0,0,0,0,0,0,0,0,0,0,0,0
MIF4GD,0.0,0.0064210752367284,0.0791541575149016,0.0,0,0,0,0,0,0,0,0,0,0,0
LBP,0.0,0.1883992656444932,0.0774039751410059,0.0,0,0,0,0,0,0,0,0,1,0,0
PRDX4,0.0,0.091245294447101,0.0452690407489937,0.0,0,0,0,0,0,0,0,0,0,0,0
FCN3,0.0,0.3035046704410723,0.6169782885259064,0.5239852398523986,0,0,0,0,0,0,0,0,0,0,0
GLYR1,0.0,0.0031693336827421,0.0299684749407259,0.0,0,0,0,0,0,0,0,0,0,0,0
CD63,0.0,0.0460743754651819,0.0452230561836358,0.0,0,0,0,0,0,0,0,0,0,0,0
TTK,0.0,0.0042819720548155,0.3090802781454859,0.0,0,0,1,0,0,0,0,0,0,0,0
RABAC1,0.0,0.0251008957646742,0.0050808130112165,0.0,0,0,0,0,0,0,0,0,0,0,0
U2AF1L4,0.0,0.01469242219606,0.0273400136760118,0.0,0,0,0,0,0,0,0,0,0,0,0
DNMT1,0.0749161815945867,0.0036534842089895,0.1254237748888549,0.0,0,0,0,0,0,0,0,0,0,0,0
DISC1,0.0244800534227858,0.0081878355379347,0.0036304807168804,0.9889298892988932,0,0,0,0,0,0,0,0,0,0,0
ACIN1,0.0492338245806559,0.0044926238043724,0.0556610037158228,0.0,0,0,0,0,0,0,0,0,0,0,0
ATG101,0.0,0.0035936973850818,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
ADAM8,0.049897232641047,0.1680480214279596,0.0142278742851959,0.3874538745387454,0,0,0,0,0,0,0,0,0,0,0
POLDIP3,0.0,0.0052449642227533,0.0530310972293812,0.0,0,0,0,0,0,0,0,0,0,0,0
ATP6V1B2,0.0250530346752431,0.0394423988397137,0.0329113574386488,0.0,0,0,0,0,0,0,0,0,0,0,0
AGK,0.0,0.0374925854140932,0.0451484145034981,0.1254612546125461,0,0,0,0,0,0,0,0,0,0,0
STOML2,0.0,0.0089782083185823,0.0220557186339226,0.0,0,0,0,0,0,0,0,0,0,0,0
APOBEC3G,0.0250575123245883,0.0928335663681927,0.0096460022704589,0.0,0,0,0,0,0,0,0,0,0,0,0
MOV10,0.0,0.0164481259548244,0.0401310429625429,0.0,0,0,0,0,0,0,0,0,0,0,0
MRPS31,0.0,0.0064260037156706,0.0173707653335068,0.0,0,0,0,0,0,0,0,0,0,0,0
GZMH,0.0,0.556614144368237,0.093215554669306,0.0,0,0,0,0,0,0,0,0,0,0,0
FN1,0.095865342512115,0.0077811440999592,0.0120649409505668,0.0,0,0,0,0,1,0,0,0,0,0,0
SOX13,0.0,0.0081876933257842,0.0922147625172266,0.0,0,0,0,0,0,0,0,0,0,0,0
PCK1,0.0249836378119056,0.1465710127674179,0.2874988591744232,0.0,0,0,0,0,1,0,0,0,0,0,0
RPS14,0.0,0.0005781088804355,0.0215973187358522,0.0,0,0,0,0,0,0,0,0,0,0,0
PHLPP2,0.0249347776212179,0.0129019938734982,0.0186112094805368,0.0,0,0,0,0,1,0,0,0,0,0,0
CAMK2G,0.0,0.0037346975620818,0.0808806291072438,0.0,0,1,0,0,0,1,0,0,0,0,0
ELP2,0.0,0.0171948479764489,0.0262682042705258,0.0,0,0,0,0,0,0,0,0,0,0,0
ANXA9,0.0,0.2169829166374247,0.0339607919583108,0.0,0,0,0,0,0,0,0,0,0,0,0
SERPINB9,0.0,0.0200428513180014,0.1068378974478563,0.5867158671586716,0,0,0,0,0,0,0,0,0,0,0
ATP23,0.0,0.0297732487252178,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
MYCBP2,0.0487588943507868,0.0011744974994585,0.0253972818826956,0.0,0,0,0,0,0,0,0,0,0,0,0
TCP10,0.0,0.3402835288132855,0.1830687094471496,0.0,0,0,0,0,0,0,0,0,0,0,0
RGS20,0.0,0.2204532184960484,0.0323580376655762,0.0,0,0,0,0,0,0,0,0,0,0,0
DDX3Y,0.0,0.0,0.044345705441295,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H3A,0.0,0.0255483855444589,0.1363104158602907,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H3B,0.0,0.0430623314548641,0.2856559420791663,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H3C,0.0,0.0440179131553406,0.0512161579983997,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H3I,0.0250723122683077,0.0498838648012377,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H3H,0.0250560433547424,0.0878516354806316,0.1550428755484914,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H3G,0.0,0.3951678405940609,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H3F,0.0,0.5668408091455643,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H3E,0.0,0.0,0.1444275615267944,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H3J,0.0,0.4367601103476315,0.1162982186028475,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H3D,0.0250720547001969,0.1250566924677432,0.129592250157896,0.0,0,0,0,0,0,0,0,0,0,0,0
CERK,0.0,0.0362228086878099,0.0423763660390446,0.3062730627306274,0,0,0,0,0,0,0,0,0,0,0
PIMREG,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
MMP13,0.0249810934005154,0.3874103146959187,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
KLF11,0.0,0.0099083700799389,0.0774480485955054,0.0,0,0,0,0,0,0,0,0,0,0,0
SYNCRIP,0.0,0.0457446429258771,0.0234359573238918,0.0,0,0,0,0,0,0,0,0,0,0,0
MSH2,0.0,0.0025116082039381,0.1434851032693313,0.0,0,0,0,0,0,0,0,0,0,0,0
CACNB1,0.0,0.0145728097605613,0.0999334948546181,0.0,1,0,0,0,0,0,0,0,0,0,0
PRPF40A,0.0495143142253972,0.0028603787250618,0.0334425696394187,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H2BC,0.0,0.0083403730276764,0.0028857538136793,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H2BE,0.0,0.0,0.1630666699700132,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H2BG,0.025052055191075,0.0950617693256029,0.1907308227061811,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H2BF,0.0,0.0226371101797422,0.1121468550541235,0.0,0,0,0,0,0,0,0,0,0,0,0
HIST1H2BI,0.0,0.2878412767892796,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
GGA1,0.0249023146157824,0.0077374685770213,0.0621321466505322,0.0,0,0,0,0,0,0,0,0,0,0,0
MRPS7,0.024892634212925,0.0030619612235863,0.0290699658863433,0.0,0,0,0,0,0,0,0,0,0,0,0
SFPQ,0.0250296440905366,0.0019494202406698,0.0205499006124303,0.0,0,0,0,0,0,0,0,0,0,0,0
PTPRM,0.0492358484529045,0.0014517606635266,0.0524871525088017,0.0,0,0,0,0,0,0,0,0,0,0,0
RP9,0.0,0.0043786659548366,0.0467113209738288,0.0,0,0,0,0,0,0,0,0,0,0,0
ZNF622,0.0250415525050989,0.0207121077040073,0.0319508767053238,0.0,0,0,0,0,0,0,0,0,0,0,0
BABAM1,0.0,0.0192125588573188,0.0350892267332893,0.0,0,0,0,0,0,0,0,0,0,0,0
TNRC6B,0.0245112945659669,0.0012975182329391,0.0039758074253827,0.0,0,0,0,0,0,0,0,0,0,0,0
NCOA5,0.0,0.0037545197204058,0.0606681075048496,0.0,0,0,0,0,0,0,0,0,0,0,0
RPL10A,0.0250274985561006,0.0486553957212626,0.0391936551594002,0.0,0,0,0,0,0,0,0,0,0,0,0
ARL2BP,0.0,0.0025051654528555,0.0389635957874369,0.0,0,0,0,0,0,0,0,0,0,0,0
COIL,0.0,0.0035648868129031,0.0486361244218477,0.0,0,0,0,0,0,0,0,0,0,0,0
LMNA,0.0,0.0390583634173958,0.1145446737561941,0.0,0,0,0,0,0,0,0,0,0,0,0
CCNJL,0.0248291244427424,0.0,0.055048822489407,0.0,0,0,0,0,0,0,0,0,0,0,0
SCYL1,0.0245477433703636,0.0300488565955297,0.0086294927705572,0.0,0,0,0,0,0,0,0,0,0,0,0
PHF19,0.0,0.26708269353438,0.1682261742720704,0.4391143911439115,0,0,0,0,0,0,0,0,0,0,0
MSR1,0.0,0.0,0.0995484788991542,0.0,0,0,0,0,0,0,0,0,0,0,0
STK19,0.0,0.1375415531020866,0.096793274718618,0.0,0,0,0,0,0,0,0,0,0,0,0
