gene,MF: PRAD,METH: PRAD,GE: PRAD,CNA: PRAD,hsa00140,hsa04010,hsa04060,hsa04110,hsa04115,hsa04151,hsa04210,hsa05202
GP1BA,0.0,0.0113087568912933,0.0664847954081193,0.0,0,0,0,0,0,0,0,0
HLA-DOA,0.0,0.3275699564937823,0.1237858247286147,0.0,0,0,0,0,0,0,0,0
HLA-DOB,0.0,0.0292725795923131,0.0719009218209498,0.0,0,0,0,0,0,0,0,0
NFKBIE,0.0455300862287565,0.08507371626552,0.0030480265521575,0.0,0,0,0,0,0,0,0,0
REL,0.0227290709835371,0.0234868373425606,0.112421244922225,0.0,0,0,0,0,0,0,0,1
TLE1,0.0455252256367894,0.1134230807422105,0.0560378008230654,0.0,0,0,0,0,0,0,0,0
STXBP3,0.0,0.0240191942570275,0.029363857931262,0.0,0,0,0,0,0,0,0,0
ATP6V0D2,0.0,0.0174073718177887,0.3098599359311219,0.5340136054421769,0,0,0,0,0,0,0,0
ATP6V0D1,0.0,0.0030911052212291,0.0298399643298906,0.0,0,0,0,0,0,0,0,0
ORC2,0.0225176439885675,0.058645556176501,0.0078654591379513,0.0,0,0,0,1,0,0,0,0
MCM8,0.0454328359529867,0.0186347824146584,0.0183875340426883,0.0,0,0,0,0,0,0,0,0
CD8B,0.0227631626489965,0.2107340643252648,0.0437456125214566,0.0,0,0,0,0,0,0,0,0
CD8A,0.0227542384826756,0.0436934807816623,0.0688097386917078,0.0,0,0,0,0,0,0,0,0
CD3E,0.0227693744678853,0.0160620276960878,0.0391167096661068,0.1462585034013605,0,0,0,0,0,0,0,0
CD3G,0.0,0.0511466280833089,0.0530107082182868,0.1462585034013605,0,0,0,0,0,0,0,0
CD3D,0.0227737438160641,0.028310637479125,0.0092202603880086,0.1462585034013605,0,0,0,0,0,0,0,0
SEC31A,0.022573410183005,0.0204665303762159,0.0087699321102072,0.0,0,0,0,0,0,0,0,0
SEC13,0.0,0.0110399556755812,0.0064481288838497,0.0,0,0,0,0,0,0,0,0
KLRD1,0.0,0.0,0.1347731200755638,0.0,0,0,0,0,0,0,0,0
KLRC2,0.0,0.0,0.028197433842171,0.0,0,0,0,0,0,0,0,0
STXBP1,0.0,0.0,0.0115978573555266,0.2108843537414965,0,0,0,0,0,0,0,0
BMI1,0.0227725180478862,0.0052510621331503,0.0547694502274893,0.0,0,0,0,0,0,0,0,1
CBX4,0.0227745469928528,0.0307297020167337,0.0859420832859618,0.0,0,0,0,0,0,0,0,0
HSP90AA1,0.0227646521729815,0.0050430251663118,0.0225145250305679,0.0,0,0,0,0,0,1,0,0
FKBP6,0.0225096046660436,0.0014182981352095,0.0810486234268845,0.0,0,0,0,0,0,0,0,0
TTC21B,0.0,0.0477685673856772,0.007164101941765,0.0,0,0,0,0,0,0,0,0
WDR35,0.0,0.0240053666732693,0.0148395795612998,0.0,0,0,0,0,0,0,0,0
PTK2,0.020639740715322,0.0017318278181765,0.0139723381663905,0.0,0,0,0,0,0,1,0,1
MAFB,0.0,0.0117193701392421,0.0262684860688647,0.0,0,0,0,0,0,0,0,0
VAMP2,0.0,0.353393294471455,0.0160581219673397,0.0,0,0,0,0,0,0,0,0
DDB1,0.0,0.0075205891622241,0.0058703360496578,0.0,0,0,0,0,0,0,0,0
IL17A,0.0227737531735806,0.3290080221622989,0.0,0.0,0,0,1,0,0,0,0,0
IL17F,0.0,0.2025904690093642,0.0,0.0,0,0,1,0,0,0,0,0
KHSRP,0.0,0.0151643967935889,0.0108150063541586,0.0,0,0,0,0,0,0,0,0
PBX1,0.0226684141450625,0.0209343985510361,0.1302038699134083,0.0,0,0,0,0,0,0,0,1
PKNOX1,0.0454818766836427,0.0065041115469432,0.0177813278963959,0.0,0,0,0,0,0,0,0,0
DLG3,0.0,0.1254094279276138,0.0278801807466653,0.0,0,0,0,0,0,0,0,0
DLG4,0.0,0.0130018005895212,0.1244792938003647,0.0,0,0,0,0,0,0,0,0
CD1A,0.0,0.2825510942829857,0.1313750699396921,0.0,0,0,0,0,0,0,0,0
CD1B,0.0455528717358586,0.6879763172521225,0.1229998404055176,0.0,0,0,0,0,0,0,0,0
CD1D,0.0,0.0098969073630649,0.0793673810309586,0.0,0,0,0,0,0,0,0,0
CD1C,0.0455451463374758,0.5792189036769833,0.0721225112836035,0.0,0,0,0,0,0,0,0,0
RAG2,0.0,0.251789815218514,0.0,0.0,0,0,0,0,0,0,0,0
RAG1,0.1365823506766896,0.0629030121939078,0.1318574251966136,0.0,0,0,0,0,0,0,0,0
ERLIN1,0.0,0.0,0.0566136274491748,0.0,0,0,0,0,0,0,0,0
ERLIN2,0.0681112733789978,0.0139801408559254,0.0374352351374571,0.227891156462585,0,0,0,0,0,0,0,0
ZFHX3,0.2646989947754339,0.0,0.0569599232863118,0.6496598639455782,0,0,0,0,0,0,0,0
OTUB1,0.022760860336101,0.0073674027541535,0.0053376997430151,0.0,0,0,0,0,0,0,0,0
RNF128,0.0,0.0849789702525312,0.2127736703815036,0.0,0,0,0,0,0,0,0,0
HSD17B10,0.0,0.0227852361755203,0.0369132988014023,0.0,0,0,0,0,0,0,0,0
TRMT10C,0.0,0.0082391573050678,0.0168187962386254,0.0,0,0,0,0,0,0,0,0
ZNF335,0.0,0.0235767316649364,0.0413460004522035,0.1530612244897959,0,0,0,0,0,0,0,0
CNOT6,0.0227143565479273,0.0554382342292552,0.0429290290247267,0.0952380952380952,0,0,0,0,0,0,0,0
RFX6,0.0455449324744832,0.0561602587686949,0.0508629005923284,0.0,0,0,0,0,0,0,0,0
IL6ST,0.0452486476866658,0.0325350900231506,0.1033264634163235,0.3571428571428571,0,0,1,0,0,0,0,0
CUL5,0.0,0.0132357744931853,0.0262728271907049,0.1462585034013605,0,0,0,0,0,0,0,0
CUL3,0.1135720039175646,0.0092551316141988,0.0136311116574533,0.0,0,0,0,0,0,0,0,0
CUL2,0.0907771879375006,0.0051071863682082,0.0550360127730315,0.0,0,0,0,0,0,0,0,0
PHB2,0.0,0.0063489920899221,0.0326042593833594,0.0,0,0,0,0,0,0,0,0
PHB,0.0,0.0130335756744753,0.0035662532723762,0.0,0,0,0,0,0,0,0,0
RANGAP1,0.0,0.0057066082984672,0.0752229995337101,0.0,0,0,0,0,0,0,0,0
DCTN3,0.0,0.0119511394386856,0.0247550513430398,0.0,0,0,0,0,0,0,0,0
DCTN2,0.0,0.0216459707762808,0.0493907520429934,0.0,0,0,0,0,0,0,0,0
CRLF2,0.0,0.0,0.2033408286892592,0.0,0,0,1,0,0,0,0,0
OSMR,0.0,0.333776489762264,0.0071788828038563,0.0,0,0,1,0,0,1,0,0
RSF1,0.0454819472119613,0.0066011603137249,0.0355480081310899,0.0,0,0,0,0,0,0,0,0
CASP1,0.0454850108838394,0.1485883220194273,0.1564265194261888,0.1462585034013605,0,0,0,0,0,0,0,0
NR1H3,0.0,0.0,0.0163009680623211,0.1156462585034013,0,0,0,0,0,0,0,0
NR1H2,0.0,0.0097806442239467,0.0400491672967616,0.0,0,0,0,0,0,0,0,0
PEX14,0.0,0.0512507665723855,0.0620846450784544,0.0,0,0,0,0,0,0,0,0
PEX13,0.0,0.0177923570098057,0.0353117369448672,0.0,0,0,0,0,0,0,0,0
GRIN1,0.0226403433297079,0.1088986747529334,0.0696872208193533,0.0,0,0,0,0,0,0,0,0
GRIN2B,0.1587210762223508,0.1072474575732885,0.0,0.0,0,0,0,0,0,0,0,0
WASL,0.0,0.010389462456117,0.0039467144744922,0.0,0,0,0,0,0,0,0,0
ITSN1,0.0448885568025297,0.0011769708257003,0.0944589463057746,0.0,0,0,0,0,0,0,0,0
IFNGR1,0.0,0.0093146020442789,0.0179128293083156,0.0,0,0,1,0,0,0,0,0
IFNGR2,0.0,0.3582540541802479,0.0289169253483617,0.0,0,0,1,0,0,0,0,0
CLOCK,0.0,0.0,0.0361935886148887,0.0,0,0,0,0,0,0,0,0
ARNTL2,0.0681417389292687,0.0745499531634306,0.1191298970432704,0.0,0,0,0,0,0,0,0,0
MSH4,0.0227699478093184,0.1056480693560155,0.0946930950187122,0.0,0,0,0,0,0,0,0,0
MSH5,0.0227393194300539,0.0068120120875514,0.1523605265750057,0.0,0,0,0,0,0,0,0,0
MLH3,0.06817151186032,0.0279544714609119,0.0100976692299384,0.0,0,0,0,0,0,0,0,0
POLR3D,0.0227338933801185,0.0330934716939932,0.0051234777133489,1.0,0,0,0,0,0,0,0,0
POLR3E,0.0,0.0021867058362635,0.0766990921421376,0.0,0,0,0,0,0,0,0,0
POLR3H,0.0227437307429916,0.0076733735101289,0.0353038452833802,0.0,0,0,0,0,0,0,0,0
CRCP,0.0,0.0733471026459599,0.0170752038503336,0.0,0,0,0,0,0,0,0,0
CYBB,0.0227626140461413,0.0,0.0260871659916843,0.0,0,0,0,0,0,0,0,0
CYBA,0.0,0.9254847088691396,0.1569121444176866,0.0,0,0,0,0,0,0,0,0
BCKDHB,0.0,0.006274108368564,0.002344053304951,0.0,0,0,0,0,0,0,0,0
BCKDHA,0.0,0.0080727204297802,0.0063805967238036,0.0,0,0,0,0,0,0,0,0
MAT2A,0.0,0.0021784012854547,7.574897198032311e-05,0.0,0,0,0,0,0,0,0,0
MAT2B,0.0,0.2407739206182364,0.1039961861364515,0.0952380952380952,0,0,0,0,0,0,0,0
CYP1A2,0.0,0.0874576347821051,0.0,0.0,1,0,0,0,0,0,0,0
POR,0.0,0.0050479856330079,0.0153822571485701,0.0,0,0,0,0,0,0,0,0
CYP2C19,0.0,0.2922936202723371,0.0,0.0,0,0,0,0,0,0,0,0
PDHA2,0.022777995202624,0.0685008025484245,0.0,0.0,0,0,0,0,0,0,0,0
PDHB,0.0,0.0119224775527189,0.0005624333373154,0.0,0,0,0,0,0,0,0,0
PDHA1,0.0227244956009361,0.0084458426107632,0.012950380344529,0.0,0,0,0,0,0,0,0,0
SDHB,0.0,0.0015691089640323,0.0051976696700362,0.0,0,0,0,0,0,0,0,0
SDHA,0.0,0.0026419403616528,0.0044720770091785,0.0,0,0,0,0,0,0,0,0
PDP1,0.090958927543828,0.0021880065315108,0.041143757619964,0.5340136054421769,0,0,0,0,0,0,0,0
PDPR,0.0454308408508895,0.0126536596984689,0.069872939060491,0.0,0,0,0,0,0,0,0,0
PPP2R1A,0.0,0.0094012389961976,0.0217272697878778,0.0,0,0,0,1,0,1,0,0
PPP2CA,0.0227633724293133,0.001669415825432,0.0194629939683147,0.0952380952380952,0,0,0,1,0,1,0,0
MEP1A,0.0,0.2336872400878491,0.084149511962532,0.0,0,0,0,0,0,0,0,0
MEP1B,0.0,0.2690053914699218,0.0,0.0,0,0,0,0,0,0,0,0
ATP4A,0.0,0.2783056369490804,0.0,0.0,0,0,0,0,0,0,0,0
ATP4B,0.0,0.0387377122878858,0.0,0.0,0,0,0,0,0,0,0,0
ARNT,0.0,0.0471149428024748,0.0238664188728219,0.0,0,0,0,0,0,0,0,0
EPAS1,0.0227585842447447,0.0281603080222284,0.0836514442841113,0.1564625850340136,0,0,0,0,0,0,0,0
CXCL10,0.0,0.2957484649942217,0.0859507644405267,0.0,0,0,1,0,0,0,0,0
CXCR3,0.0,0.0028979960820917,0.0170852861697046,0.0,0,0,1,0,0,0,0,0
GNG2,0.0,0.0,0.0863665908827977,0.0,0,0,0,0,0,1,0,0
F2R,0.0,0.0616321749108492,0.0579578980138941,0.0,0,0,0,0,0,1,0,0
F2RL2,0.0,0.2832988895581326,0.1981989212173707,0.0,0,0,0,0,0,0,0,0
EPHA8,0.0227764832720915,0.0681112529941603,0.2179922212472756,0.0,0,0,0,0,0,0,0,0
EFNA5,0.0,0.0004243978882188,0.1729384085035075,0.0,0,1,0,0,0,1,0,0
PIAS1,0.0,0.0673058382346052,0.1006756502288866,0.0,0,0,0,0,0,0,0,0
VCL,0.0227462998472718,0.000301777612975,0.1743311441263628,0.0,0,0,0,0,0,0,0,0
UBE2D1,0.0,0.0164670786853479,0.0116237257572758,0.0,0,0,0,0,0,0,0,0
MYB,0.0226722557676363,0.0027413480721472,0.0771272720513819,0.0,0,0,0,0,0,1,0,0
NR3C1,0.0,0.0865828171922927,0.1422876831503442,0.0952380952380952,0,0,0,0,0,0,0,0
NCOA2,0.0227562994932584,0.0326460389221837,0.0308793941317546,0.5340136054421769,0,0,0,0,0,0,0,0
HHIP,0.0904863669292572,0.2814599704852694,0.031730938238714,0.0,0,0,0,0,0,0,0,0
IHH,0.0,0.0222375981214107,0.0432426630528098,0.0,0,0,0,0,0,0,0,0
ACVR1,0.0,0.029692157305864,0.0208956155734484,0.0,0,0,1,0,0,0,0,0
STK39,0.0227686056470579,0.012277152201741,0.05931560805035,0.0,0,0,0,0,0,0,0,0
PRKCQ,0.0454200053799099,0.3401948805523438,0.127267439393858,0.0,0,0,0,0,0,0,0,0
GRB10,0.0,0.0384180598897527,0.0339130723700756,0.0,0,0,0,0,0,0,0,0
NFATC2,0.0,0.0112954648587457,0.0952683882800102,0.1530612244897959,0,0,0,0,0,0,0,0
FOXP3,0.0,0.0235328223146409,0.0248647692213776,0.0,0,0,0,0,0,0,0,0
HUWE1,0.0452344392190003,0.00250321915045,0.0059452659154936,0.0,0,0,0,0,0,0,0,0
MAP3K8,0.0227336882365242,0.0135996353022712,0.1251459643929262,0.0,0,1,0,0,0,0,0,0
GNA13,0.0227620207822081,0.0487101485049386,0.0595080068918725,0.0,0,0,0,0,0,0,0,0
GNA12,0.0,0.0006750032079979,0.0004201277983751,0.0,0,1,0,0,0,0,0,0
AFDN,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
PLCG2,0.0455009876977834,0.0072863234671923,0.0846634521008039,0.0,0,0,0,0,0,0,0,0
LYN,0.0,0.0287582798506413,0.0319291104195311,0.0,0,0,0,0,0,0,0,0
F2,0.0,0.0336014509435082,0.1029616923684993,0.1156462585034013,0,0,0,0,0,0,0,0
HDAC3,0.0455515429457722,0.0216851728565212,0.0176052106848762,0.0952380952380952,0,0,0,0,0,0,0,0
ANKRA2,0.0,0.0080521127577442,0.0040479388137916,0.0,0,0,0,0,0,0,0,0
NOS3,0.0,0.0998406368020391,0.0183743309228074,0.0,0,0,0,0,0,1,0,0
TGFBRAP1,0.0227491970178299,0.0067407710642773,0.0035159330861883,0.0,0,0,0,0,0,0,0,0
SDC4,0.0,0.071319708947158,0.0948446893689078,0.1530612244897959,0,0,0,0,0,0,0,0
CCL5,0.0,0.0757248086364435,0.0759767420779478,0.0,0,0,1,0,0,0,0,0
TCF7L2,0.0223119953732801,0.008210235287575,0.0486979254862874,0.0,0,0,0,0,0,0,0,0
DHH,0.0,0.0437323841205541,0.0479078581187006,0.0,0,0,0,0,0,0,0,0
FOSL1,0.0,0.0355497352144727,0.1774193275640352,0.0,0,0,0,0,0,0,0,0
FZD2,0.0227706834078229,0.1257464897316649,0.093355038746561,0.326530612244898,0,0,0,0,0,0,0,0
WNT5A,0.0,0.5426608915495434,0.0962706629725437,0.0,0,0,0,0,0,0,0,0
SNX1,0.0222454242175767,0.0025934396282613,0.0008258512112729,0.0,0,0,0,0,0,0,0,0
SNX2,0.0227697326603026,0.0635492174028506,0.0296491061967069,0.0952380952380952,0,0,0,0,0,0,0,0
SMARCA2,0.022537856069471,0.0071817951561622,0.0436955827059024,0.0,0,0,0,0,0,0,0,0
CEBPA,0.0,0.0014859244252844,0.1030510939926823,0.0,0,0,0,0,0,0,0,1
FOSL2,0.0,0.0114003581454428,0.0681360067538335,0.0,0,0,0,0,0,0,0,0
EFNB1,0.0,0.0056833985563179,0.2057806043156865,0.0,0,0,0,0,0,0,0,0
EPHB1,0.0909967861421455,0.0351880360797857,0.3100481422479962,0.0,0,0,0,0,0,0,0,0
BTC,0.0,0.0318048105656988,0.0279040539857637,0.0,0,0,0,0,0,0,0,0
YY1,0.0,0.0172619169851628,0.0244673571504557,0.0,0,0,0,0,0,0,0,0
IL1R1,0.0,0.0,0.0363854292139945,0.0,0,1,1,0,0,0,0,0
IL1RN,0.0,0.0,0.1471372437355816,0.0,0,0,1,0,0,0,0,0
EPO,0.0,0.4620542964694488,0.0873374466325988,0.3435374149659864,0,0,1,0,0,1,0,0
EPOR,0.0227670227696929,0.0077831680392347,0.0122370677338705,0.0,0,0,1,0,0,1,0,0
NTRK1,0.0682123368438282,0.0022499681912711,0.1139160443216179,0.0,0,1,0,0,0,1,1,1
FADD,0.0,0.0120590190600593,0.0015284819269185,0.0,0,0,0,0,0,0,1,0
EFNA1,0.0,0.0005547939826823,0.0347537034789153,0.1360544217687075,0,1,0,0,0,1,0,0
EPHA2,0.0453735742032625,0.1939191204668775,0.2181210606353013,0.0,0,1,0,0,0,1,0,0
ASAP2,0.0227418870825934,0.1403438989854205,0.0374711864223924,0.0,0,0,0,0,0,0,0,0
DLL4,0.0,0.0059434722304755,0.0149662773582822,0.0,0,0,0,0,0,0,0,0
NOTCH4,0.0,0.3377888856474896,0.0708456694373621,0.0,0,0,0,0,0,0,0,0
TCF7,0.0,0.2083161241479254,0.0732556719806721,0.0952380952380952,0,0,0,0,0,0,0,0
TRAF2,0.0455446976666421,0.0138097867384576,0.0240520773419815,0.0,0,1,0,0,0,0,1,0
SMO,0.0227637406943296,0.0165632177810266,0.0025041930405648,0.0,0,0,0,0,0,0,0,0
ARRB2,0.0,0.0718172971528067,0.0453151239225246,0.0,0,1,0,0,0,0,0,0
TRRAP,0.0452311293970311,0.0588810771619731,0.0071484571927643,0.3435374149659864,0,0,0,0,0,0,0,0
KAT2A,0.0,0.0307717057998961,0.1238578780751516,0.0,0,0,0,0,0,0,0,0
EPHB4,0.0,0.0398697649040631,0.0591036493536478,0.3435374149659864,0,0,0,0,0,0,0,0
EFNB2,0.0453823011560617,0.0,0.0013849810721756,0.0,0,0,0,0,0,0,0,0
PTPN2,0.0227317425130966,0.005577288940976,0.0004049788754196,0.0,0,0,0,0,0,0,0,0
PAWR,0.0,0.0033338533974416,0.0352552208638579,0.1224489795918367,0,0,0,0,0,0,0,0
PRKCZ,0.0454147465548087,0.0749591570948451,0.0221417449932119,0.0,0,0,0,0,0,0,0,0
ZBTB17,0.0450736813437257,0.0062057520638675,0.0497134435027132,0.0,0,0,0,1,0,0,0,1
IRF8,0.0,0.2252309968876085,0.1386120417102511,0.7244897959183674,0,0,0,0,0,0,0,0
FGFR4,0.022754355707592,0.0145892411870405,0.0026595584757152,0.0952380952380952,0,1,0,0,0,1,0,0
FGF2,0.0,0.4626327359441805,0.1620165345606263,0.173469387755102,0,1,0,0,0,1,0,0
FGFR3,0.0440862675381337,0.0052040806200634,0.0081510791319362,0.0680272108843537,0,1,0,0,0,1,0,0
FGFR2,0.0450636245141207,0.0579640396716948,0.2817422552538522,0.0,0,1,0,0,0,1,0,0
JUNB,0.0,0.0073025617190909,0.0683195306510692,0.0,0,0,0,0,0,0,0,0
EP300,0.0910188371106804,0.0287968206093245,0.0150767049789543,0.0,0,0,0,1,0,0,0,0
CRKL,0.0,0.0132092489629697,0.0273094159825086,0.0,0,1,0,0,0,0,0,0
RAPGEF1,0.0444433893069509,0.0,0.033183275531527,0.0,0,0,0,0,0,0,0,0
LRP8,0.0216908232229723,0.0051357746860774,0.0198879086927589,0.0,0,0,0,0,0,0,0,0
PITX2,0.0,0.1178187070779371,0.2400961132764816,0.0,0,0,0,0,0,0,0,0
PDPK1,0.0226999051369193,0.0066154634404372,0.0190801081938915,0.0,0,0,0,0,0,1,1,0
SPOP,1.0,0.0517241995779847,0.0698578557693402,0.0,0,0,0,0,0,0,0,0
LRP6,0.0227399775021651,0.0056430124461059,0.0237007148562306,0.0,0,0,0,0,0,0,0,0
DKK1,0.0227727779791362,0.3860198136978918,0.1657031770364229,0.0,0,0,0,0,0,0,0,0
PARK7,0.0455320367415348,0.023647706649711,0.0050570661540523,0.0,0,0,0,0,0,0,0,0
GPC1,0.0227632850963855,0.0972222237760237,0.0720818523935676,0.0,0,0,0,0,0,0,0,0
TDGF1,0.0,0.0,0.2341553946441284,0.0,0,0,0,0,0,0,0,0
LEF1,0.0454609889320874,0.0181187911437983,0.0767328182222849,0.0,0,0,0,0,0,0,0,0
PGF,0.0,0.0200942721142822,0.240701658998482,0.0,0,1,0,0,0,1,0,0
TCF3,0.0226999944785181,0.0026056544444639,0.0665091741554109,0.0,0,0,0,0,0,0,0,1
MYOD1,0.0,0.2449306548546788,0.0,0.0,0,0,0,0,0,0,0,0
NRG1,0.090752674243377,0.4269621417178972,0.2710358835261464,0.0,0,0,0,0,0,0,0,0
PFDN5,0.0,0.0174684892161293,0.0286660994684726,0.0,0,0,0,0,0,0,0,0
ASAP1,0.0220733225876041,0.4285647145378675,0.0693844155058225,0.0,0,0,0,0,0,0,0,0
FGF1,0.0,0.1129001098672852,0.136229061684925,0.0952380952380952,0,1,0,0,0,1,0,0
FGF4,0.0227707358872,0.1460451851448687,0.0,0.163265306122449,0,1,0,0,0,1,0,0
FGF19,0.0,0.0387639533135604,0.0,0.163265306122449,0,1,0,0,0,1,0,0
TUBA1B,0.0,1.2159242780229997e-05,0.0123598622684766,0.0,0,0,0,0,0,0,1,0
PTP4A1,0.0,0.171072746093758,0.021311761467093,0.0,0,0,0,0,0,0,0,0
TNFSF10,0.022757960878009,0.0114158979308586,0.0427278196334031,0.0,0,0,1,0,0,0,1,0
ACVRL1,0.0682470492653977,0.3155559280800059,0.1325201172138452,0.0,0,0,1,0,0,0,0,0
BRAF,0.1361633973000141,0.0,0.0269317168175686,0.0,0,1,0,0,0,0,0,0
NDEL1,0.0,0.0032332389820251,0.0228135723764428,0.0,0,0,0,0,0,0,0,0
TACC3,0.0227521163395614,0.010937105766659,0.094123878844929,0.0680272108843537,0,0,0,0,0,0,0,0
PTPA,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
ACVR2A,0.0677090755497209,0.098603367236976,0.0477221652688608,0.2891156462585034,0,0,1,0,0,0,0,0
ARNTL,0.0,0.0888597222834667,0.0775364253067596,0.0,0,0,0,0,0,0,0,0
SPEN,0.0910014999579327,0.0053425009481585,0.0018270514286252,0.0,0,0,0,0,0,0,0,0
TIRAP,0.0,0.0098098480674045,0.0097932924078674,0.0,0,0,0,0,0,0,0,0
PPP2R3B,0.0,0.0,0.0566521669939766,0.0,0,0,0,0,0,1,0,0
RFXANK,0.0,0.0,0.0216662277001354,0.0,0,0,0,0,0,0,0,0
CDH2,0.0,0.0943712141080722,0.2435480786239672,0.0,0,0,0,0,0,0,0,0
DOCK1,0.0681891633477021,0.0007141465988877,0.0643862220367478,0.0,0,0,0,0,0,0,0,0
ELMO1,0.0219328531173812,0.1101985420668947,0.0442404981552558,0.3537414965986395,0,0,0,0,0,0,0,0
SDC2,0.0227444473474764,0.0370395356089103,0.0945550224065943,0.5340136054421769,0,0,0,0,0,0,0,0
AURKB,0.0452781564067906,0.0238899673811129,0.1773274643194458,0.0,0,0,0,1,0,0,0,0
TNFRSF10C,0.0,0.3874272457526139,0.1580623496240549,1.0,0,0,1,0,0,0,0,0
TBP,0.0,0.0281437612607747,0.010981144607697,0.0,0,0,0,0,0,0,0,0
SPI1,0.0,0.0471571332852798,0.0039407956152015,0.1156462585034013,0,0,0,0,0,0,0,1
DOK2,0.0227732675058093,0.0608788137377835,0.0122710761661997,1.0,0,0,0,0,0,0,0,0
CTNND1,0.0,0.0164750767699257,0.0153331965378401,0.0,0,0,0,0,0,0,0,0
CRK,0.0227497486181595,0.000873169421312,0.0489646657495466,0.0,0,1,0,0,0,0,0,0
HDAC5,0.0,0.0029887752197359,0.0427770366042902,0.326530612244898,0,0,0,0,0,0,0,0
ARFGAP1,0.0,0.0041654850634539,0.0647617041666202,0.1530612244897959,0,0,0,0,0,0,0,0
KDELR1,0.0,0.0211123068269089,0.0122917869856505,0.0,0,0,0,0,0,0,0,0
HDAC6,0.0679292995567265,0.0211884207152153,0.0172128444956477,0.0,0,0,0,0,0,0,0,0
CBLB,0.0680773091604823,0.0040699782844187,0.0426897513732199,0.0,0,0,0,0,0,0,0,0
FZD1,0.0223574639814549,0.0090502938810915,0.1378023855458509,0.3435374149659864,0,0,0,0,0,0,0,0
WNT3A,0.0227709636048643,0.1402632303717098,0.2582761887874502,0.1598639455782312,0,0,0,0,0,0,0,0
HDAC11,0.0,0.0145781418122883,0.0106324027414119,0.0,0,0,0,0,0,0,0,0
PRL,0.0,0.1672910985671391,0.0,0.0,0,0,1,0,0,1,0,0
PER1,0.0,0.0578381686054313,0.132941375457189,0.0,0,0,0,0,0,0,0,0
DTX1,0.0227685228365173,0.148016951489137,0.0484734847386676,0.1224489795918367,0,0,0,0,0,0,0,0
EWSR1,0.0671910007178479,0.0142811094884985,0.0115553396107461,0.0,0,0,0,0,0,0,0,1
SOS2,0.0,0.0074031523858451,0.0639193683050839,0.0,0,1,0,0,0,1,0,0
BIRC2,0.0227339873107383,0.0038772606353544,0.006157340362167,0.0,0,0,0,0,0,0,1,1
BIRC3,0.0,0.011854618215927,0.0855943548758686,0.0,0,0,0,0,0,0,1,1
RICTOR,0.0227551575173922,0.0038292775466857,0.0417071261493883,0.0,0,0,0,0,0,0,0,0
CDK6,0.0,0.0802767059590512,0.0001498361225667,0.3435374149659864,0,0,0,1,1,1,0,0
DOCK2,0.0681701472557854,0.6154965555084482,0.0137411746178641,0.0952380952380952,0,0,0,0,0,0,0,0
BTRC,0.0,0.0236050092125547,0.0013285099644729,0.0,0,0,0,0,0,0,0,0
ELK1,0.0,0.0088550406160648,0.0112518336484796,0.0,0,1,0,0,0,0,0,0
SRF,0.0,0.0096723529022624,0.1127398348060315,0.0,0,1,0,0,0,0,0,0
SMAD5,0.0,0.1546807654169791,0.0579699656347788,0.0952380952380952,0,0,0,0,0,0,0,0
USF2,0.0227698551783847,0.0017025918950782,0.0274959643523437,0.0,0,0,0,0,0,0,0,0
CSTF1,0.0,0.0067388720519049,0.0111891056270101,0.1530612244897959,0,0,0,0,0,0,0,0
TUBG1,0.0,0.0076634098745049,0.0338676290218616,0.0,0,0,0,0,0,0,0,0
NINL,0.068175152263719,0.4122478042901403,0.10158705265746,0.0,0,0,0,0,0,0,0,0
SMAD9,0.0,0.0278504532303263,0.081520477784508,0.0,0,0,0,0,0,0,0,0
NCF1,0.0,0.0,0.0118229007461434,0.0,0,0,0,0,0,0,0,0
NCF2,0.0454682730476316,0.0366868456515037,0.0061298701256932,0.0,0,0,0,0,0,0,0,0
TUBB2A,0.0,0.0040247372746859,0.1565282788530924,0.0,0,0,0,0,0,0,0,0
TNKS,0.0226451964081372,0.0034237779138325,0.058614754806007,0.0,0,0,0,0,0,0,0,0
TERF1,0.0,0.006198283520913,0.0324150203241453,0.5340136054421769,0,0,0,0,0,0,0,0
BAMBI,0.0227717649882119,0.0956570059043772,0.0427145314897385,0.0,0,0,0,0,0,0,0,0
ABI1,0.0,0.0187211899214349,0.0409090542374429,0.0,0,0,0,0,0,0,0,0
MAPK8,0.0,0.0411412606711855,0.0359917564691125,0.0,0,1,0,0,0,0,1,0
TOR1A,0.0,0.0065712308424793,0.0062551694495715,0.0,0,0,0,0,0,0,0,0
COL1A1,0.0681707135344585,0.1408776358964609,0.0789153590757362,0.0,0,0,0,0,0,1,0,0
COL1A2,0.0455001131646785,0.2001349689083493,0.0189258738050304,0.3435374149659864,0,0,0,0,0,1,0,0
RACGAP1,0.0221800496717379,0.0036468389773019,0.0168467671261724,0.0,0,0,0,0,0,0,0,0
KIF23,0.0,0.02040836795286,0.0591334454906826,0.0,0,0,0,0,0,0,0,0
TOLLIP,0.0,0.0467036566052851,0.0023668995513796,0.0,0,0,0,0,0,0,0,0
RPA2,0.0227544452504701,0.0058797514067705,0.0380060898670411,0.0,0,0,0,0,0,0,0,0
RPA1,0.0682916448497619,0.0014046725732677,0.0328285382204631,0.0,0,0,0,0,0,0,0,0
