Gene,MF: CESC,METH: CESC,GE: CESC,CNA: CESC,hsa04064,hsa04110_genes,hsa04115_genes,hsa04150,hsa04151,hsa04210,hsa04310,hsa04330,hsa04510,hsa04520,hsa04530,hsa04612,hsa04620,hsa04630
GRB7,0.0557602143955263,0.0343832316278808,0.3439128744420328,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAB5A,0.0564237566630804,0.0198467673117099,0.0118203604804395,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIN1,0.0,0.0533474728595327,0.1189471712811577,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRS3,0.0,0.0004706518113156,0.0869750487015164,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLSCR1,0.0,0.0361627897833921,0.1281550478469322,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT17,0.0563677625398417,0.432962644886418,0.8286193504083609,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT8,0.0,0.0,0.3547038048879655,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP2K5,0.0,0.0887675317540757,0.0800125970473362,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKCI,0.0563431794445393,8.738268141993015e-05,0.1009156848015824,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KRT7,0.0281323322996729,0.1082645063813732,0.6161218148135617,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNRPD2,0.0,0.005079001361654,0.0034774555357601,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATXN2,0.0235750618544271,0.0060730482841011,0.041589647557733,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTPN23,0.05550562528519,0.0267980880912771,0.0133580344634069,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNIP1,0.0277542776700301,0.0,0.0257959323811328,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAP2K7,0.0,0.0296382563387078,0.07202944836107,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
MAP3K4,0.0556758198563193,0.0089084206666973,0.0193966661171669,0.4405286343612335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELK4,0.0,0.0055932669116157,0.0303261337615812,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID3,0.0,0.074073834645889,0.1173961668528621,0.1762114537444934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID2,0.0,0.0099983946993846,0.0948099108322548,0.3480176211453745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELK3,0.0,0.0109354282780765,0.1317436623144026,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID4,0.0,0.3468132837344723,0.3232707922843004,0.2026431718061674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBL2,0.0,0.0039250473159287,0.0286059831187154,0.2334801762114537,0,1,0,0,1,0,0,0,0,0,0,0,0,0
PAX5,0.0,0.1583737109996615,0.1883642648436318,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMD4,0.0,0.0407013703687244,0.0160825332103352,0.6960352422907488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPIB,0.0,0.014408021865323,0.0044883168585005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMLG,0.0282634172787167,0.0476085448133391,0.1675796630782156,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YWHAG,0.0840021258646192,0.0001652304003776,0.0216518218554883,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NEK3,0.0,0.0002976012667423,0.0928105723406069,0.5198237885462555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THRB,0.0,0.0,0.1749260584009168,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENPJ,0.0263646006561507,0.0073517735397864,0.0736464537691479,0.4317180616740089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATK,0.0275655168108887,0.027791681835639,0.0390623535445908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGR,0.0549883299957277,0.1234406370352084,0.1342888218522797,0.1762114537444934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRED1,0.1120196780728866,0.0019841921109464,0.0900348540177465,0.3083700440528634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRED2,0.0,0.0021854779352692,0.0853144142030262,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM33,0.0541355792851662,0.0014578171213003,0.0073116238406084,0.1497797356828194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNX4,0.0,0.0026928678036957,0.0318832123765285,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNX6,0.0544152227995168,0.0106905575678254,0.0096404240232811,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VDR,0.0,0.5256022509204024,0.3563695637790135,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNIP1,0.0279470958423375,0.0062970318151273,0.0232152409278955,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPM1A,0.0255718085723997,0.0,0.0082070895624106,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XPO4,0.0536553279378212,0.0131476234176599,0.0039578153710436,0.4317180616740089,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTCF,0.0541772497091414,0.0029723384377337,0.0036273795274614,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUP214,0.0241889096908214,0.0027983380394235,0.0148678206200035,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPS39,0.0282024039166121,0.0119008631204624,0.039301102745059,0.3083700440528634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFYVE9,0.05345863154034,0.0232321527431527,0.0948027527614861,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCP1A,0.0281636292284142,0.0061885628142669,0.101972293374056,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFYC,0.0,0.0787113575302147,0.0043016980786576,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NFYB,0.0,0.0076222641231306,0.0271517179589821,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZEB2,0.0533051160175698,0.0,0.2407358411222223,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP2B1,0.0246985754869975,0.0698866439749542,0.0636625479566179,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYNLRB1,0.0282327353047289,0.0061158400963313,0.0542237307224499,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRAP,0.0,0.0052752078949607,0.0056032937930036,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDC16,0.0,0.0008473605463274,0.0306219498400202,0.3039647577092511,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EID2,0.0,0.0057585862178011,0.0219361776200882,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDC27,0.083474303621886,0.0036622994342943,0.0001465952461416,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HOXA9,0.0,0.2019076358844517,0.0598238802710083,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP2R2A,0.0,0.0224733132983133,0.00742279635638,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
MAP2K6,0.0282765506180611,0.0270641188046587,0.114066201752004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
E2F5,0.0,0.0101393464237701,0.0396766397187922,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TGFB3,0.0282704247004764,0.1827902446940492,0.1646978834447575,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
PRKAR2A,0.0,0.0013311968987674,0.0138760348548128,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKAR1B,0.0,0.1607222796862858,0.1734994481530642,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRF2BP1,0.0564734828274899,0.0061726085156024,0.0757976656824737,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNF4A,0.0280726818998633,0.3238163230970479,0.0407895237374867,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX9,0.0,0.0066779960320335,0.3428615567113596,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FZR1,0.0,0.0010946726986672,0.0337624555302635,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CD44,0.055648251569703,0.012451338093281,0.0061940281224444,0.1013215859030837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF3I,0.0,0.0015484750770017,0.0023443650257215,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STK11,0.0,0.0073669617611412,0.01201505350511,0.6079295154185022,0,0,0,1,1,0,0,0,0,0,1,0,0,0
STK11IP,0.0557531249883983,0.0155319496840229,0.0296826942755263,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFYA,0.0,0.0008032408158965,0.0441354054713459,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZEB1,0.1056811491357874,0.0064807053236656,0.4174036509870397,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYNLRB2,0.0,0.1850244570826322,0.2996762683802857,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUP153,0.0801377544039327,0.0045464939836088,0.0374166255226067,0.2026431718061674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJA1,0.0824381137672433,0.0255679530206619,0.0497405204783559,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFYVE16,0.0,0.0047246483247697,0.0407841550275,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLIG1,0.0278340732042256,0.4889176075895298,0.1216828951831257,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ING2,0.0282836858570161,0.0009772919305248,0.0771743317759641,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINGO1,0.0278632963606132,0.0470703785957363,0.2440676696144636,0.3348017621145374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SORT1,0.0255762024602434,0.0378754908870673,0.0398122097388551,0.1497797356828194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHC4,0.0,0.1397934980238331,0.1295654365908256,0.3083700440528634,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NSF,0.0,0.0,0.0491072902566839,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FZD4,0.0817924718518085,0.010047965332383,0.2982301526058176,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
PRKCG,0.0,0.2599635196477928,0.1171337114029248,0.1674008810572687,0,0,0,1,0,0,1,0,1,0,0,0,0,0
WNT1,0.0,0.032636999462923,0.1886618514715612,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
FZD9,0.0564111840900848,0.0251734264747147,0.0465380751056836,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
WNT2,0.0,0.3863965178772742,0.2943923421036807,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
FZD6,0.0,0.1264007306706778,0.1204997840609601,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
SFRP1,0.0266041913424177,0.3295644477946708,0.3230205783254293,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SOX1,0.0840689019380432,0.692668324981032,0.0,0.3039647577092511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DVL1,0.0,0.0030382430609847,0.0062261783862024,0.1762114537444934,0,0,0,1,0,0,1,1,1,0,0,0,0,0
FZD7,0.0559757522699926,0.0920612490806391,0.2243198888157171,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
WNT3,0.0,0.240696652961849,0.0932102672711969,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
PI4K2A,0.0282625609096472,0.0011530591121257,0.0034082820708449,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FZD3,0.0759700104198452,0.056535654929339,0.2113053701336487,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
BCL9,0.0821897365185702,0.3096189926199866,0.0918952590153439,0.1497797356828194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT4,0.0282196307756708,0.0041847912090232,0.0858004362458257,0.1762114537444934,0,0,0,1,0,0,1,0,1,0,0,0,0,0
LRP1,0.0548111658718855,0.0023863803954608,0.1461267285250004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT7A,0.0,0.0375998259590101,0.2881198834872231,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
FZD5,0.0,0.0177981668885575,0.1122450589612803,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
ROR1,0.0263831104176146,0.0430162730577331,0.3531576703786302,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DIXDC1,0.0280519349786617,0.0018957546660262,0.3766733298506166,0.7136563876651983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSP90AB1,0.0275803791851806,0.0251874020302222,0.0357690514540943,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
IKBKB,0.0,0.0091227736717759,0.0032007576415341,0.0,1,0,0,1,1,1,0,0,0,0,0,0,1,0
NFKBIB,0.0,0.0076675541399826,0.0866496493272025,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQGAP2,0.0279581191686985,0.0531048433559322,0.0543085098892359,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMC2,0.0824479323902702,0.0,0.0334466271835007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRADD,0.0,0.0058574597118995,0.0863718914985092,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
KPNA3,0.0,0.0043024968017892,0.0166513067259798,0.5198237885462555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMB5,0.0,0.0478575402198842,0.0196155420668321,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAF1,0.028049934783132,0.0004273468735309,0.0455577940059999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMC1,0.0,0.0134571157116563,0.0057779766413702,0.2202643171806167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR1E,0.0,0.0130570068071149,0.1074645079905707,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR1C,0.0,0.0,0.0303945133065843,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNQ1,0.0270738742802512,0.0070562521228307,0.0476505876526801,0.4493392070484582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS13,0.0,0.0020974790137528,0.1231975999817791,0.4493392070484582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL6,0.0278698195987273,0.0016626425562923,0.0965137581190301,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IKBKE,0.0282091772781818,0.1717015602103579,0.2238788812157943,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TANK,0.0,0.0,0.0023953430814701,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKBP5,0.0277514509075163,0.0695410993116976,0.069173117575991,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUPR1,0.0,0.2609723164172322,0.1269454177644454,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EED,0.0,0.0226032303250686,0.0490266423307794,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMPD3,0.0,0.2953934147783362,0.0151063669524355,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KPNA6,0.0,0.0055703784170454,0.0059284213858823,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RASAL2,0.0530525703871136,0.0127196300907348,0.0082543946886398,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3BP2,0.0,0.0174052347565967,0.0048692466193573,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNIP2,0.0282410713334297,0.0020587075843477,0.0130580527291734,0.5594713656387666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMD1,0.0,0.0064539170275803,0.0489432554595898,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMD1,0.0281274297795741,0.0094643769055446,0.0094191726579724,0.5682819383259912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMD12,0.0,0.0297194668474611,0.1061571322463275,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMD6,0.0,0.0118081456015906,0.0078834169995513,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAF4,0.0,0.0049198667802193,0.3097620518314601,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS11,0.0,0.0063629151230262,0.1201043128519648,0.1674008810572687,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMARCC1,0.0278172539576478,0.0059201067785882,0.0538767289403864,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PSMD13,0.0280308998185691,0.0004404799350556,0.0114890292674163,0.4493392070484582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMD3,0.0,0.0026575923034234,0.0402268046309878,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COPB2,0.0,0.0045759553069872,0.0583132714095698,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COPS3,0.0546380594767396,0.006903063892025,0.0374816630197953,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC5CL,0.0825522584607104,0.1711709754476959,0.0262407756325435,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMARCC2,0.0281399060737998,0.0092493826367419,0.0576496023605657,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PPP1R13L,0.0821927976451678,0.0033056641268598,0.2936814914753526,0.1674008810572687,1,0,1,0,0,0,0,0,0,0,0,0,0,0
AKAP8,0.028249573444256,0.0023312685717547,0.0194550370505783,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTL6A,0.0282382182813941,0.0068107927658928,0.1228761511294648,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RPL8,0.028247881093612,0.0077935279059185,0.073824793384719,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBL,0.0,0.0151997350791062,0.0197045186148027,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL30,0.0,0.0039513640853918,0.0941748134164175,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL4,0.0,0.0,0.0900280924634717,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPF2,0.0,0.0014583479423739,0.1052546880447443,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAF7,0.0282384267736929,2.7688479596690405e-05,0.0723286166983644,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC16A,0.0278856930286463,0.0493598464940319,0.0243556140039485,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRPC4AP,0.0,0.0980749304331001,0.015027244917944,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KTN1,0.0547532375067497,0.008980309270533,0.0062091844593063,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIB3,0.0274552837683508,0.0005730956312464,0.1521916197247078,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROMO1,0.0279880567068285,0.01395107338807,0.0447529014062708,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF11,0.0,0.0010260908463581,0.0700314014861151,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMD7,0.0282450848903631,0.0165474453976817,0.0475659682065262,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMC3,0.0,0.0033142971311267,0.0050151858070728,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR1A,0.0824301465488,0.0210781741574462,0.0748826601451477,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDCD2,0.0281474339633795,0.0026320442991686,0.0043340380400622,0.4405286343612335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFDN2,0.0,0.0036384361973521,0.0602963408981436,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCC,0.0273534301863644,0.0432230074676007,0.0713102424684259,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LRPPRC,0.1088091519759484,0.001401688019422,0.0111286664711301,0.3480176211453745,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTIF2,0.1388711220909231,0.0406086405932507,0.0919655235519554,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP2,0.0,0.0504939896611696,0.1234450185100494,0.7136563876651983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASP2,0.0280877382995291,0.0731869133622433,0.1214486933646345,0.2643171806167401,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MAP4K2,0.0281181648650563,0.0214647873211447,0.0467718790952692,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP11,0.0,0.1173614435869053,0.0920524182511425,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLG1,0.0281737267088528,0.005291376365295,0.0759602420084208,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAPOLA,0.0274242160333404,0.0043915321046095,0.0017221014295511,0.2202643171806167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR1D,0.0,0.0,0.0152514703107581,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFK,0.0280140237684879,0.0049972294331393,0.0388400714782893,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSMD2,0.0,0.0052723115142755,0.0923107944231969,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX3X,0.0960026971774829,0.0,0.0108087227306094,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM32,0.0,0.0213885648022676,0.0662394819622767,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCM7,0.056192579745203,0.0035773636357835,0.13118876496778,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MCM5,0.0564674767715816,0.0832393042993694,0.1841545971144513,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RNF25,0.0281473862454413,0.166473528629498,0.0555068862687664,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALPL,0.0,0.2992345647521519,0.1008697174682539,0.1762114537444934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR2H,0.0,0.003055070180842,0.1045123675296295,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR2L,0.028280368268253,0.020354174551857,0.0140012127920595,0.4493392070484582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR1B,0.0770304784697526,0.0069681878124615,0.0458724947488096,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCAF7,0.028170400844689,0.001069736714331,0.0383207619715732,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARK2,0.0825891859622079,0.0034293049121685,0.0977907678742908,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS6KA5,0.0260404052220707,0.0094884699593184,0.0079704553818949,0.2202643171806167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFKBIZ,0.0,0.0438462403155631,0.0165435426980339,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGF1,0.0,0.0,0.4522596587078713,0.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
SLC9A1,0.112524227938853,0.2639330954985914,0.0481112840914588,0.1762114537444934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRB2,0.0558945838383625,0.0,0.0085008648555704,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GFAP,0.0,0.142866193385895,0.1363953770674718,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ACO2,0.0280055427886577,0.0029442918090528,0.0385329114179537,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF3A1,0.0,0.0038734425324136,0.0285462883692147,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR1H4,0.0,0.1900526827104122,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPP1R12C,0.0,0.0004743313030239,0.1447992600282795,0.1674008810572687,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SEC24B,0.0545539031084471,0.0084920121105957,0.0455659017861272,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPTN,0.0,0.0337367161723135,0.033909081179735,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEA1,0.0,0.0,0.0070710058066728,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAF15,0.0,0.0035912968577897,0.0334897974132788,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PWP2,0.0282334695589012,0.0,0.0303614514229039,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUOX2,0.0270001191699083,0.0442349977537034,0.5036745644588597,0.3083700440528634,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRKACA,0.0273242819014894,0.0035982929515353,0.0468021461167433,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
GATA3,0.0555568745954457,0.0243040926203695,0.2521030777884436,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRG2,0.0,0.1657317229400824,0.0848329908508116,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPS35,0.0,0.0002920315105604,0.0168355759599173,0.2334801762114537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4A3,0.0,0.0023084530834878,0.0802050333694637,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF2,0.0,0.0068900963723373,0.0582684004336217,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3F3A,0.0554930115741799,0.0605590323471788,0.0523910885102616,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H3F3B,0.0282421725317567,0.0493929224115439,0.0147870872314136,0.3259911894273128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIITA,0.0248440808477607,0.4010106513252782,0.0581173587830556,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SLC25A12,0.0282640871845507,0.0009484170811132,0.0444307757927439,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSL,0.0,0.3082653805207258,0.1257367093371745,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DUSP10,0.0,0.0043746575604408,0.0957996603310557,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCL1A,0.0,0.2483965152735492,0.0318847994577342,0.2202643171806167,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BYSL,0.0,0.002592692743153,0.0467473150649319,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDE4DIP,0.1554105758670699,0.0,0.0312399653238734,0.1497797356828194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBB,0.0,0.0285344063945308,0.0416642730749772,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMP3,0.0,0.3181355581699732,0.0606710218490384,0.3348017621145374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYH10,0.0553153174945407,0.0636712559189256,0.1516094324988668,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DHX58,0.0,0.05273091723252,0.005793173218066,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIP3,0.0271745927799209,0.793240966424018,0.4563513671791709,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHF7,0.0,0.002487384888872,0.0339362819717387,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
