Gene,MF: THCA,METH: THCA,GE: THCA,CNA: THCA,hsa03320,hsa04010,hsa04115,hsa04310,hsa04520
ARHGAP24,0,0.0083018003806425,0.2829739273840784,0,0,0,0,0,0
DGKZ,0,0.0089536284576764,0.0592587722762479,0,0,0,0,0,0
TAF9B,0,0.0463048839458123,0.0128345201230479,0.0444444444444444,0,0,0,0,0
NUP93,0.0143893320961672,0.0074917006354529,0.0551297492957974,0,0,0,0,0,0
RGS5,0,0.0034999765416831,0.0717653571333301,0.3222222222222223,0,0,0,0,0
FOXK1,0,0.0266853498984121,0.0024117449907598,0.0111111111111111,0,0,0,0,0
POU2F2,0.0036018900473052,0.001143218539996,0.0307151589231612,0,0,0,0,0,0
TRAIP,0,0.0002115965642576,0.0030570530066457,0,0,0,0,0,0
CBX7,0,0.0167643277107575,0.0450615878392075,0.988888888888889,0,0,0,0,0
SLC9A3R2,0,0.0036233012539877,0.0235159597483558,0,0,0,0,0,0
TSC22D4,0,0.0237702937514513,0.0559569576086098,0.0111111111111111,0,0,0,0,0
TNFAIP1,0,0.0040403652186244,0.0255523463858066,0.0888888888888888,0,0,0,0,0
EPM2AIP1,0,0.0050545638906727,0.0408349574381624,0,0,0,0,0,0
RPL23A,0,0.0026676454278199,0.0100933472612793,0.0888888888888888,0,0,0,0,0
PRKAA2,0.0071396300300088,0.0038093034039667,0.0941579536168497,0,0,0,0,0,0
TPM2,0.0035154877647579,0,0.0034742054639218,0.3111111111111111,0,0,0,0,0
POU2AF1,0,0.0784180864802309,0.0464388847779611,0,0,0,0,0,0
HIST1H2BA,0,0.0395594938241283,0,0,0,0,0,0,0
RASL10B,0,0.0302888139537737,0.0197612855186106,0.0888888888888888,0,0,0,0,0
PRRC1,0,0.048520619822764,0.0171033003309966,0,0,0,0,0,0
SPIB,0.0036010374154582,0.0989798650809506,0.0661807050308894,0,0,0,0,0,0
NCR3,0,0.0737471760218063,0.0095555302046083,0,0,0,0,0,0
NCR3LG1,0,0.0636903444068184,0.0886689947200766,0,0,0,0,0,0
MRPL19,0.0035709362272287,0.0073667798436899,0.0160914347097161,0,0,0,0,0,0
PCGF6,0,0.0385660279148529,0.0095262116956015,0.1333333333333333,0,0,0,0,0
TCF19,0,0.0164970523650001,0.061137430921187,0,0,0,0,0,0
HIST2H2AC,0.0036043156311148,0.0039061461074459,0.0683365454387964,0,0,0,0,0,0
ADSS,0,0.0042773974659132,0.0390799103624541,0,0,0,0,0,0
HOXC10,0,0.073332623264428,0.0281571512969521,0,0,0,0,0,0
PPP2CB,0,0.1892350939831447,0.0404619653319408,0,0,0,0,0,0
NUP133,0.0072062643343609,0.0004564176594805,0.0161080227712844,0,0,0,0,0,0
ZC3H12A,0.0036035231001623,0.0007941604636834,0.032942502635212,0,0,0,0,0,0
RPL34,0,0.0059253399929302,0.0033685245578239,0,0,0,0,0,0
ABCE1,0,0.0026829474027216,0.0216923864031013,0,0,0,0,0,0
RPS19BP1,0,0.0044247002282757,0.0101623312371435,0.988888888888889,0,0,0,0,0
CENPE,0.0035393405669336,0.0099442032967881,0.0025052869989083,0,0,0,0,0,0
TROAP,0,0.0090434846184543,0.0867734392060528,0,0,0,0,0,0
PDLIM3,0,0.0040014356696928,0.2847073840383725,0.0555555555555555,0,0,0,0,0
SFTPA2,0,0,0.1631380774564563,0.1333333333333333,0,0,0,0,0
MYL6B,0,0.0158730040620843,0.0100160207978201,0,0,0,0,0,0
ITGB1BP2,0,0.3296711011610999,0.0503315907392992,0.0444444444444444,0,0,0,0,0
RPS21,0,0.0033573936527479,0.0101016867099195,0,0,0,0,0,0
FEZ1,0,0.1010511221828213,0.1196410140542663,0,0,0,0,0,0
PRKAB1,0,0.0047760217280669,0.0244690078764087,0,0,0,0,0,0
ZNF512B,0,0.0279409404346242,0.0544319820046671,0,0,0,0,0,0
DCAF11,0,0.0047226303658934,0.0382685865167146,0,0,0,0,0,0
PPHLN1,0,0.0174068754975815,0.0211263177100999,0,0,0,0,0,0
FUBP1,0,0.0056216975531658,0.0281289454499122,0,0,0,0,0,0
CETN3,0,0.0049454372742066,0.0328574456929795,0,0,0,0,0,0
GAK,0.0035971284951471,0.0032891080522052,0.0313234336246167,0,0,0,0,0,0
SPRR2G,0,0.5046364080518193,0,0,0,0,0,0,0
ACTR2,0,0.0056337754708418,0.0046116180908434,0,0,0,0,0,0
PPP6R1,0,0.0060363087424321,0.0346206598696956,0,0,0,0,0,0
DDX31,0,0.0053752286450835,0.0779531781619078,0.3111111111111111,0,0,0,0,0
ZFP42,0,0.0537059467456471,0,0,0,0,0,0,0
PAK6,0,0.029982785339852,0.0130124651601019,0,0,0,0,0,0
MGST1,0,0.2095379101693264,0.0706722203120589,0,0,0,0,0,0
NDUFB10,0,0.0080373247871655,0.0201494898698904,0,0,0,0,0,0
S100B,0,0.1404119135470048,0.1594991272597864,0,0,0,0,0,0
NXNL1,0,0.0173931231205657,0,0.0888888888888888,0,0,0,0,0
FLII,0.0107137027237611,0.0108006366696203,0.0942187557254642,0.0888888888888888,0,0,0,0,0
CAPRIN1,0,0.0052026928835261,0.0144948988029267,0,0,0,0,0,0
CAMK2A,0.0036021169811872,0.0542943051451463,0.0591555648202277,0.2333333333333333,0,0,0,1,0
AKNAD1,0.0071596956666633,0,0.4642157405602936,0,0,0,0,0,0
SNRPB,0,0.0271834363715849,0.029120490974748,0,0,0,0,0,0
ALYREF,0,0.0044459362952104,0.0124812295576421,0.0888888888888888,0,0,0,0,0
RASGRP3,0,0.1312485921882722,0.0053852770942467,0,0,1,0,0,0
ATF7,0,0.0316112585239361,0.0431120437792764,0,0,0,0,0,0
MRPS24,0,0.0181025364205225,0.02461399527099,0.0111111111111111,0,0,0,0,0
CD164,0,0.0035558392089374,0.0527726344307301,0,0,0,0,0,0
NAA38,0,0,0.0058176398480284,0.0111111111111111,0,0,0,0,0
CPT1A,0.0107956021502423,0.0210066433324614,0.0668058758904289,0,1,0,0,0,0
BAHD1,0,0.1014808796970167,0.0244328626502773,0,0,0,0,0,0
RBM15B,0.0036037225004969,0.0141463575728445,0.0007134180728988,0,0,0,0,0,0
CTNND2,0.0036023204846197,0.0866042476459021,0.1737812719964496,0.0444444444444444,0,0,0,1,0
TACO1,0,0.0068845004831743,0.008503683642926,0.0888888888888888,0,0,0,0,0
TAGLN,0,0.0130490166139123,0.0348101026682995,0,0,0,0,0,0
BRD2,0,0.0057737219122763,0.0651195888896049,0,0,0,0,0,0
IMMT,0,0.0086302505460551,0.0248580885233312,0,0,0,0,0,0
IRX1,0,0.1247852549198482,0.0237676734428424,0,0,0,0,0,0
TCEAL6,0.0036042916044293,0.02592555274067,0.3876739321539285,0.0444444444444444,0,0,0,0,0
FIP1L1,0,0.0082369694522167,0.0192580994561702,0,0,0,0,0,0
ALB,0,0,0.1028975245933988,0,0,0,0,0,0
AFAP1L2,0,0.0140886734106585,0.0775098538966765,0,0,0,0,0,0
CDC42EP1,0,0.0150944970489406,0.1468925179136763,0.988888888888889,0,0,0,0,0
DNAJB1,0,0.011825556485167,0.086536549449907,0.0888888888888888,0,0,0,0,0
SERP1,0,0.0048885793327379,0.0416018113159819,0,0,0,0,0,0
UBA52,0,0.0024671774097117,0.0179451400798269,0.0888888888888888,0,0,0,0,0
CCT2,0.0036001755263887,0.0003037600568753,0.007958636968398,0,0,0,0,0,0
PCGF2,0,0.0160930267092079,0.0761919834772637,0.0888888888888888,0,0,0,0,0
SAMM50,0,0.0108535411960169,0.0226758665736609,0,0,0,0,0,0
TRAPPC2L,0,0.05100636452756,0.0268236665608405,0.0666666666666666,0,0,0,0,0
SIK2,0,0.0018261736431426,0.0615623043741245,0,0,0,0,0,0
CFI,0.003601231094396,0,0.2445058448887003,0,0,0,0,0,0
CEP72,0,0.005720866004218,0.043693902939944,0,0,0,0,0,0
NOB1,0,0.0070617453894167,0.014444849654502,0,0,0,0,0,0
ZNF346,0,0.0041055529915909,0.0815259563935414,0,0,0,0,0,0
VRK3,0,0.0078272051736412,0.041759818242652,0,0,0,0,0,0
WARS,0.0035981612304777,0.0416520627619174,0.1110376786668551,0,0,0,0,0,0
MAGEH1,0,0.0394931179638315,0.0889398972863036,0.0444444444444444,0,0,0,0,0
EIF2B1,0,0.0003474235148671,0.0008807105304959,0,0,0,0,0,0
ELF2,0,0.0041902795529652,0.0340014435447912,0,0,0,0,0,0
BTBD1,0,0.0048899644656744,0.0087804314592334,0,0,0,0,0,0
CCT6A,0,0.0268409273053286,0.0313334023902823,0.0111111111111111,0,0,0,0,0
CLIC5,0.0036033499384601,0.0919494348652542,0.0993660994648821,0,0,0,0,0,0
SUGP1,0.0036042680477493,0.0019295275689019,0.0076519610633584,0.0888888888888888,0,0,0,0,0
KIFAP3,0,0.0044267476593983,0.0093323943024849,0.3222222222222223,0,0,0,0,0
DNAJB11,0.0036031206828036,0.0032590653168384,0.0247477859888244,0,0,0,0,0,0
MED4,0,0.008573233922959,0.0023872918890337,0.2222222222222222,0,0,0,0,0
RCN2,0,0.0032236233844231,0.0806897046557613,0,0,0,0,0,0
WDR1,0,0.0047821768640096,0.0134229424959354,0,0,0,0,0,0
CDH5,0,0.0978338631378676,0.0053858753809961,0,0,0,0,0,1
AKAP8L,0,0.0445291334781605,0.0090676927313949,0.0888888888888888,0,0,0,0,0
DLGAP3,0,0.0059386314768887,0.0169680639156642,0,0,0,0,0,0
TNKS2,0,0.0031373082872895,0.0328922320675765,0.1333333333333333,0,0,0,0,0
ZW10,0.0036041733183202,0.0052720773850447,0.0055692653505758,0,0,0,0,0,0
SCAF4,0.0107878197199124,0.004826486024961,0.0297208943412846,0,0,0,0,0,0
PPIL1,0,0.0227989131124261,0.0721839697628059,0,0,0,0,0,0
GOLGA1,0.003603058616555,0.0096130612804963,0.0514074212900496,0.3111111111111111,0,0,0,0,0
VAMP3,0.0036039301769566,0.0355233812896325,0.0156174575766306,0,0,0,0,0,0
CCDC136,0.010714268563673,0.011236607103405,0.092709396349399,0.0111111111111111,0,0,0,0,0
CDKL3,0,0.0105827327521959,0.0761112480478481,0.2333333333333333,0,0,0,0,0
ZNF239,0.0070597435399459,0.0098051407774899,0.0057235496820682,0,0,0,0,0,0
CEP63,0.0105078391692165,0.0122382875368764,0.0183159970842222,0,0,0,0,0,0
NOL9,0.0036038426894949,0.0036514199977017,0.0284328112528075,0,0,0,0,0,0
XRN2,0,0.0059672581587272,0.0215266505721081,0,0,0,0,0,0
AMFR,0,0.0110746578564865,0.0458943397603327,0,0,0,0,0,0
RAB18,0.0102837853250544,0.0025608230253741,0.0045778523980239,0,0,0,0,0,0
NUP155,0.0034613926805184,0.0002139352641394,0.0226170282712873,0,0,0,0,0,0
AFF4,0,0.0170420304885185,0.034007501366497,0.2333333333333333,0,0,0,0,0
HELZ,0,0.0044630669399108,0.1013408118342869,0.0888888888888888,0,0,0,0,0
FKBP4,0,0.0047585338608698,0.0764044702759379,0,0,0,0,0,0
TWF1,0.0035769541777885,0.0076016558235984,0.030173364003563,0,0,0,0,0,0
TBCC,0,0.0066301396849244,0.023937608637826,0,0,0,0,0,0
RAPGEF3,0.0033892566977271,0,0.0874539475564434,0,0,0,0,0,0
TP53RK,0,0.0011046728198115,0.0047840731636112,0,0,0,0,0,0
NOP56,0,0.0006894502862176,0.0079427754925433,0,0,0,0,0,0
APOOL,0,0.0402240141173561,0.0611651213353009,0.0444444444444444,0,0,0,0,0
SMG1,0,0.0043142302250555,0.0803092114392755,0,0,0,0,0,0
PYCR2,0.003604184481827,0.0028424030959152,0.0335481897731846,0,0,0,0,0,0
NMT1,0,0.0379867855201725,0.0279297696077005,0.0888888888888888,0,0,0,0,0
IDH3G,0,0.0168395927586384,0.0054941820058161,0.0444444444444444,0,0,0,0,0
RAP2A,0,0.0041595352932641,0.078963831904303,0,0,0,0,0,0
DBN1,0,0.0056838835850301,0.03915140157589,0,0,0,0,0,0
SULT2A1,0.0036036549236677,0.0154950603169291,0,0,0,0,0,0,0
PRDM7,0.003602890517664,0.0039814581810369,0,0.0666666666666666,0,0,0,0,0
NMT2,0,0.0027531832933107,0.0549732739661568,0,0,0,0,0,0
JAZF1,0,0.0227808619448084,0.0354339221700993,0.0111111111111111,0,0,0,0,0
SYNJ2BP,0,0.0063005970090697,0.0445507348954883,0,0,0,0,0,0
POLR3G,0,0.0032833014893936,0.0328305108433728,0,0,0,0,0,0
POLR3F,0,0.0080303544410141,0.0593771969354515,0,0,0,0,0,0
DDX56,0.0036035350722277,0.00273188566828,0.0001072565028552,0.0111111111111111,0,0,0,0,0
CXCL14,0,0.0098526752109559,0.1928969317440181,0.2333333333333333,0,0,0,0,0
DHCR7,0,0.0653959219876554,0.0243518441179685,0,0,0,0,0,0
FADS1,0,0.0212653608912865,0.0054026165608298,0,0,0,0,0,0
MFN1,0,0.0009655832152526,0.0116623543894095,0,0,0,0,0,0
PDLIM5,0,0.0033206916908332,0.0351227183751787,0,0,0,0,0,0
GNG4,0,0.0558835777048027,0.0721800797966418,0,0,0,0,0,0
CHD1,0,0.0040300092246945,0.0018726885975365,0.2555555555555555,0,0,0,0,0
PWP1,0,0.0139991043089395,0.0171119960480403,0,0,0,0,0,0
ANXA6,0,0.0116737929739241,0.0618000670554701,0.2333333333333333,0,0,0,0,0
HECTD3,0,0.0211034917607943,0.0604186222128836,0,0,0,0,0,0
CBX1,0,0.0013832335371341,0.0529172763448003,0.0888888888888888,0,0,0,0,0
SS18,0,0.0030400143677329,0.0147392349222893,0,0,0,0,0,0
BLOC1S2,0,0.0427634221073588,0.0525890339733407,0.1333333333333333,0,0,0,0,0
RPL29,0,0.0024173588725276,0.0157032830653663,0,0,0,0,0,0
RBBP4,0.0070929918254546,0.0023020804799499,7.905550602150918e-05,0,0,0,0,0,0
KLK7,0,0.1404598058138768,0.6256521651679625,0,0,0,0,0,0
PACSIN3,0,0.0175829531110756,0.0031410091670861,0,0,0,0,0,0
DMRT3,0,0.0417970970700183,0.0540682803946112,0.3111111111111111,0,0,0,0,0
BLVRA,0,0.0052652774212585,0.043613928707127,0.0111111111111111,0,0,0,0,0
RNF41,0,0.0041729680934087,0.0182194416260754,0,0,0,0,0,0
MMP2,0.0036025943248656,0,0.0158249435052564,0,0,0,0,0,0
KLHL22,0.0036039237109749,0.0110309885438781,0.0261006064896437,0.0777777777777777,0,0,0,0,0
AGXT,0,0.0279496092316281,0,0.1444444444444444,0,0,0,0,0
EIF3A,0.0036004372512789,0.0013970625878405,0.0158249435052564,0,0,0,0,0,0
RPL5,0.007207705086479,0,0.0078583791494156,0,0,0,0,0,0
ADH1B,0.0035969259197251,0,0.5687862473498158,0,0,0,0,0,0
BLOC1S5,0,0.0060181479605872,0.0492266741622437,0,0,0,0,0,0
MMP8,0,0.0053388876341179,0.0049303145063152,0,0,0,0,0,0
RNF213,0,0.0124352849483729,0.0155977898918242,0.0888888888888888,0,0,0,0,0
NDUFS2,0,0.0498628890894206,0.0135620203573682,0.3222222222222223,0,0,0,0,0
IL25,0,0.05201155344294,0,0,0,0,0,0,0
NR5A1,0,0.0119544054473512,0,0.3111111111111111,0,0,0,0,0
LCN2,0,0.067593225774254,0.454214281751723,0.3111111111111111,0,0,0,0,0
SETD2,0.0072023264284589,0.0023598142856007,0.0474987906364189,0,0,0,0,0,0
SFXN1,0.007146662164377,0.0117522389755599,0.0208274936855302,0,0,0,0,0,0
VDAC3,0.0071727570843337,0.0337514651627704,0.0820027447869298,0,0,0,0,0,0
SLC25A22,0,0.0038087332515675,0.0195658814687646,0,0,0,0,0,0
SCTR,0,0.0267636400004571,0.1386929507826825,0,0,0,0,0,0
CCDC59,0,0.0127254367331007,0.046208340454921,0,0,0,0,0,0
CEACAM3,0,0.0111247269780189,0.0587421133940021,0,0,0,0,0,0
OTUD5,0.0036016151596642,0.0532612218028759,0.0077279034729953,0.0444444444444444,0,0,0,0,0
WNT2B,0,0.0056459887390028,0.0610572574330617,0,0,0,0,1,0
CORO2A,0,0,0.2096472206104824,0.3111111111111111,0,0,0,0,0
OPRD1,0,0.0097949472503762,0,0,0,0,0,0,0
APBB1,0.0035970562534036,0.002583186130623,0.0316602995565802,0,0,0,0,0,0
MTCH1,0,0.0038722862103994,0.1054888359086507,0,0,0,0,0,0
EFEMP2,0,0.0097647684368691,5.990937587552296e-05,0,0,0,0,0,0
LIMD1,0.0036011359113984,0.052177247631676,0.0737405886045305,0,0,0,0,0,0
USP5,0.0036033180164094,0.0055316358483815,0.0121828747446646,0,0,0,0,0,0
SRI,0,0,0.0023139081712195,0.0111111111111111,0,0,0,0,0
COPS7A,0.0036000721807722,0.0148512053658879,0.0057180938660647,0,0,0,0,0,0
NPHS2,0.0035985542932411,0.0618600673583063,0,0.3222222222222223,0,0,0,0,0
RPS5,0,0.02383025701852,0.0067255345428027,0,0,0,0,0,0
ALDOB,0.003603958714248,0.1027810513693532,0.137454823876935,0.3111111111111111,0,0,0,0,0
TMEM33,0,0.0045108504550984,0.0071393063519383,0,0,0,0,0,0
MYBL2,0.0072064842980205,0.0880888815845133,0.1842368331279033,0,0,0,0,0,0
PES1,0,0.0002930328845888,0.0077126613834821,0,0,0,0,0,0
MAGT1,0,0.0235011536241933,0.0798581147991077,0.0444444444444444,0,0,0,0,0
DIP2A,0,0.002613840052932,0.0116832717090463,0,0,0,0,0,0
MEF2A,0,0.0022145869381458,0.0284404094623524,0,0,0,0,0,0
SPAG5,0.0035808716849018,0.0059446750478279,0.179744053808855,0.0888888888888888,0,0,0,0,0
RAE1,0,0.0159140761893575,0.0025946007991864,0,0,0,0,0,0
GNMT,0,0.0151708010470512,0.1508649618779961,0,0,0,0,0,0
POLR2K,0,0.0118657263559243,0.0214475345006234,0.0777777777777777,0,0,0,0,0
MAD2L1BP,0,0.010765788351453,0.0138464245530218,0,0,0,0,0,0
TRIP13,0,0.0003153723508278,0.0409456287997494,0,0,0,0,0,0
DUSP4,0,0.0100777929757561,0.3213115836318685,0,0,1,0,0,0
MAD1L1,0,0.0027538946961026,0.0433943020739263,0.0111111111111111,0,0,0,0,0
CMAS,0,0.0001262439608842,0.0019794854124084,0,0,0,0,0,0
ZMAT1,0,0.0809070181528622,0.0766335795670914,0.0444444444444444,0,0,0,0,0
PPID,0,0.0028707020741838,0.0238177704046152,0,0,0,0,0,0
SSTR1,0,0.0540292719954387,0.1182035569428654,0,0,0,0,0,0
MYO5A,0.0032500963632184,0.0047739315105542,0.0002140025370208,0,0,0,0,0,0
RABL6,0,0.0012992322568793,0.0279313177411016,0.3111111111111111,0,0,0,0,0
CLN3,0,0,0.0472927118644637,0,0,0,0,0,0
FADS2,0,0.0069183267010784,0.0289690522260183,0,1,0,0,0,0
ADRA2C,0,0.0134164490573438,0.1082464783221788,0,0,0,0,0,0
MBD2,0.003555985725654,0.0102707469895659,0.0348629755263177,0,0,0,0,0,0
LYAR,0,0.0034415894897514,0.0390245717805162,0,0,0,0,0,0
MRM3,0,0,0,0,0,0,0,0,0
CRBN,0,0,0.02942737767132,0,0,0,0,0,0
POLD3,0.0035558975964586,0.0138011417089017,0.0322954788573582,0,0,0,0,0,0
NECAB3,0,0.0143106812321609,0.035020061858868,0,0,0,0,0,0
MMP20,0,0.0108374592150663,0,0,0,0,0,0,0
DSPP,0.0034948815445726,0.0547983506670788,0,0,0,0,0,0,0
HAVCR2,0,0.3868876168530212,0.0963045150433211,0,0,0,0,0,0
SLC6A12,0,0.2488776932367978,0.0375139342378853,0,0,0,0,0,0
COPS4,0.0035384061172819,0.0007331524974969,0.0192815627945878,0,0,0,0,0,0
ADRA2B,0.0036035899497264,0.0351370841489203,0.0318759292003695,0,0,0,0,0,0
THAP1,0,0.0031117385598002,0.0303872634795837,0,0,0,0,0,0
SNX7,0.003603844947066,0.0081818673158057,0.0051103953803637,0,0,0,0,0,0
PLA2G4D,0.0036036696234891,0.0750001330706309,0.2342071984182527,0,0,1,0,0,0
ZNF175,0,0.0092436019106901,0.0641611017995057,0,0,0,0,0,0
NOL6,0.0035926137240701,0.0067033688774912,0.016479286988355,0.3111111111111111,0,0,0,0,0
MEAF6,0.0035990812184624,0.0046697433515719,0.0706106588372716,0,0,0,0,0,0
GFI1B,0.00720231965411,0.0309984279031311,0.1994423482223394,0.3111111111111111,0,0,0,0,0
CALM2,0.0036036437995582,0.013495228713505,0.0314047814579917,0,0,0,0,0,0
APOE,0,0.0128405973873439,0.2456969298587119,0,0,0,0,0,0
ARVCF,0.0036024554504988,7.909362576696754e-05,0.0316120710965143,0.0777777777777777,0,0,0,0,0
DMC1,0,0.0194863826679412,0.0239233257949368,0.988888888888889,0,0,0,0,0
KLHDC3,0,0.0037369019856845,0.0158200211838105,0,0,0,0,0,0
KRT6A,0,0.009909890160755,0.2054909234380299,0,0,0,0,0,0
EXOSC5,0,0.0047458378806799,0.046774426269701,0,0,0,0,0,0
ZBP1,0,0.2064900982205074,0.0419831236659037,0,0,0,0,0,0
SCARF1,0,0.0321861223363128,0.0041257171052109,0.0888888888888888,0,0,0,0,0
CISD1,0,0.0083488960240789,0.0193487983691534,0,0,0,0,0,0
VPS33B,0,0.0032251889961856,0.0039476830479463,0,0,0,0,0,0
DCAF12,0.0036038474394277,0.00750075553553,0.0330085364948727,0.3111111111111111,0,0,0,0,0
ENO3,0,0.0115977626655407,0.0274122522566042,0.0888888888888888,0,0,0,0,0
FDPS,0,0.0031671684959571,0.0145247320918243,0,0,0,0,0,0
CDCA7L,0,0.0279591232067234,0.0451794443945094,0.0111111111111111,0,0,0,0,0
HELZ2,0.0035978646626798,0.0320800245916615,0.0096561933828199,0,0,0,0,0,0
RIPPLY1,0,0.0409531632954867,0.0545620426173331,0.0444444444444444,0,0,0,0,0
ARPC1B,0,0.0035554245810523,0.0560589733280084,0.0111111111111111,0,0,0,0,0
PTCD3,0,0.0016944726936622,0.0394940437039302,0,0,0,0,0,0
TADA3,0,0.0089993405993828,0.0189786904657954,0,0,0,0,0,0
RBM22,0,0.0114089930390014,0.0035771591165503,0.2333333333333333,0,0,0,0,0
NT5C2,0,0.0055773255132571,0.0595502222384997,0.1333333333333333,0,0,0,0,0
NDUFS1,0.0035977007198731,0.003743711155498,0.0272169591235691,0,0,0,0,0,0
MED21,0,0.0056884675225941,0.0508145017102129,0,0,0,0,0,0
MTCP1,0,0,0.0340705677251234,0.0444444444444444,0,0,0,0,0
LATS1,0.0035995329297134,0.0117276564486172,0.0313185557903497,0,0,0,0,0,0
CHIT1,0,0.0222691757741104,0.1346913918995086,0.3222222222222223,0,0,0,0,0
SLC5A5,0.0036036702736069,0.0178951211636568,0.8520278440782416,0.0888888888888888,0,0,0,0,0
ICAM3,0,0.0725995679237551,0.0219137696501057,0.0777777777777777,0,0,0,0,0
EIF4G2,0.0035917708597154,0.0026410844649425,0.0303148415810888,0,0,0,0,0,0
ARMC1,0,0.0088121299514409,0.0230616133556165,0.0777777777777777,0,0,0,0,0
UTP4,0,0.0052275113869401,0,0,0,0,0,0,0
APH1A,0,0.0107709711015538,0.0033197725099343,0,0,0,0,0,0
S100A13,0,0.3752593545485931,0.0953595033227419,0,0,0,0,0,0
SNX18,0,0.0118501888199482,0.0062340967967732,0,0,0,0,0,0
MRPS22,0,0.0528381766652162,0.0237987947545366,0,0,0,0,0,0
HOXB5,0,0.019773758829812,0.0158180010057806,0.0888888888888888,0,0,0,0,0
ACAD10,0.0071973270645765,0.0019366423140271,0.0464747228412918,0,0,0,0,0,0
KCNIP3,0.0071851977364638,0.0569694441981402,0.1755500847233869,0,0,0,0,0,0
SIGLEC9,0,0.0934233967112985,0.1035052349809733,0,0,0,0,0,0
GOLGA3,0.0036004982537873,0.0178540971965421,0.0116881120463136,0,0,0,0,0,0
ODF2,0.0033495074827804,0.0146432646114529,0.0048627714008258,0.3111111111111111,0,0,0,0,0
MCM4,0.0071327256763428,0.0074065921529165,0.1027014882340735,0,0,0,0,0,0
DGKA,0.0036017521472495,0.0540911991601353,0.0400155219056108,0,0,0,0,0,0
LAS1L,0,0.0600865981547807,0.0047358675981001,0.0444444444444444,0,0,0,0,0
PPP6R3,0.0035787749472339,0.0046438659840796,0.0618925736680165,0,0,0,0,0,0
DDX6,0,0.0090746089999664,0.077818322804509,0,0,0,0,0,0
ATRX,0.0142640236926877,0.0687652732644067,0.0365189283285342,0.0444444444444444,0,0,0,0,0
DMBT1,0.0033313519461521,0.1105739602518419,0.0008113608234403,0,0,0,0,0,0
PSMA4,0.0072056044868113,0.0134783334211627,0.0032974800781089,0,0,0,0,0,0
FNBP1,0,0.0063586009172176,0.0552356293080937,0.3111111111111111,0,0,0,0,0
SPRR1A,0,0.2985377582593889,0,0,0,0,0,0,0
ECI2,0,0.0022443155962059,0.0270959707508421,0,0,0,0,0,0
SH2D1A,0,0.1678370520206933,0.1071031591276896,0.0444444444444444,0,0,0,0,0
MMGT1,0,0.0959052551642737,0.0296792745840952,0.0444444444444444,0,0,0,0,0
C4orf3,0,0.0038520318602237,0.0056792184391757,0,0,0,0,0,0
CLDN5,0,0.0298355027555622,0.0575151094756855,0.0777777777777777,0,0,0,0,0
RPRM,0,0.0018120425287167,0.1412244040831186,0,0,0,1,0,0
SGCB,0.0035973410808355,0.0527973186766942,0.0308810488022249,0,0,0,0,0,0
THOC1,0.0036022370450704,0.0032527213850789,0.0384180226877401,0,0,0,0,0,0
SAP30BP,0,0.018052530745009,0.0055165078294978,0.0888888888888888,0,0,0,0,0
HSPH1,0.007196196787089,0.0070426897103636,0.0324102053051094,0.1777777777777777,0,0,0,0,0
UBE3A,0,0.0143028227196432,0.0373193274518763,0,0,0,0,0,0
SALL2,0.0106382105504064,0.0608607440948561,0.1004516151341562,0,0,0,0,0,0
CCDC184,0,0.0159728555248839,0,0,0,0,0,0,0
METAP2,0,0.0088745509314089,0.0057428135622078,0,0,0,0,0,0
CSAD,0,0.0114299858019886,0.0323151452635318,0,0,0,0,0,0
TK1,0.0072044744110922,0.0099578558811327,0.2403242649160215,0.0888888888888888,0,0,0,0,0
GPR101,0.0036041940196352,0.0226482917793382,0,0.0444444444444444,0,0,0,0,0
GPX8,0.0036032102656098,0.0449166160619491,0.0137630060750065,0,0,0,0,0,0
ORC5,0,0.0030623044975075,0.0142210680327128,0.0111111111111111,0,0,0,0,0
CDC45,0,0.0071826914918982,0.2472879173149175,0.0777777777777777,0,0,0,0,0
FANCL,0,0.0017189350372951,0.0311551725187194,0,0,0,0,0,0
KRTAP11-1,0,0.1204541567648741,0,0,0,0,0,0,0
ZNF101,0.003601799844609,0.0054205428664325,0.030428802545605,0,0,0,0,0,0
ZDHHC17,0,0.0015926056422533,0.0240435314712144,0,0,0,0,0,0
SNAP25,0.0035782005543304,0.0208226520146973,0.1620558820415642,0,0,0,0,0,0
UBE2W,0,0.0137655883368148,0.0006885880353478,0.0777777777777777,0,0,0,0,0
RNF152,0,0.0160924071218534,0.0471442643784223,0.0555555555555555,0,0,0,0,0
SORBS1,0,0.005479896661606,0.0847597265335119,0.1333333333333333,1,0,0,0,1
PICALM,0,0.0595414142703192,0.0044029515806399,0,0,0,0,0,0
SEM1,0,0.0409099979989986,0,0,0,0,0,0,0
PFDN4,0,0.0039372548890525,0.0070084046851284,0,0,0,0,0,0
VBP1,0.0035800439091556,0,0.0008973812734324,0.0444444444444444,0,0,0,0,0
TSC22D1,0,0.0014788267188069,0.1480808745279233,0,0,0,0,0,0
CRB1,0.0035933965790738,0.1190387922826456,0.1513975329591722,0.3222222222222223,0,0,0,0,0
DGLUCY,0,0,0,0,0,0,0,0,0
GJC2,0,0.1403503847549687,0.0575120402026554,0,0,0,0,0,0
GPR35,0.0036013396647003,0,0.0436653893313906,0.1444444444444444,0,0,0,0,0
ENKD1,0,0.0160586040455781,0.0496628887795134,0,0,0,0,0,0
