gene,MF: STAD,METH: STAD,GE: STAD,CNA: STAD,hsa04010,hsa04110,hsa04115,hsa04151,hsa04310,hsa04350,hsa04520,hsa05120
EED,0.0260513091048427,0.0219309981036905,0.0579229453473819,0.0,0,0,0,0,0,0,0,0
SMPD3,0.0251606978461193,0.0924517740799001,0.0416487529217465,0.0,0,0,0,0,0,0,0,0
KPNA6,0.0126337168519756,0.0068313189710705,0.0147104591531325,0.0,0,0,0,0,0,0,0,0
RASAL2,0.0730939509352604,0.3080071204764442,0.0879362032484852,0.0,0,0,0,0,0,0,0,0
G3BP2,0.0123330927924153,0.0237427893213339,0.0051624711355147,0.0,0,0,0,0,0,0,0,0
TNIP2,0.0125078352774508,0.0469317273268253,0.002252898476262,0.5469255663430421,0,0,0,0,0,0,0,0
COMMD1,0.0,0.0058692082605385,0.0389684465796682,0.0,0,0,0,0,0,0,0,0
PSMD1,0.0252368195538488,0.0003393701070194,0.0460021447737867,0.0,0,0,0,0,0,0,0,0
PSMD12,0.0380614839205113,0.0281584163087765,0.0475380121541207,0.0,0,0,0,0,0,0,0,0
PSMD6,0.0127711189204406,0.0362618952203301,0.003954769415498,0.0,0,0,0,0,0,0,0,0
TRAF4,0.0125110605719852,0.0122105863758384,0.0162326899279009,0.0,0,0,0,0,0,0,0,0
RPS11,0.0129727156302143,0.0074533446656244,0.0193977195143602,0.0,0,0,0,0,0,0,0,0
SMARCC1,0.0127751656826035,0.0023518205778424,0.0495517969344482,0.0,0,0,0,0,0,0,0,0
PSMD13,0.0126264766977087,0.0095979796192023,0.0221759348477351,0.0,0,0,0,0,0,0,0,0
PSMD3,0.0,0.0107068690894891,0.0439930444677439,0.0,0,0,0,0,0,0,0,0
COPB2,0.0517597907664628,0.0152541589843194,0.0354995467337192,0.0,0,0,0,0,0,0,0,0
COPS3,0.0,0.0099419140601554,0.0146622487305362,0.0,0,0,0,0,0,0,0,0
UNC5CL,0.0256239906886883,0.0554262566367568,0.0237689580075384,0.0,0,0,0,0,0,0,0,0
SMARCC2,0.0367255037442907,0.0076375350062116,0.020094050824365,0.0,0,0,0,0,0,0,0,0
PPP1R13L,0.038432387620056,0.0049353815094666,0.0790556680257866,0.0,0,0,1,0,0,0,0,0
AKAP8,0.0,3.702231633153589e-06,0.027206818806345,0.0,0,0,0,0,0,0,0,0
ACTL6A,0.0,0.0144555344631135,0.0726401735783871,0.0,0,0,0,0,0,0,0,0
RPL8,0.0129211219078873,0.0010233396838901,0.0080790915894082,0.0,0,0,0,0,0,0,0,0
FBL,0.0260077212193065,0.0005692169349328,0.0298768766065928,0.0,0,0,0,0,0,0,0,0
RPL30,0.0130476386141491,0.0042417553235457,0.0064630313099639,0.0,0,0,0,0,0,0,0,0
RPL4,0.025928897192919,0.0,0.0242470047325612,0.0,0,0,0,0,0,0,0,0
DPF2,0.0380956008083941,0.0003742405237917,0.0030880716933932,0.0,0,0,0,0,0,0,0,0
TRAF7,0.05121336339971,0.0019386669193025,0.0008795615352032,0.0,0,0,0,0,0,0,0,0
SEC16A,0.109312528730137,0.0341812223029571,0.0354775090232628,0.0,0,0,0,0,0,0,0,0
TRPC4AP,0.0,0.0978942257164229,0.026574131437899,0.0,0,0,0,0,0,0,0,0
KTN1,0.0,0.0369303925277523,0.0443828513467767,0.0,0,0,0,0,0,0,0,0
TRIB3,0.0383391829215733,0.1080536152807309,0.1180646847972295,0.0,0,0,0,0,0,0,0,0
ROMO1,0.0,0.0059892397712346,0.0016448218795429,0.0,0,0,0,0,0,0,0,0
RNF11,0.0,0.0145712088164902,0.0502549602105236,0.0,0,0,0,0,0,0,0,0
PSMD7,0.0129275491178521,0.0243518299522135,0.013678302408225,0.0,0,0,0,0,0,0,0,0
PSMC3,0.0382307626762474,0.0023246149126879,0.0052007825694347,0.0,0,0,0,0,0,0,0,0
POLR1A,0.0734091823982819,0.0150837533365087,0.0723574980278908,0.0,0,0,0,0,0,0,0,0
PDCD2,0.0,0.0109754103065779,0.022523288453922,0.0,0,0,0,0,0,0,0,0
PFDN2,0.0,0.011895364857497,0.040753301146888,0.0,0,0,0,0,0,0,0,0
MCC,0.0370576667924138,0.0053537092542798,0.0756269794466586,0.5113268608414239,0,0,0,0,1,0,0,0
LRPPRC,0.0,0.0087080402906773,0.0589030490054167,0.0,0,0,0,0,0,0,0,0
MTIF2,0.0512222081893712,0.0145275846755691,0.0458647227116092,0.0,0,0,0,0,0,0,0,0
USP2,0.0507549221701354,0.0595128898477077,0.2042212383399072,0.3203883495145631,0,0,0,0,0,0,0,0
CASP2,0.0256743582082575,0.0130440117727248,0.0910346643818095,0.0,0,0,0,0,0,0,0,0
MAP4K2,0.0124570058891194,0.0318907914651448,0.0032955889167833,0.0,1,0,0,0,0,0,0,0
USP11,0.0,0.3025118222985256,0.0091688233132232,0.0,0,0,0,0,0,0,0,0
GLG1,0.087090497169824,0.0058838666008719,0.0322412632863465,0.0,0,0,0,0,0,0,0,0
PAPOLA,0.0130281183951967,0.0194508283910964,0.0395518511842653,0.4304207119741101,0,0,0,0,0,0,0,0
POLR1D,0.0,0.0,0.0048866738669299,0.0,0,0,0,0,0,0,0,0
RFK,0.0129520822754412,0.0056447790594176,0.0087054867436848,0.0,0,0,0,0,0,0,0,0
PSMD2,0.013011983856394,0.0218788182145032,0.0173388619211862,0.0,0,0,0,0,0,0,0,0
DDX3X,0.0402593640811641,0.0,0.003295696442099,0.0,0,0,0,0,0,0,0,0
TRIM32,0.0515049751707586,0.0225744602069469,0.0186698304998678,0.0,0,0,0,0,0,0,0,0
MCM7,0.012988687497763,0.0049069103183681,0.0835892387484466,0.0,0,1,0,0,0,0,0,0
MCM5,0.0384627441762436,0.0118802236550006,0.0507951293859556,0.0,0,1,0,0,0,0,0,0
RNF25,0.0,0.0055207137900787,0.0252836759056218,0.0,0,0,0,0,0,0,0,0
ALPL,0.0,0.2977351876977863,0.0123405087068475,0.0,0,0,0,0,0,0,0,0
POLR2H,0.0,0.0046909695918792,0.0480299947782254,0.0,0,0,0,0,0,0,0,0
POLR2L,0.0,0.0334251330648703,0.0170150827008184,0.0,0,0,0,0,0,0,0,0
POLR1B,0.0,0.0100767309487655,0.0849366447483852,0.0,0,0,0,0,0,0,0,0
DCAF7,0.0130202761136418,0.0389960500606665,0.0410834665961981,0.0,0,0,0,0,0,0,0,0
MARK2,0.0709659361162949,0.0011953212007626,0.0094743491343324,0.0,0,0,0,0,0,0,0,0
RPS6KA5,0.0128681132161201,0.0178096691438691,0.0605484951578085,0.0,1,0,0,0,0,0,0,0
NFKBIZ,0.0256973903933193,0.0602216336891012,0.0094970928700309,0.0,0,0,0,0,0,0,0,0
IGF1,0.0,0.0,0.0681170197022585,0.0,1,0,1,1,0,0,0,0
SLC9A1,0.0378032564018833,0.1056510440426994,0.0469784347833131,0.0,0,0,0,0,0,0,0,0
ADRB2,0.0130319776266251,0.0,0.2346762243437335,0.0,0,0,0,0,0,0,0,0
GFAP,0.0,0.1109366739504041,0.0394358131910689,0.0,0,0,0,0,0,0,0,0
ACO2,0.0516132203885227,0.0067887769737158,0.0537998068065717,0.0,0,0,0,0,0,0,0,0
SF3A1,0.0130513836135515,0.0001605624480477,0.0057120315092297,0.0,0,0,0,0,0,0,0,0
NR1H4,0.0129898149513714,0.3371344970371456,0.1057787637504068,0.0,0,0,0,0,0,0,0,0
PPP1R12C,0.0257023895888676,0.0119602932099756,0.0328261694257784,0.0,0,0,0,0,0,0,0,0
SEC24B,0.0253362377233628,0.0064037833079568,0.0014995175619901,0.0,0,0,0,0,0,0,0,0
OPTN,0.0123480470734446,0.0522595633533662,0.0211133525121804,0.2491909385113268,0,0,0,0,0,0,0,0
MEA1,0.0,0.0,0.0015310160741489,0.0,0,0,0,0,0,0,0,0
TAF15,0.0388330789733957,0.0175917184399997,0.0262270578989794,0.0,0,0,0,0,0,0,0,0
PWP2,0.0,0.0,0.0396735170212811,0.0,0,0,0,0,0,0,0,0
DUOX2,0.0253494263217607,0.0556977288373728,0.1241799023255334,0.0,0,0,0,0,0,0,0,0
PRKACA,0.0,0.0013407975760676,0.0170927429710586,0.0,1,0,0,0,1,0,0,0
GATA3,0.077156224214988,0.0867006828819253,0.0659385527537445,0.2491909385113268,0,0,0,0,0,0,0,0
PRG2,0.0,0.2555637217259907,0.0172035051367401,0.0,0,0,0,0,0,0,0,0
VPS35,0.0256645090584293,0.0019086451905515,0.0007022093234322,0.0,0,0,0,0,0,0,0,0
EIF4A3,0.0,0.0072208368720364,0.0350851195600807,0.0,0,0,0,0,0,0,0,0
RNF2,0.0,0.0083389980465041,0.0489323652574567,0.0,0,0,0,0,0,0,0,0
H3F3A,0.0,0.0316448753769136,0.001604577603437,0.0,0,0,0,0,0,0,0,0
H3F3B,0.0,0.0558074232180343,0.0048573467376262,0.0,0,0,0,0,0,0,0,0
CIITA,0.0237759257042628,0.0567925563281915,0.027118750177372,0.0,0,0,0,0,0,0,0,0
SLC25A12,0.0258108848158599,0.0100411093241218,0.0287360703293294,0.0,0,0,0,0,0,0,0,0
CTSL,0.0,0.2508940215448233,0.0860124182441985,0.0,0,0,0,0,0,0,0,0
DUSP10,0.0,0.0056871020465322,0.0448742322094416,0.0,1,0,0,0,0,0,0,0
TCL1A,0.0,0.1338122723162509,0.0657069113013563,0.4304207119741101,0,0,0,1,0,0,0,0
BYSL,0.0,0.0093412054080294,0.0756645850855713,0.0,0,0,0,0,0,0,0,0
PDE4DIP,0.0420726031240922,0.0,0.0156398673991371,0.3009708737864078,0,0,0,0,0,0,0,0
UBB,0.0127637619112769,0.0046388088230325,0.0266716860495891,0.0,0,0,0,0,0,0,0,0
IMP3,0.0,0.1559930311789948,0.0372805935268351,0.0,0,0,0,0,0,0,0,0
MYH10,0.0885619375417409,0.2663515280360896,0.0374953798252361,0.0,0,0,0,0,0,0,0,0
DHX58,0.0259365911359067,0.0145667178681769,0.025538023252959,0.0,0,0,0,0,0,0,0,0
CLIP3,0.0382796815612215,0.221691257626892,0.0710566716107019,0.0,0,0,0,0,0,0,0,0
PHF7,0.0,0.0021814858431356,0.0270732677307443,0.0,0,0,0,0,0,0,0,0
FBXO17,0.013057878296562,0.0641934421587819,0.0435800613356726,0.0,0,0,0,0,0,0,0,0
CHD4,0.1729829829375755,0.0,0.0314710148132239,0.0,0,0,0,0,0,0,0,0
ZFR,0.0258873734078588,0.1235989967307018,0.0168492282876966,0.0,0,0,0,0,0,0,0,0
POLR2F,0.0258808309565322,0.020827225514924,0.0117890668542238,0.0,0,0,0,0,0,0,0,0
MORF4L1,0.0124281855367213,0.1388255619881517,0.0161334345876935,0.0,0,0,0,0,0,0,0,0
ING3,0.0,0.0028848754527408,0.0062480219558454,0.0,0,0,0,0,0,0,0,0
RPL21,0.0,0.0030738540666336,0.0460678144178732,0.0,0,0,0,0,0,0,0,0
SIVA1,0.0,0.0478252433383803,0.0178445907478699,0.4304207119741101,0,0,1,0,0,0,0,0
JMJD6,0.0,0.008095827044228,0.0082927914259136,0.0,0,0,0,0,0,0,0,0
NLRP12,0.0866566522569409,0.1961828024062215,0.0364152713597843,0.0,0,0,0,0,0,0,0,0
COPS7B,0.0,0.023661555962047,0.0224708623477572,0.0,0,0,0,0,0,0,0,0
WASF3,0.0513708893339399,0.2975665458347068,0.0736180583994277,0.0,0,0,0,0,0,0,1,0
RPL28,0.0130012272417578,0.008716954475147,0.0024264263444148,0.0,0,0,0,0,0,0,0,0
MAPK10,0.0059298764864697,0.0,0.139215352229422,0.0,1,0,0,0,1,0,0,1
RPL31,0.0387330104119103,0.2339111390358189,0.0234396902932089,0.0,0,0,0,0,0,0,0,0
BZW1,0.0253545911732492,0.0100019580422808,0.0249927074580651,0.0,0,0,0,0,0,0,0,0
ZMYND10,0.0128732282369532,0.0425063670266187,0.0146534143155167,0.0,0,0,0,0,0,0,0,0
SNCG,0.0,0.1890045915604908,0.2048165940519555,0.0,0,0,0,0,0,0,0,0
IRF5,0.0130421118089374,0.1515289324095427,0.0106670923806704,0.0,0,0,0,0,0,0,0,0
BST2,0.0,0.242133837453434,0.0783581787794191,0.0,0,0,0,0,0,0,0,0
LILRA4,0.0,0.3338033582718935,0.0157461919463609,0.0,0,0,0,0,0,0,0,0
NLRP1,0.0380801630851287,0.0750526055145832,0.0563602349038871,0.0,0,0,0,0,0,0,0,0
OGDHL,0.0515394801083328,0.0405539577176608,0.0409532574177526,0.0,0,0,0,0,0,0,0,0
TUBAL3,0.0,0.0,0.0328523502791876,0.2491909385113268,0,0,0,0,0,0,0,0
RHEB,0.0,0.1122976612389227,0.0338956222535538,0.0,0,0,0,1,0,0,0,0
EXOC2,0.0,0.1151653340938882,0.0230276915670555,0.0,0,0,0,0,0,0,0,0
RALA,0.0,0.0088027589631203,0.0017842022814789,0.0,0,0,0,0,0,0,0,0
RRAGC,0.0,0.0066366790830173,0.0025273714389698,0.0,0,0,0,0,0,0,0,0
ACTN3,0.0128061410077538,0.0670804238156999,0.0,0.0,0,0,0,0,0,0,0,0
COPS2,0.0,0.0324595641968737,0.0057898087746814,0.0,0,0,0,0,0,0,0,0
YBX3,0.0127132523107871,0.1639139321613198,0.029064909468651,0.2491909385113268,0,0,0,0,0,0,0,0
TYRO3,0.0129267728067063,0.085899031763914,0.000337113808205,0.0,0,0,0,0,0,0,0,0
CUEDC2,0.0260497031369996,0.0132702462952916,0.0203281350014811,0.0,0,0,0,0,0,0,0,0
RORA,0.0,0.2759496006661055,0.0913380111133302,0.0,0,0,0,0,0,0,0,0
PSMC5,0.0127883573506201,0.0256577006756419,0.0036799915063639,0.0,0,0,0,0,0,0,0,0
IRF9,0.0130282727335921,0.0299920098050078,0.044395815526828,0.0,0,0,0,0,0,0,0,0
PPP3CA,0.0631475514681948,0.0250631252253361,0.0401538961149373,0.0,1,0,0,0,1,0,0,0
MRPL1,0.0130559875755974,0.0253988095495705,0.0099434316865443,0.0,0,0,0,0,0,0,0,0
RPS3,0.0130160227458751,0.0007601615900342,0.0088919912986857,0.0,0,0,0,0,0,0,0,0
SNRNP200,0.0,0.0398624404149882,0.0411667133130046,0.0,0,0,0,0,0,0,0,0
ELAVL1,0.0377915333446726,0.003178560746951,0.0257474255941485,0.0,0,0,0,0,0,0,0,0
IRF1,0.0388311193784113,0.0205772275726826,0.022702203986574,0.5113268608414239,0,0,0,0,0,0,0,0
DDX58,0.025549437980658,0.0243372748359988,0.0204236198639005,0.0,0,0,0,0,0,0,0,0
LMO7,0.0727875708608723,0.0,0.0275251989228952,0.0,0,0,0,0,0,0,1,0
SMARCD3,0.0130405393418306,0.0931766603958508,0.0573635002232442,0.0,0,0,0,0,0,0,0,0
TMEM11,0.0129205846953606,0.008054020812277,0.0196042244134324,0.0,0,0,0,0,0,0,0,0
TRIP6,0.0,0.1148315391977633,0.0017461820259578,0.0,0,0,0,0,0,0,0,0
DNAJA3,0.0,0.0023453026078651,0.0168377059968384,0.0,0,0,0,0,0,0,0,0
ELANE,0.02591745085469,0.1562370937150941,0.2271180834186569,0.0,0,0,0,0,0,0,0,0
ALAS2,0.07715425851391,0.0359442944526531,0.2128243713685085,0.0,0,0,0,0,0,0,0,0
APCS,0.0,0.3790349945370092,0.0,0.0,0,0,0,0,0,0,0,0
MBL2,0.0130520009738403,0.1562481207710281,0.0,0.0,0,0,0,0,0,0,0,0
LIMA1,0.0116471920829352,0.0295506897830363,0.0217538680800041,0.1909385113268608,0,0,0,0,0,0,0,0
RANBP2,0.0643128262650261,0.0249610550647632,0.0527062967408696,0.0,0,0,0,0,0,0,0,0
PC,0.0388588777593573,0.2040016576507438,0.0049101821472303,0.0,0,0,0,0,0,0,0,0
PTBP1,0.0239257380921531,0.006455273037857,0.0395795702523468,0.0,0,0,0,0,0,0,0,0
ADAP1,0.0,0.1594018203891723,0.0969199629571529,0.7411003236245954,0,0,0,0,0,0,0,0
RPL3,0.0,0.0001489977499877,0.0501085779637679,0.0,0,0,0,0,0,0,0,0
MMP12,0.0,0.1812582262012472,0.0,0.0,0,0,0,0,0,0,0,0
EMD,0.0258975559021216,0.5818231771054887,0.0121940042158926,0.2686084142394822,0,0,0,0,0,0,0,0
STK16,0.0130459041117009,0.0140966193126085,0.0494896804622686,0.0,0,0,0,0,0,0,0,0
CALM1,0.0,0.0377082813016471,0.0634522285066553,0.0,0,0,0,0,0,0,0,0
ISG20,0.0,0.0,0.0841644794977463,0.0,0,0,0,0,0,0,0,0
GCC1,0.038835520279937,0.0113247016181392,0.0204575373622957,0.0,0,0,0,0,0,0,0,0
ATF4,0.0,0.0024996609682692,0.0468905536533095,0.0,1,0,0,1,0,0,0,0
NLRP2,0.088081500845256,0.0990881000937114,0.1503931861032075,0.0,0,0,0,0,0,0,0,0
XAF1,0.0128431188881041,0.018414005125608,0.0859478187370013,0.0,0,0,0,0,0,0,0,0
PLOD1,0.0130475092240325,0.0650817058753406,0.0330647319235559,0.0,0,0,0,0,0,0,0,0
CEBPD,0.0129316289763161,0.0236478334978236,0.0659444666398664,0.0,0,0,0,0,0,0,0,0
WBP11,0.0127733749081785,0.0003304114101976,0.0322234337522334,0.2491909385113268,0,0,0,0,0,0,0,0
CD274,0.0,0.0956565800904891,0.0164491383657243,0.2103559870550161,0,0,0,0,0,0,0,0
PDCD1,0.013053089960407,0.0763566571877353,0.037740388253498,0.0,0,0,0,0,0,0,0,0
MAPKAPK5,0.0128895721598803,0.0090347985845573,0.0329513715993757,0.0,1,0,0,0,0,0,0,0
MAPK11,0.0,0.0612845598030722,0.0078486816133312,0.5210355987055016,1,0,0,0,0,0,0,1
EZH2,0.0116646959393582,0.0001370089789162,0.1172465741530005,0.0,0,0,0,0,0,0,0,0
GABARAPL2,0.0,0.0347245610725319,0.0138008113583371,0.0,0,0,0,0,0,0,0,0
NEU1,0.0,0.2174903490293954,0.0103641186757025,0.0,0,0,0,0,0,0,0,0
SREBF2,0.0247973942667636,3.5665654827932524e-05,0.0186704702635169,0.0,0,0,0,0,0,0,0,0
PLA2G6,0.0123650941053094,0.0,0.0041756996827482,0.0,0,0,0,0,0,0,0,0
GPS2,0.0130534155150798,0.0196340512857511,0.0198677271570169,0.0,0,0,0,0,0,0,0,0
MAP3K7CL,0.0,0.0,0.0197038515737574,0.0,0,0,0,0,0,0,0,0
MAPKAPK2,0.0125558165580914,0.0167722108654433,0.012858688256508,0.0,1,0,0,0,0,0,0,0
TPH1,0.0,0.0004851073987415,0.1523859074981194,0.0,0,0,0,0,0,0,0,0
KCTD10,0.0378190651107312,0.0031514931417796,0.0175570207139261,0.0,0,0,0,0,0,0,0,0
RHOB,0.0,0.1665987009888035,0.0642813429524472,0.0,0,0,0,0,0,0,0,0
ADRB1,0.012883639249416,0.0959797887847827,0.029029267571841,0.0,0,0,0,0,0,0,0,0
ERMN,0.0,0.0323853490439099,0.0856608643427623,0.0,0,0,0,0,0,0,0,0
FUBP3,0.0,0.0070245713667028,0.0192438695396627,0.0,0,0,0,0,0,0,0,0
COPB1,0.0130338358495551,0.0086061119214571,0.0371042113439247,0.0,0,0,0,0,0,0,0,0
KIFC3,0.012918029400151,0.1086343265070061,0.0175338432369551,0.0,0,0,0,0,0,0,0,0
PAFAH1B3,0.0129207881864917,0.0017183482106611,0.0653473571444902,0.0,0,0,0,0,0,0,0,0
LNX1,0.0127808843947534,0.0884957837014719,0.0713090851055629,0.0,0,0,0,0,0,0,0,0
TUFM,0.0390463469743472,0.0144197685130986,0.0072396701130995,0.0,0,0,0,0,0,0,0,0
ELOF1,0.0,0.0014204616446316,0.030816657120673,0.0,0,0,0,0,0,0,0,0
TLR9,0.0514568778330557,0.0688330215000285,0.0642939309786912,0.0,0,0,0,0,0,0,0,0
SIKE1,0.0,0.0120432029903561,0.0312770560928648,0.3009708737864078,0,0,0,0,0,0,0,0
GZMB,0.0,0.3476629740669618,0.0211638846042893,0.0,0,0,0,0,0,0,0,0
LEMD3,0.0129225722909303,0.0157502442213293,0.005990525902154,0.0,0,0,0,0,0,0,0,0
CCDC50,0.0,0.0060870581900082,0.0143583438449424,0.0,0,0,0,0,0,0,0,0
NOL7,0.0,0.0144792964310039,0.0140550482501798,0.0,0,0,0,0,0,0,0,0
G3BP1,0.0,0.0048960217634693,0.052040557801752,0.0,0,0,0,0,0,0,0,0
CD46,0.0114667600267445,0.0334113807933698,0.0448198131144437,0.0,0,0,0,0,0,0,0,0
HMGA1,0.0,0.006729486229036,0.0504934812921545,0.0,0,0,0,0,0,0,0,0
SNX9,0.0259158535435161,0.0633698863460968,0.0252085408372352,0.0,0,0,0,0,0,0,0,0
PGM1,0.0129167134361803,0.0378032146990645,0.0454245727394469,0.0,0,0,0,0,0,0,0,0
KRTAP10-7,0.0,0.0553668703534216,0.0,0.0,0,0,0,0,0,0,0,0
NSA2,0.0,0.0011939089464862,0.0222813433551776,0.0,0,0,0,0,0,0,0,0
GAPDH,0.0260408314254982,0.0074312338074615,0.0040428259376698,0.0,0,0,0,0,0,0,0,0
ATG16L1,0.01294322683613,0.0192543336095758,0.0126414413355174,0.0,0,0,0,0,0,0,0,0
BIK,0.0,0.0055811619878681,0.0425747070081771,0.0,0,0,0,0,0,0,0,0
BCL2A1,0.0,0.0744134466684247,0.0736667324125049,0.0,0,0,0,0,0,0,0,0
S100A7,0.0,0.0,0.2143141176069455,0.0,0,0,0,0,0,0,0,0
TBX21,0.0130496944389537,0.4865249360042232,0.0038945265743859,0.0,0,0,0,0,0,0,0,0
INA,0.0130514585093261,0.4800678684433944,0.2316748373764302,0.0,0,0,0,0,0,0,0,0
STAU1,0.0,0.0076046010742027,0.0350883027616053,0.0,0,0,0,0,0,0,0,0
SF3B1,0.0383647941212058,0.0026847592727542,0.0419971362033627,0.0,0,0,0,0,0,0,0,0
MAP3K11,0.0130123586847618,0.0121102667547774,0.0193124721981445,0.0,1,0,0,0,0,0,0,0
PNO1,0.0,0.0264565110457094,0.0635386587868206,0.0,0,0,0,0,0,0,0,0
EPC1,0.0258218247287964,0.0743222017962413,0.0045382308771157,0.3851132686084142,0,0,0,0,0,0,0,0
PADI2,0.0255206504083884,0.0807697490075686,0.0910568076890628,0.0,0,0,0,0,0,0,0,0
FLG,0.3610348013605734,0.0,0.2516750835881436,0.0,0,0,0,0,0,0,0,0
APOB,0.140287681350881,0.1417385774085418,0.3105006498106191,0.0,0,0,0,0,0,0,0,0
DDIT3,0.0253740724561584,0.0,0.0216708655157664,0.0,1,0,0,0,0,0,0,0
SRSF1,0.0,0.0022244807383442,0.0355192574331145,0.0,0,0,0,0,0,0,0,0
CBX8,0.0,0.0201730551913558,0.0644436792525159,0.0,0,0,0,0,0,0,0,0
RPS20,0.0127809478825877,0.0253202873704975,0.0165689618443082,0.0,0,0,0,0,0,0,0,0
CLN6,0.0,0.0,0.0661503259871804,0.0,0,0,0,0,0,0,0,0
SEC61A1,0.0755921953724419,0.0082066771027627,0.0403771190101848,0.0,0,0,0,0,0,0,0,0
EIF3G,0.038998408019861,0.0572339589971076,0.0218482454509227,0.0,0,0,0,0,0,0,0,0
MYSM1,0.0250679203716763,0.032398004160123,0.0508269791353265,0.0,0,0,0,0,0,0,0,0
HSP90B1,0.0,0.0,0.0505005147707313,0.0,0,0,0,1,0,0,0,0
VPS37C,0.0127747847965707,0.0005336202498123,0.0135615903160981,0.0,0,0,0,0,0,0,0,0
CCR2,0.0253264366530336,0.0256580053474877,0.0563555922458483,0.0,0,0,0,0,0,0,0,0
TCP1,0.0,0.0208131096522549,0.0375431497364797,0.0,0,0,0,0,0,0,0,0
KSR2,0.0255142436567945,0.0879881458748844,0.0074779085011043,0.0,0,0,0,0,0,0,0,0
TRIM23,0.0254713424241838,0.0081800586551786,0.0325285941044513,0.0,0,0,0,0,0,0,0,0
SORBS3,0.0,0.091422360808724,0.0259364853910349,0.0,0,0,0,0,0,0,0,0
SLC23A1,0.0,0.1938070839178867,0.0519295039982539,0.0,0,0,0,0,0,0,0,0
GYS1,0.0250249723291059,0.0017140162222017,0.0010530377870893,0.0,0,0,0,1,0,0,0,0
SAP18,0.0,0.0034827048370419,0.0149165431837263,0.203883495145631,0,0,0,0,0,0,0,0
SRSF10,0.0,0.1141303173581827,0.051258138560541,0.0,0,0,0,0,0,0,0,0
MVP,0.0258173645806631,0.0021050262733538,0.0326966366587911,0.0,0,0,0,0,0,0,0,0
ZNF326,0.0255024246899491,0.0177005030384596,0.0474198712652586,0.3009708737864078,0,0,0,0,0,0,0,0
IRF2,0.0390224681733185,0.0831580957056534,0.0050075392776651,0.6601941747572817,0,0,0,0,0,0,0,0
RPL13A,0.0129204416725373,0.0015310176691146,0.0246499896946453,0.0,0,0,0,0,0,0,0,0
HNRNPUL2,0.0252780457513668,0.0010429553861401,0.0055156570590401,0.0,0,0,0,0,0,0,0,0
NSFL1C,0.0251679594714356,0.0005947920566047,0.0112408724730288,0.0,0,0,0,0,0,0,0,0
UBC,0.0,0.0003111556359523,0.0250574412327433,0.0,0,0,0,0,0,0,0,0
CEP44,0.0124610981156987,0.0023736588532791,0.0226299114278554,0.0,0,0,0,0,0,0,0,0
POLR2B,0.0377262690596061,0.0298269777506597,0.0439465525708648,0.0,0,0,0,0,0,0,0,0
ANXA5,0.0255217969944871,0.0643978664111664,0.0294784350020571,0.0,0,0,0,0,0,0,0,0
PGLYRP1,0.0130261160395156,0.1128966800672739,0.093897860670466,0.0,0,0,0,0,0,0,0,0
DCAF16,0.0,0.0095762082859625,0.0279737251778539,0.0,0,0,0,0,0,0,0,0
UBE4B,0.064211928411557,0.001417271105158,0.0026716116338143,0.0,0,0,0,0,0,0,0,0
CD9,0.012598069923074,0.1350194364616258,0.0169513302272193,0.0,0,0,0,0,0,0,0,0
PTAFR,0.0,0.3210519923051532,0.0335452284587893,0.0,0,0,0,0,0,0,0,0
AQP1,0.0130091221658589,0.1825376984080905,0.0166475361785336,0.0,0,0,0,0,0,0,0,0
ZBTB16,0.0260509506120853,0.2049387781898966,0.2574400686961346,0.3203883495145631,0,0,0,0,0,0,0,0
MICALL2,0.0,0.0997806079585328,0.0491568268705868,0.7411003236245954,0,0,0,0,0,0,0,0
ACTN2,0.1020833809381886,0.3112946293569676,0.1421625500337786,0.0,0,0,0,0,0,0,0,0
LTA,0.0261018988353091,0.1717312588677401,0.0348882065135064,0.0,0,0,0,0,0,0,0,0
MRTO4,0.0,0.0174703486426238,0.0563880028783026,0.0,0,0,0,0,0,0,0,0
BHLHE40,0.0,0.0080530083536132,0.0297806850819455,0.4627831715210356,0,0,0,0,0,0,0,0
NOXA1,0.0,0.1051885802391151,0.0355498176985859,0.0,0,0,0,0,0,0,0,0
KCNJ4,0.0129385006848303,0.0213739564095941,0.167880502193895,0.0,0,0,0,0,0,0,0,0
PLA2G4A,0.0,0.0870691476880985,0.0210595823330471,0.0,1,0,0,0,0,0,0,0
EIF2AK2,0.0384096546034759,0.0505753571471601,0.0587462818439589,0.0,0,0,0,0,0,0,0,0
AANAT,0.0,0.0880955782703481,0.0315845187502282,0.0,0,0,0,0,0,0,0,0
COPG1,0.0390221171415568,0.0063519015961515,0.0322904032706824,0.0,0,0,0,0,0,0,0,0
GADD45G,0.0,0.0048033822038791,0.0899022241613958,0.0,1,1,1,0,0,0,0,0
FCN2,0.0129862177787008,0.1206384103331526,0.0,0.0,0,0,0,0,0,0,0,0
PTX3,0.013040579402473,0.1127517179776957,0.1293998521469725,0.0,0,0,0,0,0,0,0,0
WDR33,0.038184317244706,0.0239931548399015,0.0127067658116217,0.0,0,0,0,0,0,0,0,0
SMCHD1,0.0125545755909391,0.0017653307078225,0.0482395372679526,0.0,0,0,0,0,0,0,0,0
CCNG2,0.0,0.0314419559727883,0.0166567724529424,0.0,0,0,1,0,0,0,0,0
RPL38,0.0,0.0069111838687219,3.0337853914786144e-06,0.0,0,0,0,0,0,0,0,0
